HH	HH	HH	HH	0.04454	53	1190
HH	HH	HH	HL	0.02185	26	1190
HH	HH	HH	LH	0.06134	73	1190
HH	HH	HH	LL	0.01681	20	1190
HH	HH	HL	HL	0.00924	11	1190
HH	HH	HL	LH	0.01681	20	1190
HH	HH	HL	LL	0.01597	19	1190
HH	HH	LH	LH	0.10084	120	1190
HH	HH	LH	LL	0.08067	96	1190
HH	HH	LL	LL	0.02017	24	1190
HH	HL	HL	HL	0.00168	2	1190
HH	HL	HL	LH	0.00504	6	1190
HH	HL	HL	LL	0.0084	10	1190
HH	HL	LH	LH	0.02017	24	1190
HH	HL	LH	LL	0.04958	59	1190
HH	HL	LL	LL	0.02521	30	1190
HH	LH	LH	LH	0.11597	138	1190
HH	LH	LH	LL	0.04118	49	1190
HH	LH	LL	LL	0.01849	22	1190
HH	LL	LL	LL	0.01681	20	1190
HL	HL	HL	HL	0.0042	5	1190
HL	HL	HL	LH	0.0	0	1190
HL	HL	HL	LL	0.00672	8	1190
HL	HL	LH	LH	0.00252	3	1190
HL	HL	LH	LL	0.01261	15	1190
HL	HL	LL	LL	0.02269	27	1190
HL	LH	LH	LH	0.02437	29	1190
HL	LH	LH	LL	0.01429	17	1190
HL	LH	LL	LL	0.01176	14	1190
HL	LL	LL	LL	0.03025	36	1190
LH	LH	LH	LH	0.09076	108	1190
LH	LH	LH	LL	0.01429	17	1190
LH	LH	LL	LL	0.01513	18	1190
LH	LL	LL	LL	0.02185	26	1190
LL	LL	LL	LL	0.03782	45	1190
