index_no	uid	no_of_states	HH	HL	LH	LL	
1	173	2	0.503	0	0.497	0	
2	279	2	0.305	0	0.695	0	
3	458	2	0.306	0	0.694	0	
4	494	2	1	0	0	0	
5	504	2	1	0	0	0	
6	632	2	0.189	0	0.811	0	
7	1058	2	0	0	1	0	
8	1091	2	0.729	0	0.271	0	
9	1219	2	0.538	0	0.462	0	
10	1296	2	0.871	0	0.129	0	
11	1410	2	0.645	0	0.355	0	
12	1824	2	0.363	0	0.637	0	
13	2138	2	0.45	0	0.55	0	
14	2222	2	0	0	1	0	
15	2253	2	0.698	0	0.302	0	
16	2306	2	0.296	0.125	0.579	0	
17	2324	2	0.206	0	0.794	0	
18	2375	2	0.417	0	0.583	0	
19	2432	2	0.438	0	0.562	0	
20	2456	2	0.304	0	0.696	0	
21	2464	2	0.422	0	0.578	0	
22	2565	2	0.102	0	0.898	0	
23	2710	2	0.644	0	0.356	0	
24	2735	2	1	0	0	0	
25	3055	2	0.69	0	0.31	0	
26	3137	2	0.553	0	0.447	0	
27	3289	2	0.429	0	0.571	0	
28	3426	2	0.693	0	0.307	0	
29	3463	2	1	0	0	0	
30	3484	2	0.546	0	0.454	0	
31	3821	2	0	0	1	0	
32	4043	2	0.339	0.161	0.5	0	
33	4095	2	0	0	1	0	
34	4148	2	0.308	0	0.692	0	
35	4346	2	0	0	1	0	
36	4446	2	0.792	0	0.208	0	
37	4451	2	0.367	0	0.633	0	
38	4669	2	0	0	1	0	
39	4768	2	0.454	0	0.546	0	
40	4822	2	0.103	0.245	0.652	0	
41	4828	2	0.696	0	0.304	0	
42	4868	2	0.739	0	0.261	0	
43	4963	2	0.678	0	0.322	0	
44	5042	2	0	0	1	0	
45	5063	2	0.314	0	0.686	0	
46	5075	2	0	0	1	0	
47	5301	2	0	0	1	0	
48	5339	2	0.684	0	0.316	0	
49	5711	2	0	0	1	0	
50	5829	2	0.531	0	0.469	0	
51	5882	2	0.347	0	0.653	0	
52	5896	2	0.037	0.332	0.631	0	
53	6331	2	0.396	0	0.604	0	
54	6449	2	0.1	0.058	0.842	0	
55	6802	2	0.658	0	0.342	0	
56	6828	2	0.439	0	0.561	0	
57	7052	2	0.768	0	0.232	0	
58	7147	2	0.703	0	0.297	0	
59	7265	2	0.604	0	0.396	0	
60	7333	2	0.459	0	0.541	0	
61	7362	2	0.365	0	0.635	0	
62	7395	2	0	0	1	0	
63	7485	2	0	0	1	0	
64	7495	2	0.432	0	0.568	0	
65	7579	2	0.577	0	0.423	0	
66	7654	2	0.445	0	0.555	0	
67	7709	2	0	0	1	0	
68	8270	2	0.291	0	0.709	0	
69	8404	2	0.337	0	0.663	0	
70	8593	2	0.193	0.134	0.673	0	
71	8619	2	0.332	0	0.668	0	
72	8770	2	0.4	0	0.6	0	
73	8785	2	0.607	0	0.393	0	
74	8794	2	0.422	0	0.578	0	
75	8833	2	0.309	0	0.691	0	
76	8887	2	0.639	0	0.361	0	
77	8899	2	0.681	0	0.319	0	
78	9073	2	0	0	1	0	
79	9102	2	0.36	0	0.64	0	
80	9272	2	0.285	0	0.715	0	
81	9534	2	0.441	0	0.559	0	
82	9540	2	0.487	0	0.513	0	
83	9653	2	0.626	0	0.374	0	
84	9719	2	0	0	1	0	
85	9756	2	0.442	0	0.558	0	
86	9915	2	0.675	0	0.325	0	
