index_no	uid	no_of_states	HH	HL	LH	LL	
1	21	2	0	0	0.352	0.648	
2	65	2	0	0.422	0.578	0	
3	74	2	0	0.287	0.713	0	
4	85	2	0	0	0.306	0.694	
5	111	2	0	0	0.733	0.267	
6	122	2	0	0	0.39	0.61	
7	153	2	0	0	0.638	0.362	
8	159	2	0	0	0.64	0.36	
9	168	2	0	0	0.11	0.89	
10	191	2	0	0	0.668	0.332	
11	193	2	0	0	0.44	0.56	
12	207	2	0	0.4	0.6	0	
13	232	2	0	0	0.681	0.319	
14	267	2	0	0	0.6	0.4	
15	273	2	0.368	0.632	0	0	
16	299	2	0	0	0.502	0.498	
17	310	2	0	0	0.684	0.316	
18	331	2	0	0	0.397	0.603	
19	347	2	0	0	0.588	0.412	
20	350	2	0.655	0.345	0	0	
21	355	2	0	0.152	0.699	0.149	
22	385	2	0	0.651	0.349	0	
23	414	2	0	0	0.203	0.797	
24	421	2	0	0	0.392	0.608	
25	432	2	0	0.199	0.286	0.515	
26	435	2	0	0	0.771	0.229	
27	437	2	0	0	0.664	0.336	
28	449	2	0	0	0.385	0.615	
29	460	2	0	0	0.621	0.379	
30	462	2	0	0	0.344	0.656	
31	478	2	0	0	0.504	0.496	
32	485	2	0	0	0.697	0.303	
33	522	2	0	0	0.654	0.346	
34	563	2	0	0	0.567	0.433	
35	578	2	0	0.324	0.676	0	
36	595	2	0	0	0.692	0.308	
37	641	2	0	0	0.393	0.607	
38	646	2	0	0	0.735	0.265	
39	708	2	0	0	0.491	0.509	
40	717	2	0	0	0.601	0.399	
41	742	2	0	0	0.678	0.322	
42	770	2	0	0	0.369	0.631	
43	771	2	0	0	0.193	0.807	
44	775	2	0	0	0.539	0.461	
45	797	2	0	0	0.741	0.259	
46	804	2	0	0.605	0.395	0	
47	829	2	0	0	0.36	0.64	
48	862	2	0.643	0.357	0	0	
49	866	2	0	0.111	0.711	0.178	
50	867	2	0	0	0.491	0.509	
51	881	2	0	0	0.206	0.794	
52	902	2	0	0	0.577	0.423	
53	930	2	0	0	0.389	0.611	
54	938	2	0	0	0.65	0.35	
55	970	2	0	0.614	0.386	0	
56	998	2	0	0	0.438	0.562	
57	1022	2	0	0	0.15	0.85	
58	1026	2	0	0	0.371	0.629	
59	1056	2	0	0	0.346	0.654	
60	1067	2	0	0	0.196	0.804	
61	1070	2	0	0	0.643	0.357	
62	1098	2	0	0	0.216	0.784	
63	1111	2	0	0	0.51	0.49	
64	1136	2	0	0	0.569	0.431	
65	1138	2	0	0.149	0.675	0.176	
66	1145	2	0	0	0.28	0.72	
67	1164	2	0	0	0.418	0.582	
68	1165	2	0	0	0.511	0.489	
69	1183	2	0	0	0.354	0.646	
70	1187	2	0	0	0.367	0.633	
71	1197	2	0	0	0.469	0.531	
72	1213	2	0	0.242	0.581	0.177	
73	1243	2	0	0.38	0.62	0	
74	1259	2	0	0	0.701	0.299	
75	1261	2	0	0	0.691	0.309	
76	1290	2	0	0	0.381	0.619	
77	1301	2	0	0	0.325	0.675	
78	1316	2	0	0	0.342	0.658	
79	1317	2	0	0.321	0.679	0	
80	1318	2	0	0	0.137	0.863	
81	1346	2	0	0	0.621	0.379	
82	1347	2	0	0	0.592	0.408	
83	1354	2	0	0	0.644	0.356	
