index_no	uid	no_of_states	HH	HL	LH	LL	
1	9	2	0	0.683	0.317	0	
2	64	2	0	0.667	0.333	0	
3	78	2	0	0	0.439	0.561	
4	115	2	0	0.854	0.146	0	
5	136	2	0.721	0.279	0	0	
6	175	2	0.365	0.635	0	0	
7	178	2	0	0.825	0.175	0	
8	255	2	0	0.814	0.186	0	
9	256	2	0.45	0.55	0	0	
10	333	2	0.394	0.606	0	0	
11	354	2	0.365	0.635	0	0	
12	408	2	0.557	0.443	0	0	
13	557	2	0	0.415	0.585	0	
14	565	2	0	0.929	0.071	0	
15	726	2	0	0.435	0.565	0	
16	747	2	0.839	0.161	0	0	
17	751	2	0	0.349	0.651	0	
18	785	2	0.77	0.23	0	0	
19	806	2	0.105	0.604	0.291	0	
20	870	2	0	0.743	0.257	0	
21	987	2	0	0.337	0.663	0	
22	1077	2	0.387	0.613	0	0	
23	1094	2	0	0.461	0.539	0	
24	1110	2	0	0.305	0.695	0	
25	1119	2	0.678	0.322	0	0	
26	1131	2	0.371	0.629	0	0	
27	1204	2	0	0.437	0.563	0	
28	1236	2	0.513	0.487	0	0	
29	1285	2	0	0.842	0.158	0	
30	1457	2	0	0.702	0.298	0	
31	1478	2	0	0.266	0.734	0	
32	1533	2	0	0.849	0.151	0	
33	1589	2	0.386	0.614	0	0	
34	1607	2	0.609	0.391	0	0	
35	1808	2	0	0.796	0.204	0	
36	1839	2	0	0.587	0.413	0	
37	1923	2	0.204	0.796	0	0	
38	2076	2	0.654	0.346	0	0	
39	2141	2	0.422	0.578	0	0	
40	2294	2	0.52	0.48	0	0	
41	2434	2	0.627	0.373	0	0	
42	2650	2	0	0.693	0.307	0	
43	2708	2	0.885	0.115	0	0	
44	2727	2	0.264	0.736	0	0	
45	2764	2	0	0.633	0.367	0	
46	3002	2	0	0.65	0.35	0	
47	3060	2	0	0.783	0.217	0	
48	3072	2	0.26	0.74	0	0	
49	3078	2	0	0.797	0.203	0	
50	3152	2	0	0.89	0.11	0	
51	3253	2	0	0.667	0.333	0	
52	3364	2	0	0.639	0.361	0	
53	3441	2	0	0.903	0.097	0	
54	3471	2	0.595	0.405	0	0	
55	3492	2	0	0.52	0.48	0	
56	3732	2	0	0.889	0.111	0	
57	3846	2	0	0.934	0.066	0	
58	3961	2	0.654	0.346	0	0	
59	3970	2	0	0.36	0.64	0	
60	3987	2	0	0.539	0.461	0	
61	3997	2	0	0.252	0.748	0	
62	4032	2	0.629	0.371	0	0	
63	4070	2	0	0.553	0.447	0	
64	4100	2	0	0.634	0.366	0	
65	4106	2	0	0.577	0.423	0	
66	4123	2	0	0.485	0.515	0	
67	4182	2	0	0.768	0.232	0	
68	4194	2	0	0.638	0.362	0	
69	4230	2	0	0.892	0.108	0	
70	4332	2	0	0.826	0.174	0	
71	4374	2	0	0.145	0.855	0	
72	4379	2	0	0.479	0.521	0	
73	4408	2	0	0.607	0.393	0	
74	4435	2	0	0.735	0.265	0	
75	4470	2	0	0.663	0.337	0	
76	4471	2	0	0.103	0.779	0.118	
77	4515	2	0	0.911	0.089	0	
78	4568	2	0.643	0.357	0	0	
79	4620	2	0	0.795	0.205	0	
80	4689	2	0.574	0.318	0.108	0	
81	4730	2	0	0.73	0.27	0	
82	4881	2	0.387	0.613	0	0	
83	4937	2	0	0.819	0.181	0	
84	5190	2	0.388	0.612	0	0	
85	5342	2	0.257	0.743	0	0	
86	5380	2	0.686	0.314	0	0	
87	5390	2	0	0.492	0.508	0	
88	5396	2	0	0.849	0.151	0	
89	5473	2	0	0	0.265	0.735	
90	5637	2	0.441	0.559	0	0	
91	5674	2	0	0.424	0.576	0	
92	5698	2	0.617	0.383	0	0	
93	5768	2	0.359	0.641	0	0	
94	5776	2	0.699	0.301	0	0	
95	5946	2	0.606	0.394	0	0	
96	6035	2	0	0.71	0.29	0	
97	6064	2	0	0.836	0.164	0	
98	6096	2	0	0.505	0.495	0	
99	6208	2	0	0.523	0.477	0	
100	6210	2	0	0.711	0.289	0	
101	6245	2	0	0.834	0.166	0	
102	6369	2	0	0.622	0.378	0	
103	6442	2	0.411	0.589	0	0	
104	6580	2	0	0.752	0.248	0	
105	6668	2	0.286	0.714	0	0	
106	6746	2	0	0.933	0.067	0	
107	6769	2	0	0.207	0.793	0	
108	7061	2	0	0.368	0.632	0	
109	7086	2	0.635	0.365	0	0	
110	7289	2	0.326	0.559	0.115	0	
111	7308	2	0	0	0.281	0.719	
112	7316	2	0.61	0.39	0	0	
113	7335	2	0	0.612	0.388	0	
114	7386	2	0	0.623	0.377	0	
115	7396	2	0	0.427	0.573	0	
116	7472	2	0	0.187	0.813	0	
117	7545	2	0	0.751	0.249	0	
118	7679	2	0	0.685	0.315	0	
119	7682	2	0	0.842	0.158	0	
120	7735	2	0	0.267	0.733	0	
121	7738	2	0	0.786	0.214	0	
122	7779	2	0	0.48	0.52	0	
123	7852	2	0.495	0.505	0	0	
124	7960	2	0.396	0.604	0	0	
125	7972	2	0	0.67	0.33	0	
126	8044	2	0.595	0.405	0	0	
127	8054	2	0.133	0.867	0	0	
128	8208	2	0.384	0.616	0	0	
129	8317	2	0.382	0.618	0	0	
130	8355	2	0.427	0.573	0	0	
131	8450	2	0.41	0.59	0	0	
132	8484	2	0	0.706	0.294	0	
133	8538	2	0	0.765	0.235	0	
134	8539	2	0	0.353	0.647	0	
135	8563	2	0	0.767	0.233	0	
136	8567	2	0	0.723	0.277	0	
137	8610	2	0	0.728	0.272	0	
138	8683	2	0	0.323	0.677	0	
139	8784	2	0	0.486	0.514	0	
140	8789	2	0.537	0.463	0	0	
141	8799	2	0.533	0.467	0	0	
142	8950	2	0	0.479	0.521	0	
143	8956	2	0.44	0.56	0	0	
144	8983	2	0	0.628	0.372	0	
145	8994	2	0	0.572	0.428	0	
146	9006	2	0	0.756	0.244	0	
147	9133	2	0	0.786	0.214	0	
148	9229	2	0.585	0.415	0	0	
149	9294	2	0	0.576	0.424	0	
150	9361	2	0	0.585	0.415	0	
151	9503	2	0	0.849	0.151	0	
152	9536	2	0	0.469	0.531	0	
153	9555	2	0	0.899	0.101	0	
154	9571	2	0	0.569	0.431	0	
155	9576	2	0.629	0.371	0	0	
156	9675	2	0.66	0.34	0	0	
157	9721	2	0.502	0.498	0	0	
158	9813	2	0	0.772	0.228	0	
159	9926	2	0	0.844	0.156	0	
160	9984	2	0	0.733	0.267	0	
