uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
2.0	3.0	6.5293	59.326549	81.205561	29.014474	0.258922	0.942788	0.10018200000000001	0.155667	41.752421999999996	3.0	49.476938	59.566697	2.0	0.024637	3.44844	5.0	81.407465	4.432009	4.0	35.708609	64.237353	3.0	58.416876	51.101513	5.0	0.014053	5.84738	5.0	18.233534	2.1446959999999997	5.0	53.298026
4.0	3.0	7.019692999999999	94.33281600000001	75.279545	66.129512	0.662393	0.669138	0.418071	0.73666	46.036091	3.0	51.476149	54.178616000000005	2.0	0.284725	3.657739	5.0	78.323202	1.374018	2.0	94.27360999999999	53.398905000000006	2.0	95.673874	4.380726999999999	2.0	0.015590999999999999	3.434846	5.0	79.557528	2.9044529999999997	2.0	39.027903
8.0	3.0	17.140697	81.231188	20.721841	25.273509	0.42964600000000003	0.9949950000000001	0.796767	0.257823	33.587033	3.0	85.63512	57.34166	6.0	0.022662	0.22619299999999998	2.0	16.52882	0.777134	3.0	78.79051700000001	71.69860899999999	2.0	50.547858000000005	18.966806	3.0	0.016753999999999998	1.185325	1.0	3.379864	0.648544	6.0	37.776258
10.0	3.0	15.613694	52.256832	14.132553	91.473949	0.707992	0.673671	0.439747	0.767799	25.570929	5.0	44.630604	61.155857	1.0	0.015053	5.653008	5.0	53.896947999999995	5.756019	2.0	38.850637	73.475561	6.0	70.344449	24.345712	1.0	0.022687	0.260683	6.0	55.521962	2.880275	3.0	24.261467
11.0	3.0	43.658935	20.175853	64.22689100000001	69.538679	0.561087	0.369398	0.8776649999999999	0.594742	76.16265200000001	4.0	51.07949	13.097009	3.0	0.15599100000000002	0.10968	1.0	30.604297999999996	4.042105	5.0	57.414999	74.649201	1.0	23.75945	43.868984999999995	5.0	0.01029	5.433973	6.0	39.286435	3.019441	2.0	24.644861
13.0	3.0	18.273634	98.662976	64.64070799999999	20.466544	0.247923	0.818199	0.245968	0.472446	18.399060000000002	4.0	28.403928999999998	25.950792	4.0	0.010401	4.855307	3.0	89.115554	2.501186	2.0	97.624427	73.793675	4.0	33.299709	37.659656	2.0	0.012631	4.717599	5.0	71.385162	0.601745	2.0	93.621205
17.0	3.0	76.633429	59.547311	51.017842	84.927699	0.753317	0.365716	0.345561	0.43400200000000005	74.69194300000001	4.0	74.568805	72.693595	5.0	0.013086000000000002	4.797873	1.0	70.69680799999999	5.145844	2.0	99.722606	56.275388	3.0	47.570027	36.920238	5.0	0.046667	3.9898010000000004	4.0	45.639009	5.129994	1.0	15.951839000000001
27.0	3.0	92.626927	55.620543999999995	64.970146	29.910737	0.562809	0.2218	0.868926	0.8875379999999999	61.210308	5.0	61.10901	2.358686	6.0	0.010311	5.139234	3.0	42.748995	2.713257	2.0	88.552391	25.888815	5.0	57.18166	26.217556	4.0	0.071075	1.997271	5.0	79.33979599999999	2.216436	3.0	65.29360799999999
32.0	3.0	49.651534000000005	52.049213	26.881778999999998	59.013780000000004	0.92476	0.11493699999999998	0.949312	0.420968	23.233878	5.0	85.521235	49.826510999999996	4.0	0.014508000000000002	3.013061	5.0	95.59849100000001	5.5338769999999995	3.0	79.070234	71.7621	1.0	58.06248299999999	7.295191	6.0	0.014865	4.630967	3.0	18.219471	3.218281	2.0	14.96214
40.0	3.0	95.97022199999999	31.773584999999997	21.472274	51.663388	0.184196	0.503849	0.811066	0.909219	58.52459	1.0	43.1003	73.234169	4.0	0.011779000000000001	5.275854	6.0	95.87791800000001	6.153181	2.0	54.552935	48.907753	5.0	13.875388000000001	2.5870740000000003	5.0	0.013702	3.5751190000000004	4.0	10.414741000000001	4.583279	6.0	64.049068
47.0	3.0	32.696824	79.925717	42.270787	27.661111	0.9068700000000001	0.9390959999999999	0.441507	0.343999	72.92321700000001	3.0	83.60444	28.227794	4.0	0.018205000000000002	0.301233	3.0	87.602373	2.087304	1.0	57.668817000000004	70.484634	2.0	31.493964000000002	48.59988	6.0	0.033232	5.230727	3.0	90.670975	1.012165	5.0	89.02871800000001
51.0	3.0	69.169473	89.617227	53.885836	86.462601	0.804999	0.42535200000000006	0.265938	0.7819729999999999	58.233295999999996	2.0	52.627523	29.053471000000002	2.0	0.012406	1.598992	5.0	20.248297	1.7344689999999998	6.0	76.030698	66.041302	5.0	68.786236	24.559527	5.0	0.021504	0.37222	5.0	54.152488	3.6571919999999998	1.0	20.980134
55.0	3.0	69.588071	15.322995	50.712753	62.233222	0.402461	0.575608	0.9327350000000001	0.9778379999999999	25.777561	5.0	35.37744	58.382977000000004	5.0	0.04709	5.979587	3.0	29.150771999999996	5.562396	2.0	63.76264499999999	9.299189	5.0	40.216907	4.936642	6.0	0.032494	2.116921	2.0	28.271622999999998	5.592767	2.0	34.569288
62.0	3.0	80.246032	37.621271	38.612308	30.196963	0.9736520000000001	0.7974760000000001	0.384385	0.478299	31.671982	4.0	49.375361	7.533811999999999	1.0	0.031224000000000002	2.8271450000000002	5.0	90.325653	5.613861	2.0	53.216322	13.47765	3.0	46.377609	51.417932	2.0	0.034435	1.094619	4.0	73.533753	4.276367	6.0	63.15248199999999
64.0	3.0	46.127897	71.540297	32.09558	13.287825	0.949525	0.626556	0.12109500000000001	0.983661	63.230064	4.0	63.678489	47.441844	6.0	0.015717	2.080333	6.0	81.318599	1.6016629999999998	1.0	14.383169	54.807689	6.0	21.831173	24.862312	5.0	0.018475	4.110448	3.0	76.840594	1.0036	6.0	88.95203599999999
75.0	3.0	6.118536	85.662092	93.546772	31.494090999999997	0.637175	0.623328	0.667783	0.8163100000000001	27.044369	5.0	99.97737	20.306804999999997	6.0	0.015335	1.388232	6.0	69.644307	0.761549	2.0	72.793924	45.20267	5.0	82.987027	48.104285	2.0	0.026180000000000002	3.7342489999999997	5.0	32.815222999999996	0.16833299999999998	1.0	50.830876
78.0	3.0	76.97805699999999	9.692387	65.938568	75.065516	0.750239	0.26071500000000003	0.496108	0.222419	49.136767	2.0	30.955627000000003	47.477523	1.0	0.019249000000000002	4.365717	2.0	88.948235	1.132581	4.0	38.962137	59.528344999999995	3.0	28.226121000000003	49.455731	5.0	0.029444	5.173653	3.0	99.154134	5.350173000000001	3.0	45.542077
