uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
18.0	2.0	74.78667	38.953869	53.945857999999994	1.077995	0.5881109999999999	0.116023	0.8705299999999999	0.591182	36.294624	5.0	77.801637	7.9989550000000005	2.0	0.010361	5.237068	1.0	12.073939999999999	3.88426	6.0	60.79290400000001	42.896407	3.0	67.800816	19.454427	5.0	0.010634999999999999	4.719915	3.0	6.818358	5.160719	5.0	10.518305999999999
46.0	2.0	76.49696899999999	25.100267000000002	1.535758	12.644892	0.446508	0.914375	0.9308360000000001	0.482918	8.444127	5.0	82.006787	46.581928999999995	2.0	0.011205	6.02575	4.0	77.374215	3.267773	1.0	56.816407999999996	60.714591000000006	6.0	4.259353	59.288713	6.0	0.013614	4.915529	6.0	11.962089	0.807342	5.0	34.896619
67.0	2.0	82.588552	83.915187	1.753486	7.879223	0.266301	0.46624899999999997	0.305476	0.94625	9.197886	6.0	91.379896	30.852596999999996	5.0	0.015722	0.207148	5.0	75.850761	2.219505	6.0	96.620902	67.26977099999999	2.0	14.977635999999999	63.12558000000001	6.0	0.018533	4.561387	6.0	35.023697	0.41417299999999996	1.0	96.24704799999999
70.0	2.0	69.873448	21.474487	95.28676800000001	1.509427	0.5321170000000001	0.559631	0.21326399999999998	0.7452310000000001	40.808413	1.0	77.825779	3.9216019999999996	2.0	0.011288	1.350974	4.0	75.109976	1.323077	4.0	86.428388	9.255625	6.0	60.864192	14.275934	2.0	0.01641	5.105005	4.0	63.106405	0.59916	4.0	88.597702
92.0	2.0	36.464890999999994	39.847392	27.330299	3.092367	0.288167	0.19960999999999998	0.66435	0.8657360000000001	65.469477	6.0	80.126216	40.376775	1.0	0.43391499999999994	1.356074	5.0	72.643575	5.9081529999999995	4.0	28.732484999999997	31.418388	2.0	47.341774	27.020207	5.0	0.024147	4.714873000000001	6.0	57.82311	1.158117	3.0	46.792157
104.0	2.0	88.849603	65.45145699999999	34.796979	2.754991	0.7573409999999999	0.903264	0.580407	0.523934	43.543592	3.0	95.903438	63.47498100000001	6.0	0.020238	1.331353	6.0	11.892489999999999	0.657273	6.0	21.877570000000002	56.467464	3.0	95.90172700000001	54.764373	1.0	0.011712	3.264425	1.0	1.193756	0.7297140000000001	2.0	84.958117
132.0	2.0	7.129497	77.863961	11.892935000000001	29.963490000000004	0.649048	0.54009	0.784219	0.84908	26.641644	3.0	99.82082700000001	49.695683	2.0	0.104334	4.976331	1.0	20.079482000000002	0.28639000000000003	6.0	12.24203	28.427978999999997	3.0	50.038734000000005	12.645076	2.0	0.018042	1.4826489999999999	5.0	79.630286	1.932678	2.0	65.589405
224.0	2.0	30.260962	84.000896	4.098253	11.275256	0.481896	0.19622799999999999	0.100914	0.737494	65.573215	5.0	86.408077	33.246895	1.0	0.16045299999999998	2.820276	5.0	70.804136	1.9748330000000003	1.0	73.94788199999999	23.100171	6.0	74.196912	49.327787	3.0	0.014777	3.9256260000000003	4.0	47.073783	5.761029	6.0	42.903103
250.0	2.0	92.158126	8.279237	5.1726160000000005	65.204861	0.181074	0.365639	0.733362	0.234185	67.701976	4.0	78.49884399999999	31.255882	5.0	0.013809	5.309383	3.0	52.65193299999999	1.119604	5.0	8.345751	59.755452000000005	2.0	73.017145	44.965102	3.0	0.013619999999999998	4.699127	5.0	51.111288	5.5172419999999995	1.0	43.246291
251.0	2.0	32.645501	8.182202	16.707394	11.461172999999999	0.516212	0.345391	0.7818229999999999	0.579418	46.082192	2.0	19.445086	57.736481999999995	4.0	0.075259	1.091153	3.0	46.655765	2.643191	3.0	17.462377	34.169228000000004	5.0	13.919048000000002	48.754796	5.0	0.069043	3.511769	1.0	37.272855	5.800518	3.0	65.73566600000001
