2	3	3.352787	0.903368	-9.588943	-5.997263	-3.333085	7.655279	4.856618	6.312180	2.164271	7.085323	4.836636	6.312180
3	3	2.137048	3.083960	-6.453471	-5.469888	-2.589332	7.550384	-6.353028	-5.469888	-7.187665	7.550660	6.308594	6.968959
6	3	2.992154	-3.070410	-12.685732	-4.594902	-3.819095	8.241584	4.841794	7.106561	2.051763	3.526113	4.737563	7.097479
9	3	7.611279	2.282840	-3.094921	-1.493597	-0.375803	6.824368	6.624440	6.362496	3.921682	5.025169	6.624440	6.362496
22	3	2.959382	-4.790019	-10.793247	-5.530187	-2.881683	0.576847	5.316564	6.198895	-2.474850	6.578158	6.955348	6.225127
25	3	-4.454820	3.734156	5.546356	4.435296	1.549548	3.678032	-1.151369	-2.780229	-2.175947	3.734156	-0.829142	-1.865869
26	3	4.075851	3.991696	-5.809330	-5.725089	-2.198054	8.286446	6.727395	4.417472	3.767917	4.632232	6.619161	4.417355
27	3	-6.443440	0.649437	-3.045098	-4.380214	-0.080676	6.783323	6.914223	1.203992	-4.673365	6.819163	6.918009	6.778621
29	3	3.105942	-0.124099	-11.034080	-5.608048	2.884315	4.823575	4.634988	6.143399	-2.827341	6.974355	4.676086	6.146713
33	3	1.250493	3.840535	6.537675	8.328732	2.193968	-2.689201	-8.556342	-4.297567	2.191397	-2.685578	-4.620501	1.828343
43	3	2.401229	-6.697064	-10.855409	-5.255707	-3.592758	-1.279186	-6.219029	-5.254410	-3.864437	5.764063	5.337735	5.953299
45	3	-6.286868	7.124869	6.183500	7.866963	-4.758322	2.328206	-0.005896	1.782757	-10.587793	2.338337	3.949757	7.838782
46	3	-7.698972	0.359524	-7.756404	-1.829009	-1.280747	5.396939	4.552197	0.996296	-6.796008	5.608297	5.828484	7.341327
60	3	6.087601	-5.670312	-14.821224	-3.509735	-4.686111	6.943985	3.827470	7.169944	1.191406	6.438928	3.782305	7.169943
66	3	3.817090	-2.762251	-8.296623	-4.980068	0.918845	6.082734	8.522098	7.132595	-0.755646	0.475946	6.187757	7.132595
69	3	-5.105447	-2.417188	4.728772	9.148849	-2.750323	-2.424928	-8.077857	-3.794086	-1.160201	3.930659	6.128798	9.187352
78	3	-0.633321	4.639808	-4.690218	-6.242595	-7.126936	-1.202162	-10.467458	-6.249310	-2.219482	4.960299	6.157306	4.695672
107	3	-4.341702	8.023754	-6.826472	-6.259912	1.477755	7.998254	-6.826472	-6.259912	-7.700443	8.023754	2.090588	5.818268
108	3	-4.210063	7.898151	-0.019291	6.831682	-4.215670	7.898151	5.377235	8.333762	7.402819	4.582191	-2.614893	-0.974063
111	3	3.873815	1.635233	-4.550123	-3.667739	-2.365333	7.989072	6.046594	5.190405	3.373717	2.447277	-0.338346	3.941565
112	3	-5.969906	6.392653	7.090839	6.856363	2.805878	-0.515176	-5.139069	-1.707752	-7.353101	1.605917	4.795801	6.856354
114	3	-3.837115	7.337796	6.578663	6.567276	3.924246	0.685825	-8.989264	-4.499786	1.705837	6.729334	6.576325	6.567276
122	3	2.169870	0.076385	-11.035742	-3.963183	-3.066880	7.085024	5.623660	5.851774	2.216994	5.876809	5.623660	5.851774
130	3	-3.659473	6.903924	6.549582	8.965272	4.563428	2.972936	-3.561523	-2.222951	3.949694	3.780895	3.750996	2.755090
135	3	1.966122	7.398407	0.574006	5.333027	-1.592935	8.227876	0.574009	5.333028	-2.503961	8.227876	6.449820	6.902615
157	3	3.114564	-0.830294	-8.385594	-3.550322	1.067130	0.071401	2.726448	6.270873	2.115376	6.207957	5.861837	7.305517
158	3	3.266721	-1.860127	-12.383147	-0.761620	-1.754095	0.358748	-11.865337	-0.761620	-0.869820	6.064101	5.421189	5.505401
168	3	7.447206	2.701108	-4.533502	-5.262970	1.583746	2.745404	5.135814	6.749163	-3.066410	6.853584	5.144547	6.750145
170	3	4.395407	2.604065	-4.511295	-0.466302	3.790225	4.177103	6.467737	6.791975	-2.231284	7.909013	6.467738	6.791975
175	3	-1.663955	5.155923	6.230042	6.111602	3.114173	3.412779	-3.432394	-2.538575	2.158957	3.992689	4.673775	3.119646
185	3	-4.485323	-1.834060	-10.876269	-2.721633	-5.087439	4.717581	5.710854	8.858082	1.276883	-4.856554	-10.980230	-2.721649
201	3	4.070821	1.366044	-7.510964	0.876934	4.074382	1.356068	-7.533348	-4.263993	2.646589	4.009201	5.788865	6.847129
204	3	-5.481226	5.330493	8.033612	7.332012	-10.283360	1.807681	0.093818	5.529415	-3.834537	1.763477	-6.019552	-0.886073
206	3	9.042812	5.984583	-4.265587	-4.796721	4.085562	6.044510	7.745536	6.069230	8.371514	0.207561	-10.828392	-4.797069
208	3	-0.780579	7.654018	-6.081919	-5.844421	3.094627	0.724347	-8.667268	-5.850893	-6.608094	7.654041	6.561396	7.102258
210	3	-5.039239	5.895629	3.226351	6.691718	-1.365747	5.895629	-8.134189	-5.140325	-1.366166	5.895629	-6.586151	0.562311
211	3	0.935158	7.263995	-4.472810	-5.017021	-2.034307	7.366755	-4.472757	-5.017021	-8.251810	7.366977	7.819681	8.123927
217	3	4.065164	-2.374566	-9.410417	-2.428784	-2.440638	7.852452	5.728232	7.317374	2.438117	3.055450	3.633806	7.317373
222	3	-9.051904	0.614149	-5.067661	-4.220053	-9.338146	6.517399	6.331354	6.379758	-4.609672	6.516550	0.520998	-4.211372
