uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
1.0	2.0	24.068084	72.469298	15.147105999999999	17.392029	0.191249	0.7830060000000001	0.927217	0.421059	27.421134000000002	5.0	46.878164	56.404959	1.0	0.012882	6.623855000000001	4.0	83.367703	63.457195999999996	4.0	35.740134999999995	76.433526	3.0	0.021255	7.918036999999999	5.0	30.591472999999997
82.0	2.0	2.653454	95.907849	6.642805	25.731696	0.392972	0.491859	0.9158719999999999	0.730561	7.627145	5.0	41.800582	2.5811490000000004	2.0	0.011054000000000001	16.615981	2.0	83.88136999999999	45.173538	5.0	62.772024	36.415231	5.0	0.037058	17.465173999999998	2.0	40.143214
94.0	2.0	86.455399	22.137139	75.694216	16.394529000000002	0.724815	0.189369	0.93195	0.883308	75.91914799999999	2.0	80.69248499999999	6.739244	4.0	0.013027	6.377435	5.0	51.167584999999995	18.426188	3.0	90.7238	17.363528	2.0	0.020012000000000002	17.893462	3.0	36.467382
155.0	2.0	32.59629	65.917999	4.606423	22.225125	0.752105	0.432069	0.46203999999999995	0.512193	64.874965	6.0	84.61847399999999	14.390969	6.0	0.088782	13.259279999999999	5.0	59.059651	38.111183000000004	2.0	39.054359999999996	47.099365	3.0	0.057046000000000006	9.126122	5.0	63.010898
160.0	2.0	24.91822	16.266307	12.349368	11.472648	0.389298	0.406494	0.480789	0.43113599999999996	38.604812	4.0	83.499048	52.650053	6.0	0.029708999999999996	3.829496	2.0	56.15269	51.905937	4.0	33.339223	53.10213100000001	1.0	0.011483	17.654778	6.0	60.250980000000006
163.0	2.0	12.674889	26.572124	6.121215	44.365241999999995	0.267529	0.98254	0.913638	0.6895680000000001	6.958105000000001	1.0	90.367345	17.92964	6.0	0.014219999999999998	11.979097	4.0	81.856847	16.592778	3.0	38.625371	20.422498	2.0	0.08127999999999999	4.254025	6.0	35.595073
170.0	2.0	74.707605	83.477736	2.753135	26.354259000000003	0.6429239999999999	0.799702	0.40913	0.748501	60.067003	1.0	44.382721999999994	16.643701999999998	1.0	0.046426999999999996	9.707526	6.0	58.104085	10.513525	3.0	35.992733	12.316948	6.0	0.015993	3.814696	5.0	77.84926999999999
190.0	2.0	44.636157	71.835401	4.5726379999999995	53.046347999999995	0.662193	0.8735959999999999	0.33815100000000003	0.62262	64.31882	4.0	52.83364	37.374408	2.0	0.027826	3.846075	3.0	83.114239	50.052640999999994	2.0	87.00874	19.875481	6.0	0.053752999999999995	16.777945000000003	6.0	60.488861
229.0	2.0	58.353092000000004	23.397157999999997	1.2248459999999999	82.969115	0.409591	0.692343	0.7876479999999999	0.243925	5.670548	5.0	59.040361	11.2585	4.0	0.010956	7.190979	5.0	53.27115500000001	13.286998	1.0	39.669783	35.442085999999996	1.0	0.024508000000000002	10.618326	3.0	52.071304999999995
252.0	2.0	43.688128000000006	82.620426	1.9538919999999997	7.254516000000001	0.225985	0.448932	0.371719	0.735567	16.361636999999998	3.0	70.0125	30.972307	6.0	0.019955	14.495923000000001	6.0	54.603956000000004	40.401418	4.0	6.13793	50.961488	3.0	0.058751	16.917	2.0	13.541395999999999
