uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
4.0	3.0	68.434128	27.047347	27.662318	80.177915	0.22502800000000003	0.515832	0.713791	0.598236	21.224002	6.0	24.146304999999998	12.366557	1.0	33.932573	20.692828	4.0	52.423854	22.501324	4.0	2.503445	21.332597	2.0	34.204432000000004	19.826211999999998	3.0	0.020853	0.07099	2.0	37.564437	1.516981	6.0	25.060074	10.690982	5.0	2.9802720000000003
37.0	3.0	75.990088	17.659572	99.136279	70.135363	0.8245809999999999	0.560609	0.42449499999999996	0.492253	7.887158	1.0	67.88022099999999	5.949768	4.0	73.194189	6.394089	5.0	44.814653	5.077032	2.0	95.957302	0.32099	3.0	39.167352	4.243707	3.0	0.086052	2.564734	6.0	69.368184	2.247208	5.0	1.849062	5.609918	4.0	59.866335
81.0	3.0	69.73678000000001	58.603083999999996	85.058223	28.806784999999998	0.355213	0.8612040000000001	0.44383900000000004	0.177675	7.164774	1.0	38.229498	12.875278999999999	4.0	22.667132000000002	6.658628	1.0	2.659586	15.331935000000001	2.0	98.74175799999999	15.3555	2.0	39.890957	9.195457000000001	3.0	0.015562000000000001	1.5279340000000001	1.0	10.90644	3.927861	1.0	88.277629	17.789945	4.0	29.468506
92.0	3.0	73.212811	27.667713	84.102417	11.841254	0.112426	0.759128	0.45969099999999996	0.40506	17.37249	6.0	78.56002600000001	13.659075	5.0	23.366609	6.974492	2.0	68.20610400000001	1.114362	1.0	98.86582	8.248039	3.0	39.928114	23.423748	6.0	0.014388	2.661918	1.0	9.696016	3.6380739999999996	6.0	57.08077900000001	0.699028	2.0	41.439099
141.0	3.0	58.878422	51.842857	38.594746	66.885038	0.6495890000000001	0.102269	0.408172	0.25198200000000004	13.513484	1.0	34.245169	16.035785	2.0	68.409899	10.852851	4.0	91.131777	3.639875	4.0	66.437324	4.178955	1.0	25.214901	18.05319	1.0	0.01285	0.657674	1.0	10.726996	3.96184	6.0	86.039798	9.290747999999999	2.0	71.23079200000001
239.0	3.0	43.750523	72.62110200000001	36.027819	43.246675	0.297277	0.37921	0.613672	0.297244	6.471804	4.0	73.430898	8.354509	3.0	6.551303	15.458515	3.0	95.83250799999999	14.228003	5.0	79.953321	20.808175	6.0	53.842394999999996	9.420838	5.0	0.20625	0.8412120000000001	5.0	1.913182	0.209916	4.0	20.968314000000003	7.1805639999999995	4.0	34.094768
255.0	3.0	87.05456099999999	20.17997	77.41501099999999	76.453138	0.46739899999999995	0.45898199999999995	0.49851599999999996	0.270077	17.58772	3.0	14.837582000000001	7.2161100000000005	3.0	90.86381300000001	17.44166	5.0	87.938519	3.2369060000000003	5.0	44.000132	25.443929999999998	6.0	11.100847	14.956144	6.0	0.023425	1.920664	2.0	77.34931800000001	1.211395	2.0	28.179906	11.37871	4.0	47.131972999999995
266.0	3.0	42.374878	68.44575400000001	64.20236700000001	55.033643999999995	0.29545	0.662083	0.24399200000000001	0.43962299999999993	24.303547000000002	5.0	87.05821999999999	18.248228	4.0	64.40144599999999	16.403891	5.0	21.8156	0.941148	1.0	18.384671	4.022379	6.0	24.206433999999998	20.902516000000002	1.0	0.010259	4.136095	1.0	84.175209	2.054973	2.0	90.98682099999999	10.231825	3.0	38.366924
286.0	3.0	21.178245999999998	85.640891	90.375417	84.11749300000001	0.23769200000000001	0.21334499999999998	0.266716	0.551411	7.295525	2.0	3.8687489999999998	22.682203	4.0	58.401331000000006	18.167116	5.0	23.476297	13.981062	5.0	60.87194	3.957539	5.0	90.465598	23.578929000000002	5.0	0.014691	3.0233209999999997	4.0	2.280748	3.272878	3.0	58.725804000000004	10.645429	6.0	41.286244
292.0	3.0	30.907119	65.84339	59.333537	76.996501	0.177195	0.453754	0.746614	0.5255770000000001	18.420261	1.0	41.397	6.8363	1.0	26.810288	4.048373000000001	5.0	98.670949	22.73811	1.0	23.201534	24.197888	6.0	35.081368	22.517775	3.0	0.018892	0.301578	3.0	5.281773	0.694271	3.0	62.892376	3.193188	3.0	74.257402
