HH	HH	HH	0.03837	95	2476
HH	HH	HL	0.02302	57	2476
HH	HH	LH	0.06502	161	2476
HH	HH	LL	0.21607	535	2476
HH	HL	HL	0.00646	16	2476
HH	HL	LH	0.0101	25	2476
HH	HL	LL	0.09855	244	2476
HH	LH	LH	0.05816	144	2476
HH	LH	LL	0.24919	617	2476
HH	LL	LL	0.08724	216	2476
HL	HL	HL	0.00162	4	2476
HL	HL	LH	0.00081	2	2476
HL	HL	LL	0.03312	82	2476
HL	LH	LH	0.0004	1	2476
HL	LH	LL	0.02666	66	2476
HL	LL	LL	0.03554	88	2476
LH	LH	LH	0.00727	18	2476
LH	LH	LL	0.00687	17	2476
LH	LL	LL	0.03393	84	2476
LL	LL	LL	0.00162	4	2476
