uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
5.0	2.0	76.194777	48.040588	3.4085089999999996	4.216791000000001	0.32673	0.847764	0.582734	0.20514699999999997	9.947206	3.0	7.226177000000001	47.940846	6.0	0.02719	1.396074	1.0	57.47010600000001	5.363376000000001	5.0	37.891511	16.319351	6.0	48.085864	68.876199	4.0	74.606266	5.9629650000000005	2.0	0.041191000000000005	5.478114	2.0	86.98961800000001	2.560814	1.0	85.521939
43.0	2.0	4.107839	82.242437	7.629392	39.398391	0.512901	0.853241	0.94645	0.707616	4.050065	2.0	41.438369	20.643125	5.0	0.091528	0.191944	3.0	29.549841999999998	1.622486	5.0	10.905828	19.721179	1.0	86.813298	51.976013	3.0	59.327721	19.711805	5.0	0.014427	0.790822	1.0	86.601558	3.522276	1.0	72.048249
44.0	2.0	31.958968	78.84638100000001	18.345912	38.320245	0.350958	0.256413	0.30901100000000004	0.9529219999999999	5.41068	3.0	77.235884	64.443004	4.0	0.017936	4.12991	2.0	43.167929	4.842901	5.0	17.711851	13.238529999999999	5.0	29.186053	71.02516899999999	5.0	61.964792	5.958603	6.0	0.011148	2.9517290000000003	6.0	66.44362	4.27034	4.0	15.818475
64.0	2.0	22.754205	94.760818	11.078522	27.248516	0.476934	0.715468	0.849342	0.726305	2.416532	4.0	84.641341	49.108335	5.0	0.010205	3.3553	2.0	66.144829	4.294387	2.0	60.272231999999995	6.16589	4.0	71.28844699999999	71.21560500000001	1.0	93.818495	9.271283	2.0	0.013925	1.306151	2.0	97.227149	5.5291120000000005	4.0	87.42899200000001
74.0	2.0	68.021451	99.057784	14.286103	2.69387	0.638041	0.691723	0.785047	0.642695	14.195314999999999	6.0	74.016636	22.343976	4.0	0.048839	5.590972	4.0	15.284913000000001	1.087138	2.0	68.360137	12.857175	4.0	65.501423	35.926759000000004	3.0	76.933414	22.159899	4.0	0.07966000000000001	1.902078	5.0	16.195905	0.8715860000000001	4.0	98.06487299999999
86.0	2.0	30.407040000000002	28.016191999999997	49.434396	3.88922	0.434949	0.446896	0.8920170000000001	0.203817	16.908666	2.0	55.473513	29.418046	4.0	0.11414400000000001	1.555768	5.0	56.537496	1.099617	5.0	70.482425	13.876701	1.0	21.139709	44.015615000000004	4.0	61.662325	10.795401	4.0	0.010946	2.4172119999999997	3.0	77.261122	1.0301850000000001	1.0	62.208780000000004
92.0	2.0	35.189294	76.367106	74.078997	1.205185	0.826623	0.848088	0.394879	0.578862	15.537385999999998	2.0	82.08796600000001	68.69455400000001	6.0	0.03884	0.10803099999999999	3.0	73.828826	0.9515319999999999	4.0	6.1725	23.344926	2.0	54.858416000000005	24.590319	5.0	96.304337	7.568033	1.0	0.011242	5.747107	3.0	1.809567	4.28634	6.0	85.106952
96.0	2.0	25.063396	79.910967	41.237379	15.420794	0.23947800000000002	0.9385	0.4089	0.557193	16.493038000000002	6.0	94.949499	64.834389	5.0	0.010274	1.083867	6.0	96.53751700000001	2.377806	3.0	9.004027	15.411476	6.0	27.440938	52.161896	6.0	34.172641999999996	2.615048	6.0	0.012117000000000001	1.904136	4.0	29.582010999999998	2.900594	6.0	31.531304
114.0	2.0	18.012183	94.538103	1.074897	33.583135	0.47561099999999995	0.132243	0.883275	0.203675	20.579617000000002	4.0	92.340294	22.668031	2.0	0.03475	4.747214	2.0	71.107562	3.536981	6.0	59.266732999999995	14.212242999999999	3.0	91.098793	66.711285	6.0	17.625359	12.463914	6.0	0.026073000000000002	3.9853160000000005	6.0	18.558034	5.480414	4.0	51.712651
139.0	2.0	88.950496	29.236563	68.23569	2.6234490000000004	0.177182	0.406955	0.234265	0.661768	7.897511	6.0	90.287346	30.731453000000002	6.0	0.011978	3.511086	2.0	72.562045	3.197372	6.0	85.461161	23.21748	6.0	73.266211	66.846334	4.0	96.19479399999999	20.650223	2.0	0.011325	4.526172	2.0	8.897341	1.621739	5.0	95.51052800000001
152.0	2.0	85.78520400000001	46.97657	1.660005	19.994422	0.65159	0.520836	0.788027	0.713623	18.539635999999998	1.0	85.475503	6.424112999999999	5.0	0.010422	5.191548	4.0	91.66817900000001	6.210463	3.0	41.630157000000004	5.534716	6.0	65.562213	19.096088	5.0	71.82347299999999	8.156148	5.0	0.012909	1.991181	5.0	66.68248299999999	2.040041	3.0	60.205978
169.0	2.0	55.946027	52.318141	1.8492119999999999	89.99430100000001	0.708087	0.184488	0.876265	0.7894	11.609993	5.0	52.755063	69.70660699999999	6.0	0.017407	4.592303	3.0	39.59548	3.108716	2.0	70.05040799999999	6.107762999999999	6.0	53.447943	36.737015	1.0	21.688023	4.029719	2.0	0.05179299999999999	0.061520000000000005	1.0	20.175078	3.600654	6.0	46.468019
