uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
59.0	2.0	52.857420999999995	83.484811	6.120126	13.792647	0.759264	0.9093450000000001	0.542941	0.738715	21.882316	5.0	55.294846	6.295132	4.0	0.014667	15.774016	2.0	48.15444	14.363211999999999	5.0	25.937137	25.104179000000002	5.0	0.078199	0.879541	5.0	51.677667	5.704402	4.0	1.326109	25.079647	3.0	21.522426
71.0	2.0	38.852371999999995	54.126948	7.287565	61.443166000000005	0.8660399999999999	0.15045799999999998	0.777406	0.612169	30.401773	5.0	73.32045	20.753742000000003	2.0	0.010443000000000001	8.693919000000001	2.0	79.314041	5.604665	3.0	55.223762	66.789661	1.0	0.020721	3.708104	5.0	23.691402	3.1006400000000003	4.0	42.184940999999995	24.855936	2.0	68.38095600000001
87.0	2.0	4.627262	22.577658	16.675637	12.059766999999999	0.130893	0.518075	0.954764	0.41739899999999996	23.035992999999998	6.0	40.129262	18.342662	3.0	0.019978	5.514842	6.0	94.167808	6.579449	3.0	11.515074	66.16484100000001	1.0	0.016283000000000002	2.0287740000000003	2.0	19.301623	1.797464	5.0	91.967228	24.699574	4.0	21.001345
132.0	2.0	20.71065	19.049694	31.557709000000003	9.268373	0.6867989999999999	0.334445	0.866906	0.718467	10.304497999999999	4.0	87.490326	16.869718	3.0	0.122153	16.956895000000003	5.0	66.378149	19.883817999999998	1.0	95.08068100000001	66.052376	5.0	0.020000999999999998	5.167871	4.0	38.689734	4.037062000000001	4.0	29.441011	7.548196000000001	5.0	50.259503
229.0	2.0	93.611026	26.480357	39.470695	2.900254	0.701431	0.41816899999999996	0.567829	0.378112	43.282305	6.0	58.194612	12.371926	4.0	0.012261	9.974300999999999	6.0	97.505513	11.801836999999999	5.0	12.258699	26.765693	5.0	0.035529000000000005	3.7823279999999997	3.0	68.69962	4.34755	2.0	75.077477	1.7238189999999998	1.0	77.87569
244.0	2.0	34.838782	30.333334999999998	89.606737	17.637419	0.745408	0.102977	0.839521	0.8049029999999999	31.386026	6.0	71.780866	24.696583	5.0	0.01743	10.319691	3.0	25.774165	11.616497	5.0	58.148922	64.86703	1.0	0.028257	3.225464	5.0	31.087940999999997	0.570021	1.0	81.27247	14.658985000000001	6.0	12.895632
252.0	2.0	70.444243	94.64368	4.854492	34.674775	0.838609	0.860517	0.9487450000000001	0.614751	15.307394	4.0	82.798232	2.179581	4.0	0.010737	14.65502	6.0	44.251125	2.638617	5.0	50.968158	3.4372580000000004	4.0	0.016096	5.1212349999999995	3.0	45.861451	0.146392	1.0	49.430639	21.883577	6.0	89.61402199999999
280.0	2.0	86.178474	21.884895999999998	2.6148689999999997	68.050404	0.761726	0.317679	0.9113	0.9111020000000001	68.83935100000001	5.0	53.078662	6.20937	3.0	0.014745	9.710704	2.0	32.962471	21.983614000000003	4.0	40.590348	23.279147000000002	5.0	0.017015	1.942257	5.0	60.858622	5.691586	5.0	99.084544	19.726506	5.0	46.436752
299.0	2.0	80.147922	63.503426	13.242968	1.012964	0.559929	0.917501	0.8772620000000001	0.872077	62.4713	4.0	63.00144	7.533049	2.0	0.011835	6.004629	3.0	72.93536800000001	7.490803	5.0	14.150122	27.945390999999997	1.0	0.01355	4.921767	2.0	78.500254	2.485158	5.0	18.752213	5.429158999999999	3.0	4.7819
308.0	2.0	67.15620200000001	68.680892	14.589820000000001	7.645533	0.7544310000000001	0.7389979999999999	0.856434	0.688325	56.104921	5.0	80.688612	1.9380810000000002	4.0	0.020056	6.883711999999999	5.0	7.683721	24.668489	4.0	82.282337	62.685233	5.0	0.194186	0.130851	1.0	7.393985000000001	1.7578790000000002	4.0	76.048047	7.952667	4.0	4.692724
333.0	2.0	39.199101	65.311359	14.994532000000001	39.075448	0.684765	0.4961	0.615962	0.977124	52.855466	5.0	88.399793	24.268763	2.0	0.027847000000000004	15.071726000000002	3.0	30.456893	4.918671	1.0	83.90494	47.857256	2.0	0.012026	3.005837	2.0	20.781491	2.551354	1.0	78.639009	23.377983999999998	3.0	61.603575
