uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
10.0	2.0	53.993846999999995	29.468171	30.933802000000004	76.12400799999999	0.291744	0.40020700000000003	0.116626	0.36592800000000003	14.15489	4.0	71.997006	10.051905	3.0	0.014666	6.363332	3.0	2.201987	15.325026999999999	4.0	19.305491	7.973682000000001	6.0	37.526174	20.127411	3.0	0.063302	14.329061	1.0	59.652418999999995
16.0	2.0	45.208058	68.854777	94.50545	31.332331	0.616713	0.28575900000000004	0.446971	0.6325930000000001	17.699087	5.0	52.854645999999995	69.60298	2.0	0.012796	4.350183	6.0	98.760413	2.741911	3.0	34.436868	5.888413	2.0	73.184565	19.326632	6.0	0.604062	12.097749	1.0	38.581614
19.0	2.0	31.869998	64.85956	73.369008	84.914828	0.372041	0.508007	0.738243	0.9243950000000001	24.055509	5.0	34.831920000000004	20.63654	3.0	0.011666	1.895075	6.0	61.34186999999999	18.049537	3.0	43.960158	69.426244	1.0	5.737811	14.326362	1.0	0.015854	2.0313790000000003	5.0	89.126129
30.0	2.0	40.24994	82.637101	34.919746999999994	50.751452	0.220492	0.358106	0.28447100000000003	0.802562	2.568243	2.0	87.744252	6.530843	5.0	0.6732739999999999	9.413789	1.0	18.800448	20.080441	5.0	67.958841	4.125030000000001	5.0	57.157196	13.677469	1.0	0.018017	7.797777000000001	4.0	17.682884
35.0	2.0	98.564207	21.095173000000003	82.580523	57.127171	0.101672	0.777309	0.401833	0.35991999999999996	1.4306219999999998	6.0	64.75131	34.813815000000005	4.0	0.013087999999999999	15.257	6.0	24.008110000000002	2.886278	2.0	51.604271000000004	55.82044200000001	4.0	25.416928	23.225451	4.0	0.015558	3.873354	6.0	48.240520000000004
66.0	2.0	63.082215000000005	99.51463000000001	88.18650799999999	98.982697	0.9180010000000001	0.9462379999999999	0.983153	0.707962	1.245053	6.0	4.864791	21.789521	2.0	0.135509	10.13054	1.0	13.429062	22.518537	2.0	43.629218	51.91595	3.0	45.648381	21.138007	2.0	0.010485	7.227582000000001	1.0	3.391036
87.0	2.0	74.938372	39.730265	41.604676	26.523894	0.62095	0.807715	0.43982200000000005	0.420309	4.8861989999999995	4.0	74.270742	23.016274	3.0	0.070712	7.038461999999999	1.0	85.996147	4.231174	2.0	6.31865	48.314094	2.0	82.323915	12.656825999999999	3.0	0.24058200000000002	0.796611	2.0	63.458996
120.0	2.0	75.288549	48.991237	98.191004	92.35141899999999	0.9106299999999999	0.960024	0.339967	0.688793	10.161072	4.0	32.743641	67.719084	1.0	0.010745000000000001	5.824435	4.0	99.202007	13.648723	1.0	98.953746	13.063425	1.0	8.502006	12.068462	2.0	0.046164	12.177224	1.0	24.464722000000002
129.0	2.0	58.589318999999996	47.969559000000004	97.227519	82.448066	0.51615	0.930815	0.540093	0.859218	3.680016	2.0	87.469861	30.504159	1.0	0.017903	16.359203	3.0	96.080587	8.019668	5.0	59.228201	4.760868	4.0	48.053812	5.7240779999999996	5.0	0.079445	6.82913	2.0	78.123837
130.0	2.0	64.35172	11.029287	60.14812	11.693539999999999	0.198777	0.102265	0.510076	0.130749	12.043336	2.0	92.77672700000001	62.298774	1.0	0.051489	2.577753	1.0	43.661432	20.818832999999998	2.0	82.62774399999999	19.4997	2.0	95.951151	23.902651000000002	2.0	0.8270430000000001	9.321097	2.0	17.849870000000003
