uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
18.0	2.0	34.416067	44.038637	5.670551000000001	95.487259	0.356295	0.141649	0.5220060000000001	0.627992	11.097635	6.0	95.09790500000001	26.072762	1.0	0.034376	17.223724	5.0	65.627773	14.136097	5.0	53.127417	71.555286	6.0	89.38867900000001	16.16742	4.0	0.02793	13.043163	6.0	62.667159999999996
25.0	2.0	81.721586	93.129384	2.568721	40.257090999999996	0.506798	0.675279	0.8991030000000001	0.7368859999999999	14.242303	4.0	39.552609000000004	39.511659	2.0	0.037749	17.92381	6.0	80.765336	19.324446	4.0	22.336959	31.568034	5.0	75.36304100000001	3.18764	6.0	0.099641	10.838175	1.0	84.38717700000001
32.0	2.0	47.046762	19.906795000000002	1.558582	18.914673	0.513817	0.823044	0.533963	0.510544	19.608970000000003	5.0	24.452873999999998	51.861914	5.0	0.019247999999999998	15.344663	6.0	19.253917	7.281011	1.0	41.748736	34.481978000000005	1.0	78.427767	19.580679999999997	1.0	0.011364	16.811204	6.0	45.696156
42.0	2.0	61.267543	39.100287	89.946837	7.493238000000001	0.750434	0.75325	0.546131	0.293704	17.008874	4.0	6.466323	67.48727099999999	4.0	0.017196	17.433982	5.0	33.12758	21.153047	1.0	77.330998	73.149324	6.0	88.470919	21.720379	3.0	0.011312000000000001	7.131222	4.0	34.630466
57.0	2.0	32.068129	96.347462	54.002148999999996	53.467989	0.614359	0.570235	0.987002	0.8433379999999999	23.806760999999998	1.0	89.509953	32.103415000000005	3.0	0.011677	10.434433	5.0	87.74359799999999	13.328145000000001	2.0	42.598425	66.480168	5.0	35.703272999999996	17.473172	5.0	0.0102	4.276865	1.0	72.319857
59.0	2.0	92.077333	79.551335	91.586017	52.640730000000005	0.552411	0.19154200000000002	0.624958	0.888626	20.727617000000002	3.0	39.346393	45.777883	5.0	0.010365000000000001	11.661323	5.0	88.48079	7.692999	4.0	24.207214999999998	57.096398	6.0	99.812259	4.573652	2.0	0.030695999999999998	11.860674000000001	1.0	89.16820600000001
62.0	2.0	48.629729	27.225673999999998	18.106457000000002	5.9041440000000005	0.9654729999999999	0.606593	0.44021000000000005	0.372091	22.757657000000002	6.0	18.845748999999998	60.086476	5.0	0.012312	16.396082	3.0	88.904443	5.183051	1.0	57.33636	25.038535	5.0	89.433234	8.901011	2.0	0.02854	14.693732999999998	2.0	75.13967199999999
68.0	2.0	21.236332	13.617033	5.331673	69.316264	0.9469719999999999	0.6292909999999999	0.66952	0.407078	16.837845	1.0	8.415655000000001	61.855667000000004	2.0	0.034071	1.251788	1.0	12.755745	0.619383	5.0	94.412926	59.182591	1.0	27.995358000000003	12.800902	2.0	0.012024	2.124616	5.0	39.102554999999995
77.0	2.0	52.613296	66.73866	74.795713	19.359412	0.178151	0.740375	0.37028	0.788866	22.953457	2.0	37.698837	72.31201300000001	1.0	0.031741000000000005	8.869057000000002	1.0	4.1736629999999995	17.125382000000002	6.0	14.774211	55.341423	5.0	22.541544000000002	10.143543	1.0	0.026025	15.012137	1.0	13.911620000000001
88.0	2.0	21.70637	5.721203	3.58244	44.119294000000004	0.754444	0.210723	0.6145189999999999	0.693745	8.777617999999999	5.0	69.221404	43.300653000000004	4.0	0.028723000000000002	5.56821	5.0	67.682895	6.552282	2.0	26.677325	51.417702	6.0	21.110232999999997	1.33083	6.0	0.035833	5.809785	5.0	70.378452
