5	4	2.714085	0.600805	5.956445	7.731899	5.772220	6.812361	-2.151390	-3.618374	7.586251	0.644849	-2.767797	-3.618753	1.145912	5.968547	6.611865	7.731922
9	4	-4.076916	5.801106	-6.658622	-5.325834	-2.198068	6.488118	-6.659046	-5.325834	-1.475867	4.295080	-6.671816	-5.325834	0.762142	5.944803	-6.668034	-5.325834
15	4	1.431640	6.881440	-8.366806	-3.582324	-1.203057	1.318302	-9.261408	-3.582324	-1.630273	-2.743088	0.842237	4.822639	-1.317301	1.932795	-9.030810	-3.582324
16	4	0.899963	4.289711	-4.997589	-7.071064	4.172818	2.436068	3.606920	4.996077	4.327335	2.274408	3.605796	4.996066	4.487909	2.016281	3.604793	4.996055
19	4	-0.934449	5.435107	-3.123070	-4.654158	-1.997685	4.213102	-3.115751	-4.654097	-2.654281	3.243254	-3.116907	-4.654065	3.091596	6.682246	-3.400283	-4.655467
24	4	0.678553	0.310134	3.388308	7.358318	0.679081	0.309822	2.190162	7.341322	0.854991	0.518849	-1.659965	4.413888	0.756188	0.398720	-1.400839	4.661468
27	4	0.591806	6.327559	5.942852	1.809206	1.574095	6.518884	5.927329	1.809197	1.325545	5.902013	5.909362	1.809191	1.035263	6.697371	5.942453	1.809205
29	4	-1.379296	3.853737	-0.588592	-3.295107	-1.964836	4.098263	-0.587702	-3.294826	4.913134	1.598986	-1.447084	-3.951957	-2.182185	5.033679	5.215815	-0.242611
31	4	-1.116916	5.389097	-7.079918	-5.485836	-0.000706	5.854343	-7.074272	-5.485843	1.134123	5.884459	-7.102867	-5.485858	1.894570	5.748395	-7.140738	-5.485873
40	4	-5.868876	-4.626076	3.868739	4.238475	2.175545	0.425624	2.490135	2.523693	-6.078803	-4.758809	2.745307	4.231276	-6.018546	-4.725606	3.357526	4.238159
45	4	4.749696	0.060826	7.878982	0.454065	-1.595097	-4.455975	7.876315	0.454065	3.806660	0.059222	8.082060	6.463666	-2.537357	-4.456162	8.079402	6.463666
47	4	5.071462	0.381317	-2.930752	3.360127	2.852152	0.066002	2.754731	7.169390	5.654269	0.390820	-4.599456	-2.329014	2.983535	6.115638	-2.121566	-2.329011
55	4	3.020700	8.806042	2.159220	-0.699817	7.006304	8.866224	-2.602098	-5.077304	1.414408	8.684797	8.559583	7.746303	-3.477066	6.970195	8.530072	7.746303
56	4	1.138775	6.741506	3.597095	0.543095	-3.649797	3.838442	4.749066	6.467018	-3.310590	3.480859	4.177317	6.467168	-2.068313	5.189353	5.430560	6.335369
57	4	-5.376802	-6.893313	1.987404	5.643337	1.484895	3.025785	6.316127	6.190045	4.144235	3.270161	4.990815	5.467123	-2.713962	-6.904196	1.040342	4.505150
