uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
2.0	2.0	12.531546	98.269486	24.060087	18.69241	0.30195700000000003	0.978166	0.23993699999999998	0.223138	9.095191	1.0	67.288348	39.328888	5.0	0.042698	2.9743310000000003	5.0	4.517334	1.994938	4.0	64.641136	21.723663000000002	3.0	71.086813	26.338354	4.0	12.889989	16.215139	6.0	0.043891	10.810437	4.0	40.533777
10.0	2.0	65.922273	78.56070799999999	58.091434	33.525211999999996	0.47331000000000006	0.45143599999999995	0.571422	0.336084	10.767142999999999	1.0	47.972211	16.740660000000002	3.0	0.028606	1.073137	6.0	21.263810999999997	4.406728	4.0	52.299396	15.175001000000002	4.0	49.093471	69.337564	4.0	20.690988	2.54829	4.0	0.013553	4.927136	6.0	85.91807800000001
14.0	2.0	39.928746999999994	72.217159	45.074901000000004	56.725705000000005	0.6947720000000001	0.131544	0.7872939999999999	0.67748	4.404725	3.0	19.920011	55.82181	5.0	0.018311	0.8115	1.0	85.677024	1.1281370000000002	6.0	69.081485	15.696048000000001	3.0	61.363067	65.017979	5.0	46.053412	6.9855279999999995	3.0	0.020615	10.835172	2.0	6.389079
17.0	2.0	55.117617	92.778164	16.560862	82.55205699999999	0.419538	0.948039	0.29568099999999997	0.356033	9.365045	1.0	57.773385	68.114435	3.0	0.012212	1.440086	1.0	9.208949	0.442205	1.0	37.558369	2.393932	4.0	69.336798	65.177846	2.0	26.331937	9.833328	3.0	0.010466	11.759132000000001	3.0	7.296875
33.0	2.0	6.6806779999999995	62.060027000000005	65.136742	22.211671	0.508185	0.9089280000000001	0.77153	0.48677	17.09631	2.0	6.10977	33.479424	6.0	0.013105	1.604378	6.0	64.570923	2.7800580000000004	5.0	86.425871	15.802764999999999	4.0	67.35534	12.678118	2.0	81.20188399999999	13.781094	5.0	0.087857	5.414836	1.0	44.785371999999995
39.0	2.0	50.775446	30.570959999999996	91.752223	95.957596	0.306284	0.20668899999999998	0.169729	0.42053900000000005	5.407761	6.0	10.95546	61.246660999999996	1.0	0.041261	1.208178	4.0	81.95959599999999	2.778899	3.0	35.538977	23.227464	1.0	27.044527000000002	39.54613	1.0	99.60640699999999	4.535162000000001	2.0	0.020237	12.273912	4.0	85.851683
41.0	2.0	43.258672999999995	41.160253999999995	43.673986	79.539855	0.970614	0.42910600000000004	0.40079499999999996	0.11411900000000001	12.700695	5.0	56.894943000000005	63.480111	5.0	0.012249	2.8216930000000002	3.0	96.173618	2.454856	3.0	70.121303	11.79534	6.0	45.540064	26.407646999999997	5.0	64.62285	16.848449	2.0	0.010269	12.115995	3.0	86.06356600000001
42.0	2.0	26.620457000000002	41.931293	70.107907	56.433628000000006	0.838407	0.41902799999999996	0.286775	0.9278	5.152648	5.0	68.529539	20.451413	6.0	0.018109	5.217105999999999	2.0	55.900326	3.9346419999999998	6.0	45.156659000000005	19.992922	3.0	73.262419	28.959084999999998	3.0	92.122366	8.310684	3.0	0.016404	7.3808050000000005	5.0	18.858477
44.0	2.0	63.086746999999995	82.09523399999999	89.3294	98.410736	0.641827	0.408023	0.8572129999999999	0.487971	13.225663	4.0	41.020277	63.208954000000006	4.0	0.03397	2.91365	1.0	40.07023	2.08391	3.0	69.313698	5.365968	3.0	56.179520999999994	20.957096	5.0	63.14921700000001	18.430177	4.0	0.010747	2.476958	3.0	71.536901
49.0	2.0	23.042219	59.892915	75.697161	96.543068	0.71643	0.283463	0.454161	0.768245	4.900581	4.0	92.11831600000001	33.730743	1.0	0.15829400000000002	3.6918059999999997	5.0	16.270879	0.418458	2.0	85.009302	5.938366	6.0	7.4877	65.380076	1.0	87.226403	7.481536	4.0	0.02852	18.643787	2.0	28.596231
51.0	2.0	95.082538	32.512588	8.148153	98.93782399999999	0.317836	0.306178	0.23501999999999998	0.766332	12.716714999999999	4.0	3.870704	72.393887	2.0	0.014388999999999999	5.0061230000000005	5.0	84.792562	5.587786	3.0	86.51558	14.717491	6.0	6.705539999999999	13.839178	5.0	5.7938160000000005	15.366933	4.0	0.020022	6.822918	6.0	53.928872
