uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
8.0	2.0	6.109522	77.590272	28.941809999999997	73.896388	0.828276	0.373796	0.19714500000000001	0.172252	8.987003	5.0	25.751165	55.562419999999996	5.0	0.016971	5.951724	4.0	83.166884	2.168197	5.0	76.034988	5.012455999999999	3.0	80.26480699999999	51.135086	4.0	91.01949300000001	15.875219	5.0	0.011154	14.235401000000001	5.0	36.119407
26.0	2.0	12.069327000000001	3.778747	75.981288	28.742646999999998	0.703906	0.456329	0.919875	0.332047	14.803372	1.0	11.376842	3.2407630000000003	4.0	0.019209	0.769188	2.0	30.000334999999996	4.955988	2.0	26.263438	15.781544	4.0	7.085383	13.276760999999999	3.0	83.632266	8.828545	5.0	0.012765	13.501002	5.0	29.057510999999998
45.0	2.0	17.21518	2.099192	48.654995	95.55680500000001	0.570906	0.746514	0.9075340000000001	0.516504	15.056348000000002	1.0	49.013206	43.104937	6.0	0.058053	3.247562	4.0	38.792654	0.065189	1.0	54.205553	18.261028	6.0	36.096567	36.803028999999995	2.0	30.092289	15.70651	4.0	0.079904	13.224696	4.0	72.058619
86.0	2.0	22.829877	34.928624	76.701363	68.352308	0.921385	0.81282	0.8711909999999999	0.405361	15.687311	2.0	18.724992	17.21997	6.0	0.047513	2.697995	4.0	23.180995000000003	4.909019	3.0	58.309495	9.622844	3.0	33.556632	66.310835	6.0	69.787359	4.085017	3.0	0.7439819999999999	6.934778	2.0	82.163167
102.0	2.0	86.105762	1.828652	34.658184000000006	35.026608	0.8804870000000001	0.172416	0.795656	0.896284	23.732858	4.0	85.177293	19.897924	2.0	0.019430000000000003	1.438587	4.0	17.801358999999998	5.194823	6.0	69.004278	3.5039190000000002	3.0	28.327747	12.007556	4.0	37.394556	3.797689	1.0	0.017353999999999998	3.467972	6.0	21.61451
182.0	2.0	42.079189	23.557303	19.521689000000002	97.449729	0.209839	0.5466489999999999	0.849167	0.537196	9.985446000000001	6.0	99.588975	1.644813	5.0	0.010303	6.121117	6.0	25.2821	3.660592	5.0	13.341448000000002	21.047596	2.0	50.545772	70.711926	5.0	89.90053499999999	7.499022	6.0	0.034835000000000005	4.154033999999999	6.0	40.517183
246.0	2.0	13.053947	15.474110999999999	50.296184000000004	36.132783	0.13615	0.923852	0.340467	0.523437	12.938334	1.0	70.037848	69.916146	4.0	0.013302000000000001	4.162173999999999	1.0	13.585092999999999	2.1069400000000003	1.0	35.816946	13.940375	4.0	44.171657	61.491006999999996	3.0	26.982371999999998	2.774922	5.0	0.017779	9.465923	6.0	24.401235
295.0	2.0	55.45455	2.491555	25.420444	37.737313	0.260179	0.374628	0.940796	0.521948	8.96204	5.0	71.401646	57.66434399999999	1.0	0.04792	4.636958	6.0	27.860291999999998	4.572075	1.0	90.211109	5.867242	1.0	19.755589	46.964126	4.0	72.76410200000001	17.421592	3.0	0.4826	7.543514999999999	3.0	58.993547
296.0	2.0	14.734539999999999	9.523727000000001	25.322910999999998	94.717619	0.24518299999999998	0.9637450000000001	0.335803	0.9546899999999999	22.934917000000002	2.0	51.803034999999994	8.45567	4.0	0.018922	3.706196	5.0	89.58373399999999	1.161019	3.0	27.990932	10.847336	5.0	69.241986	44.42115	4.0	69.88149200000001	2.513019	6.0	0.010764	12.498273	2.0	69.896147
318.0	2.0	3.679614	75.613127	3.3738349999999997	8.792807	0.789667	0.844499	0.188195	0.747228	12.66681	5.0	85.758264	65.65621800000001	5.0	0.032007	3.151711	5.0	55.250354	0.569166	5.0	30.423839	4.443358	2.0	36.043175	9.688205	3.0	96.831301	3.2961160000000005	3.0	0.012258	3.160823	5.0	27.274101
334.0	2.0	11.597728	1.206752	47.569153	63.246713	0.24988400000000002	0.943153	0.532755	0.688758	18.670358	1.0	80.282924	24.134439	4.0	0.028609	6.067830000000001	5.0	35.285216999999996	2.650187	3.0	23.592457	2.170998	1.0	56.35213	31.566801	6.0	31.965302	2.938355	6.0	0.031405	17.008917	3.0	86.098203
347.0	2.0	27.122936	57.56336700000001	11.026593	81.621223	0.8197969999999999	0.49251000000000006	0.763656	0.51446	16.673126999999997	4.0	59.047343000000005	4.793026	4.0	0.042899	5.873673	3.0	25.165788	1.001944	4.0	95.365967	23.687139000000002	6.0	44.223756	24.712571	5.0	87.11375699999999	23.416698	5.0	0.011386	17.53215	5.0	8.658522999999999
360.0	2.0	2.4341150000000003	39.145317999999996	2.307322	18.915772	0.9662860000000001	0.545335	0.26248299999999997	0.24827600000000002	16.745376999999998	4.0	56.12356	9.047787	1.0	0.010465	2.7457279999999997	5.0	59.69195	4.202389	5.0	23.851454999999998	1.616052	1.0	48.722634	6.32064	6.0	76.92347	15.428567999999999	6.0	0.047096	6.627528	6.0	58.78279200000001
428.0	2.0	2.630068	72.697709	24.293451	53.004830000000005	0.147482	0.880942	0.714158	0.70203	2.615345	5.0	43.329390999999994	1.232766	4.0	0.021099	1.23861	2.0	4.848901000000001	5.378784	1.0	20.090759	17.132084	5.0	35.404546	46.079304	6.0	47.272807	7.6837990000000005	3.0	0.017603	1.5732549999999998	4.0	11.712652
431.0	2.0	74.7685	2.814129	36.034178000000004	41.877474	0.886574	0.42249799999999993	0.287177	0.522746	7.567878	6.0	18.178449	11.318438	3.0	0.029137	6.179465	1.0	24.581933	2.691797	3.0	78.520617	15.713051	5.0	87.504384	14.253381	4.0	89.52591899999999	9.035263	5.0	0.010161	16.172819	6.0	18.775586999999998
468.0	2.0	14.924983	45.501621	97.111241	34.132034999999995	0.47724300000000003	0.901975	0.792913	0.648768	21.32026	3.0	6.103021	33.033026	4.0	0.019688999999999998	5.602592	1.0	1.3795110000000002	6.232149	1.0	55.792051	21.225158999999998	3.0	73.42025699999999	40.495601	5.0	97.094389	15.364934	2.0	0.456246	3.208356	4.0	52.81254499999999
471.0	2.0	47.439469	12.141628	85.302661	77.060388	0.820787	0.46441400000000005	0.9304899999999999	0.835568	3.0530459999999997	5.0	20.478444	11.039895	6.0	0.022557	0.836774	1.0	11.691979	4.922675	3.0	82.489501	17.246160999999997	3.0	96.722004	28.824659999999998	5.0	92.815179	10.640879	1.0	0.037202	17.167939	6.0	63.05075600000001
480.0	2.0	38.918566	2.899302	73.331342	47.227914	0.174688	0.25296399999999997	0.5758979999999999	0.783872	23.257276	6.0	12.624774	1.638983	6.0	0.010351	3.482214	2.0	33.39285	2.2088509999999997	2.0	41.28797	7.402399000000001	3.0	65.418688	37.531277	5.0	77.71664100000001	23.84241	2.0	0.022996	19.011775	3.0	69.851609
542.0	2.0	89.29944300000001	17.597345	35.85092	28.945395	0.653169	0.979849	0.904942	0.8548899999999999	1.7779220000000002	5.0	84.789949	25.784739000000002	1.0	0.04973	5.94533	5.0	75.142465	1.2779690000000001	1.0	69.01243000000001	13.153336999999999	6.0	92.602376	47.261435	3.0	17.192489000000002	17.265473999999998	1.0	0.011732	4.139811	6.0	9.335133
635.0	2.0	1.417661	47.710937	30.744203999999996	25.656389	0.921218	0.24916300000000002	0.970427	0.18252100000000002	6.685527	5.0	15.975806	34.573537	3.0	0.053509	3.9417440000000004	3.0	55.63085	6.041454	6.0	74.898309	22.609327	4.0	13.782732000000001	55.587078000000005	2.0	97.185787	2.513522	3.0	0.12113900000000001	14.684733999999999	4.0	28.237410999999998
667.0	2.0	22.618081	75.486183	32.13835	22.068870999999998	0.44396899999999995	0.6157560000000001	0.288342	0.279994	14.751676000000002	5.0	63.918122	2.4107540000000003	5.0	0.030655	4.931563	2.0	54.823823	3.1095509999999997	2.0	73.432496	7.869714	1.0	95.314713	43.125788	2.0	44.682674	7.4193869999999995	2.0	0.016079	15.428679999999998	6.0	12.050314
714.0	2.0	7.762	15.034551	29.326441	18.232229	0.360047	0.967959	0.561963	0.258336	10.195853999999999	6.0	33.602232	5.113816	4.0	0.032142000000000004	6.09441	2.0	28.975908	5.416348	1.0	94.873063	5.857846	3.0	74.18187900000001	65.08367700000001	1.0	99.67777	6.777197	6.0	0.021034999999999998	11.912104	4.0	32.083736
773.0	2.0	21.931994	5.665592	56.474245999999994	7.3872	0.552034	0.8636309999999999	0.40181100000000003	0.19861900000000002	5.293799	6.0	51.821185	56.29048100000001	5.0	0.737966	1.226532	1.0	56.820266000000004	1.7547720000000002	4.0	95.094749	23.000318	6.0	57.94621899999999	47.8841	4.0	49.126653000000005	6.048604	2.0	0.107957	5.549613	6.0	92.43151800000001
784.0	2.0	48.806899	5.978667	13.77694	61.520815	0.285292	0.949254	0.5655359999999999	0.310965	7.97277	2.0	52.5815	17.092779	1.0	0.012159999999999999	0.095234	2.0	96.145886	5.964721	6.0	40.889463	14.054357999999999	2.0	45.401363	71.24958199999999	3.0	43.207703	1.297191	5.0	0.8480120000000001	10.757361	2.0	68.16801600000001
789.0	2.0	1.339864	22.877792000000003	25.127491	53.673641	0.481968	0.528935	0.7575689999999999	0.44866000000000006	9.639714999999999	1.0	93.97729	47.977191	5.0	0.010957999999999999	0.440684	5.0	94.328265	4.989343	4.0	24.129071	10.897785	5.0	3.553203	74.61822	3.0	65.858303	11.864703	2.0	0.059223000000000005	5.474667	6.0	27.163743
798.0	2.0	90.0957	4.087373	15.669425	68.228513	0.758408	0.6343	0.798045	0.345373	12.990483	2.0	80.99588	71.960826	4.0	0.025858	3.436958	2.0	50.590841	2.9935560000000003	3.0	76.020981	16.197501000000003	6.0	3.772876	61.485744999999994	6.0	84.709415	5.738298	5.0	0.014452000000000001	4.119509	2.0	17.004587
874.0	2.0	43.566961	4.625736	12.414817	34.225638000000004	0.13481300000000002	0.219373	0.446412	0.136354	8.352527	4.0	89.294124	14.198191	1.0	0.011437000000000001	6.076918	5.0	98.125098	3.674891	6.0	4.672704	23.79102	1.0	62.40134200000001	62.338815000000004	2.0	11.324634	23.536732	3.0	0.121427	8.760739	5.0	23.060509
896.0	2.0	59.515613	93.626692	22.926320999999998	62.302912	0.9587540000000001	0.532499	0.390432	0.21759099999999998	4.648478	4.0	89.347218	8.140951	4.0	0.01028	5.277426	2.0	52.68728	0.667957	4.0	93.757504	19.533951000000002	4.0	37.564819	54.631783999999996	5.0	55.726805000000006	23.381328	3.0	0.016471	11.524447	2.0	23.387862
971.0	2.0	5.969608	2.787491	43.591545	59.879441	0.9158370000000001	0.250934	0.258286	0.937898	21.215033	1.0	34.143895	47.735986	5.0	0.012988	2.047024	3.0	94.293577	2.720735	6.0	16.849239999999998	15.180354000000001	4.0	93.804426	56.597278	2.0	92.996753	2.758707	5.0	0.206114	12.321128999999999	5.0	10.316462
996.0	2.0	2.02813	17.81501	28.477996	7.029845	0.616554	0.748854	0.637721	0.410679	7.952325999999999	5.0	57.84530600000001	67.461585	6.0	0.028647000000000002	1.843955	5.0	53.503051	3.618267	3.0	33.447932	15.295764000000002	1.0	8.773307	4.177919999999999	6.0	65.059685	2.824812	2.0	0.012597	11.538185	2.0	95.503109
1135.0	2.0	14.370004000000002	5.100697	48.322977	38.639948	0.720651	0.48902299999999993	0.44171000000000005	0.18742	12.045368	2.0	94.47353199999999	74.23145799999999	1.0	0.070874	3.663393	1.0	94.47738100000001	1.8242919999999998	5.0	44.881518	1.116601	3.0	25.55986	66.508944	6.0	71.502992	22.337401999999997	5.0	0.01594	13.393095	2.0	35.327996
1159.0	2.0	36.180832	8.850797	99.467961	28.469163	0.534302	0.789195	0.45305200000000007	0.637117	22.293924	4.0	60.454975	73.693315	3.0	0.016634	5.2790919999999995	2.0	50.68529	4.926829	6.0	68.162341	18.709822	1.0	10.949494999999999	23.265794	6.0	84.625196	22.62506	4.0	0.126063	16.992721	2.0	36.724928999999996
1302.0	2.0	9.245723	3.785193	99.937273	4.498571	0.753333	0.21213200000000001	0.322848	0.653397	6.949006	1.0	49.938239	34.53568	4.0	0.058820000000000004	1.417298	1.0	35.370919	5.386234	1.0	42.882132	7.633235000000001	2.0	12.069008	17.119891	3.0	46.452828000000004	17.163155	3.0	0.025961	9.995641	4.0	53.120137
1320.0	2.0	2.044986	16.195714000000002	93.85969	39.442076	0.55784	0.35123499999999996	0.517467	0.7247939999999999	14.722604	2.0	6.850383	25.302159	5.0	0.321517	3.674207	5.0	43.172288	4.152119	5.0	99.21306	10.756513	4.0	17.397662	37.814458	5.0	65.812613	1.920709	3.0	0.025275	13.584057000000001	3.0	5.8957180000000005
