uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
50.0	2.0	58.138420999999994	74.634638	43.770656	95.416391	0.122357	0.756039	0.501627	0.155053	19.070692	5.0	96.13376	34.754593	5.0	0.034645999999999996	3.053808	4.0	7.931086	4.023141000000001	4.0	91.166262	9.814423	1.0	36.75732	10.965069	3.0	48.319995	7.832203	5.0	0.250771	9.847657	2.0	13.151591
68.0	2.0	14.865101999999998	72.646524	25.702784	90.416495	0.11862	0.223489	0.411596	0.43367700000000003	7.762482	4.0	94.96533199999999	63.32323	4.0	0.010563	3.9770510000000003	6.0	8.501053	1.5139690000000001	5.0	66.179521	6.3423620000000005	6.0	88.527819	65.650415	4.0	64.75971899999999	22.159274	6.0	0.182943	6.347391	1.0	10.525488000000001
72.0	2.0	72.387037	19.189749	57.255837	67.26464399999999	0.492591	0.9978379999999999	0.934808	0.308527	11.375371000000001	5.0	41.779439	9.613356	5.0	0.06084199999999999	0.8239489999999999	6.0	2.130443	4.26823	5.0	76.143728	2.422704	5.0	42.307385	24.460848000000002	3.0	29.392248	20.334597	1.0	0.030692	10.495486999999999	2.0	90.470451
108.0	2.0	7.872451	22.15876	57.404539	8.3446	0.429108	0.474339	0.5984109999999999	0.16055899999999998	10.720631	1.0	39.413334000000006	59.05081	3.0	0.022055	5.687278	6.0	25.342015	2.935597	4.0	31.979989	21.843141	5.0	92.71536	10.996822	2.0	3.1015650000000003	7.426299	1.0	0.020793	0.35457	1.0	40.868992
138.0	2.0	81.54233599999999	83.91671099999999	62.188666000000005	36.231235	0.596912	0.816033	0.47525	0.520525	9.055251	4.0	43.45043	51.235836	4.0	0.19136	3.8937980000000003	6.0	26.157479000000002	1.140573	4.0	76.926423	9.479136	4.0	55.233361	10.577658999999999	1.0	87.74894599999999	20.832997	1.0	0.017532	2.706123	4.0	94.167997
166.0	2.0	23.465342	13.187447	56.604484	53.363239	0.431595	0.7008479999999999	0.9065409999999999	0.861441	5.129631	6.0	22.271524	6.7001669999999995	4.0	0.179555	3.044954	6.0	97.35176899999999	2.432586	1.0	19.375080999999998	0.36277800000000004	4.0	97.74170600000001	46.172237	1.0	51.950307	22.944255	6.0	0.010378	4.692685	1.0	36.933349
169.0	2.0	60.944556999999996	47.334616	93.646279	91.250578	0.932622	0.42098	0.7255659999999999	0.438274	15.632214999999999	4.0	47.129589	48.522	4.0	0.045696	0.297743	3.0	79.030434	1.3695979999999999	5.0	91.60453199999999	12.752592	4.0	97.271528	44.203645	3.0	49.365355	16.060978	1.0	0.047956	11.525931	1.0	86.85769300000001
208.0	2.0	89.364673	78.011944	83.432615	75.19348000000001	0.9288129999999999	0.491709	0.9950260000000001	0.397495	17.327479	3.0	53.772169999999996	28.607509999999998	5.0	0.012231	4.871821	5.0	77.35272900000001	4.987145	1.0	14.126071	6.592488	6.0	59.956610999999995	3.269577	4.0	58.83920500000001	13.711982999999998	5.0	0.026598	3.0062189999999998	2.0	98.530749
226.0	2.0	49.930541999999996	42.497394	65.83973	13.147958	0.7359899999999999	0.858345	0.13709000000000002	0.43073900000000004	20.283473	3.0	94.648487	59.975049	4.0	0.011015	0.901568	4.0	58.90758	2.227884	1.0	43.109986	1.484267	1.0	75.384887	30.55402	4.0	10.959316000000001	23.491073	3.0	0.131475	3.947457	4.0	27.500419
279.0	2.0	53.863671999999994	30.518265999999997	74.546999	82.73398399999999	0.439564	0.8324819999999999	0.213957	0.252191	19.093128	4.0	22.555745	35.832373	1.0	0.017278	1.6241379999999999	2.0	15.277712	3.249605	2.0	31.310383	13.072460000000001	2.0	22.36272	24.443734	1.0	24.714256	22.693141	3.0	0.010667	5.1203769999999995	5.0	82.60825200000001
290.0	2.0	38.536093	13.905935000000001	32.898425	55.36146	0.300633	0.505472	0.40839899999999996	0.479041	13.207992	2.0	12.882378	23.768791	4.0	0.362906	4.849558999999999	4.0	35.568369	3.590204	4.0	25.382103	15.243741	5.0	30.318083	29.414807	2.0	13.236456	14.490131	1.0	0.044967	7.755847999999999	1.0	45.569321
331.0	2.0	17.954235	15.414613000000001	86.163521	18.16903	0.32764299999999996	0.948752	0.165801	0.71344	9.546447	2.0	75.327198	17.762908	5.0	0.034289	3.048305	2.0	2.455337	1.332956	2.0	77.60379300000001	2.1655919999999997	3.0	50.67086	3.744268	4.0	16.527876000000003	0.555249	4.0	0.249484	11.132839	5.0	40.75155
344.0	2.0	52.025748	59.862232999999996	32.217437	10.03348	0.519087	0.125384	0.46968000000000004	0.7370399999999999	13.340218	3.0	77.186413	58.572637	6.0	0.018526	2.0351220000000003	3.0	76.930021	2.9481080000000004	6.0	60.096219	6.9903949999999995	1.0	49.438721	7.2814	5.0	58.19928	17.603667	1.0	0.35531999999999997	17.546609	5.0	1.145382
355.0	2.0	85.557621	32.04446	22.234043	59.114513	0.409283	0.546895	0.43435799999999997	0.397965	5.929537	6.0	37.584148	31.657809000000004	6.0	0.026070999999999997	2.4777240000000003	6.0	50.351615	0.40973000000000004	6.0	21.530504999999998	16.002925	1.0	43.939098	57.430755000000005	3.0	88.189717	16.031519	4.0	0.921018	18.275017000000002	1.0	27.052107
390.0	2.0	87.07437900000001	97.644008	65.79213100000001	3.4658620000000004	0.613553	0.8230069999999999	0.46211499999999994	0.503083	22.162991	3.0	94.856362	61.654815	6.0	0.023068	1.488998	4.0	9.1587	3.12494	6.0	6.754693	19.440322000000002	3.0	58.293944999999994	4.383937	6.0	5.4829	5.391128	2.0	0.48444	0.844339	1.0	82.144587
409.0	2.0	28.589342	17.467111	76.66305200000001	53.29534399999999	0.185896	0.186774	0.516158	0.92642	12.581524	3.0	43.549412	2.972975	2.0	0.022928999999999998	1.77935	1.0	93.45096600000001	0.6637569999999999	2.0	62.199113	10.250060000000001	2.0	54.54000500000001	41.909405	2.0	67.598212	12.51321	1.0	0.031548	0.528378	4.0	82.193492
456.0	2.0	53.160810999999995	96.86128599999999	75.08495500000001	62.268505000000005	0.920284	0.137924	0.1892	0.983619	5.460157	2.0	54.525526	23.132755	4.0	0.012078	5.113938	5.0	76.150688	5.939793	1.0	63.873511	5.129385	6.0	34.019033	8.277703	5.0	75.724452	13.332141	3.0	0.087672	6.676572999999999	1.0	55.817257
483.0	2.0	89.362561	42.811028	65.40774300000001	66.63857800000001	0.621017	0.5159630000000001	0.18321500000000002	0.6501640000000001	7.935842999999999	5.0	60.828875	12.448399	2.0	0.027888	0.6794560000000001	6.0	8.081093	3.5855349999999997	2.0	25.397538	8.974925	5.0	47.820204	44.844124	1.0	58.479808	23.567883	3.0	0.01023	2.7314580000000004	1.0	72.63950200000001
