uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
5.0	3.0	92.05921	96.53234499999999	90.65183	83.538875	0.629225	0.87813	0.6570560000000001	0.954256	6.288283	3.0	87.966838	4.023777	2.0	0.022771	6.081957	1.0	43.649954	3.307923	2.0	29.749073	12.143346000000001	3.0	81.504501	3.963861	5.0	98.327169	2.367348	2.0	0.024781	18.802597	5.0	55.903048
6.0	3.0	92.991157	92.64000300000001	76.315404	84.57328100000001	0.7493270000000001	0.41391000000000006	0.786142	0.525175	21.881618	1.0	64.66064200000001	62.759852	6.0	0.012615000000000001	5.493317	3.0	42.985458	5.992316000000001	1.0	30.762016999999997	5.817901	4.0	99.631068	22.81674	5.0	54.06235	11.607161	4.0	0.010426999999999999	15.147514000000001	4.0	54.845709
23.0	3.0	7.198637	38.470496999999995	64.13238299999999	28.106329	0.329937	0.357426	0.80295	0.419825	9.939008	6.0	78.853643	9.856717	3.0	0.011249	3.937207	2.0	48.90876	4.957222	6.0	77.148494	18.698574	4.0	3.9558489999999997	71.919201	2.0	41.757991	5.702801	4.0	0.012102	16.780312	3.0	13.504767999999999
32.0	3.0	85.00501	98.51185600000001	66.83140999999999	20.601526	0.753207	0.919307	0.392953	0.5014460000000001	6.031499	4.0	24.282632	15.185146	6.0	0.021657	2.564982	4.0	72.97341999999999	5.2261489999999995	1.0	83.74430600000001	6.627528999999999	2.0	19.048757000000002	65.041187	3.0	85.391235	18.776304999999997	1.0	0.011059000000000001	5.808535	3.0	16.163118
54.0	3.0	35.733076000000004	75.073635	42.879494	89.717027	0.49466800000000005	0.642699	0.625648	0.929436	18.346312	5.0	33.584511	31.726513	4.0	0.015015	1.363409	6.0	27.504706	3.689376	1.0	26.785735	11.890017	2.0	3.35713	24.347703	5.0	83.297942	4.635939	1.0	0.030208	8.047267	4.0	66.499408
55.0	3.0	84.464892	40.70138	27.763427000000004	83.07700899999999	0.722336	0.7548279999999999	0.47886999999999996	0.994368	3.5163519999999995	6.0	86.29330999999999	33.186437	1.0	0.068786	5.682009	2.0	19.261041	5.297626	4.0	24.520245000000003	2.931491	1.0	44.457392999999996	12.752994000000001	5.0	51.738344	7.9718800000000005	3.0	0.014258000000000002	11.598794999999999	3.0	25.228336
66.0	3.0	17.081143	25.009532	19.048579	67.068442	0.728119	0.46484899999999996	0.791654	0.32903899999999997	2.409813	1.0	91.00209	30.288221999999998	6.0	0.028391000000000003	6.071366	1.0	72.77739100000001	4.867808999999999	6.0	43.195594	6.293433	3.0	92.722534	41.262111	3.0	36.59176	21.322298999999997	3.0	0.020893000000000002	5.137261	4.0	89.029946
75.0	3.0	2.941732	74.57604	69.387947	92.81540600000001	0.149141	0.9925430000000001	0.6442869999999999	0.969305	9.528086	1.0	26.940617	70.043008	1.0	0.011779000000000001	3.5394059999999996	4.0	99.663728	2.507604	6.0	92.93862299999999	6.2053199999999995	4.0	42.335209000000006	64.659172	5.0	47.64135	23.824142000000002	4.0	0.023007	16.223843	6.0	72.936998
77.0	3.0	68.316801	5.843614	75.24154200000001	90.050511	0.823217	0.14193	0.421125	0.6023689999999999	19.724611	3.0	11.29063	47.204568	6.0	0.010973	0.313895	4.0	95.993625	5.027952	6.0	25.242081	6.384587000000001	3.0	72.351517	38.265285	2.0	99.199155	3.183398	1.0	0.052072	9.447874	6.0	69.144198
79.0	3.0	10.00065	47.604622	14.19404	33.838586	0.272878	0.347041	0.61731	0.141271	22.026789	3.0	70.839768	29.469963	6.0	0.013172	5.826313	3.0	23.459779	2.248241	1.0	44.891833	18.52735	2.0	15.171269	22.754861	6.0	38.190272	8.131337	3.0	0.020697	11.503177	3.0	86.380758
