uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
3.0	2.0	23.442908	95.298953	22.892719	38.437606	0.9569190000000001	0.30519	0.605913	0.163888	14.131920999999998	5.0	90.46971500000001	69.24457199999999	3.0	0.025852999999999998	5.3807599999999995	6.0	55.575343000000004	3.1696619999999998	5.0	36.252041	0.485493	2.0	64.12244799999999	12.402154	3.0	71.883229	14.649691	5.0	0.016839	7.973267	1.0	95.378384
47.0	2.0	41.437495	87.43719499999999	38.024868	80.109708	0.27407800000000004	0.665384	0.980856	0.678244	0.7531	1.0	9.203493	2.031333	2.0	0.017797	2.194146	5.0	52.251461	3.192097	4.0	3.5666809999999995	16.306897	1.0	27.03668	11.772096000000001	4.0	88.514499	13.524942000000001	2.0	0.779089	16.408502	3.0	52.211488
135.0	2.0	76.418591	54.378283999999994	81.857782	30.697362	0.9625969999999999	0.11945499999999999	0.8503149999999999	0.172988	18.618037	3.0	14.166619	48.638441	4.0	0.020373	2.202357	1.0	11.047977000000001	4.580304	6.0	89.558538	1.561636	2.0	16.955389999999998	71.578462	4.0	90.75259	12.431633	5.0	0.022421	5.0870239999999995	4.0	69.961108
137.0	2.0	18.234043	84.807112	85.94843900000001	74.707201	0.245534	0.126552	0.682175	0.619467	9.141116	3.0	73.79825699999999	70.69934	1.0	0.016496	2.4110970000000003	5.0	77.070533	2.808667	2.0	45.395819	13.286816	2.0	4.268063	47.021505	2.0	30.546916999999997	4.658908	2.0	0.068785	15.623732	6.0	43.828713
214.0	2.0	88.083762	18.198012	93.96390600000001	61.85204	0.129462	0.9227299999999999	0.807192	0.820018	1.065021	1.0	90.469174	4.192229	1.0	0.110347	5.847066000000001	5.0	25.494922	2.910421	1.0	65.28014399999999	1.492826	6.0	9.192539	44.75932	5.0	34.713042	18.570218	3.0	0.021514	4.202548	5.0	69.202927
225.0	2.0	95.28287399999999	80.736202	50.916988	33.413962	0.302757	0.5854550000000001	0.895214	0.36239499999999997	17.341151	2.0	58.03506899999999	20.3234	6.0	0.010208	0.948262	5.0	19.351063	3.770571	3.0	7.629817	5.594888	2.0	35.245498	25.600328	6.0	32.666609	8.466403999999999	1.0	0.018533	10.194969	1.0	39.75843
237.0	2.0	11.228709	69.492315	91.282827	58.162103	0.406231	0.507364	0.27570900000000004	0.27121799999999996	23.681721	5.0	20.859444	71.784739	3.0	0.018294	5.843319999999999	6.0	5.0067699999999995	1.41351	2.0	6.324545	0.39503299999999997	6.0	78.61070500000001	45.777162	5.0	14.024803	15.316270000000001	1.0	0.036973	18.180281	6.0	89.618836
449.0	2.0	60.217841	53.322751000000004	56.57680500000001	33.782872999999995	0.589551	0.113818	0.312241	0.322208	4.788895	4.0	1.3481530000000002	26.992477	5.0	0.021409	4.657527	6.0	66.703738	6.209416	4.0	92.49082	0.504475	4.0	35.884673	31.078819	4.0	7.811667999999999	22.961795000000002	5.0	0.013058000000000002	7.546581	6.0	5.437158
657.0	2.0	33.790773	33.987209	35.30539	58.667467	0.285058	0.129108	0.9551299999999999	0.27434000000000003	21.386842	5.0	68.456469	13.824081	6.0	0.010879999999999999	4.630222	2.0	82.35015600000001	2.771634	2.0	2.509871	3.879456	5.0	41.186593	43.139326000000004	3.0	94.424678	20.012818	6.0	0.639991	18.409439000000003	6.0	30.608873
702.0	2.0	49.847184999999996	26.051148	87.535134	22.157723	0.128969	0.836824	0.294173	0.324069	9.663333	5.0	18.013824	48.892655	5.0	0.15042	0.634342	5.0	9.186382	3.472253	4.0	79.15688	3.349473	2.0	45.278247	69.822625	5.0	46.910367	23.507237	4.0	0.017269999999999997	18.486232	5.0	30.663218
953.0	2.0	98.67505600000001	64.56966700000001	79.816568	6.08173	0.43502399999999997	0.22769899999999998	0.398987	0.505582	13.576923	1.0	77.180444	31.708819000000002	1.0	0.016602000000000002	5.5910839999999995	1.0	67.81435	0.721188	4.0	21.650571	20.669438	2.0	23.111914000000002	7.344857000000001	3.0	32.788335	21.161831	1.0	0.29218	17.550342999999998	5.0	77.889346
1004.0	2.0	12.86645	38.239253000000005	76.067675	23.906602	0.166457	0.11758800000000001	0.406736	0.17408900000000002	12.719056	1.0	96.139593	54.345167000000004	3.0	0.012494	5.800982	2.0	41.198159000000004	1.625865	2.0	16.684339	1.522612	5.0	1.1660110000000001	59.012181999999996	6.0	68.585494	2.692164	3.0	0.048985	3.331205	5.0	6.659757000000001
1067.0	2.0	20.576653	29.041990000000002	55.053166000000004	92.594728	0.42392299999999994	0.238358	0.6272	0.207835	21.09226	1.0	55.488516000000004	11.661516	2.0	0.15663	2.224349	2.0	38.02475	4.051607	2.0	20.456574	1.784875	1.0	58.84391	23.447955	5.0	37.25207	20.657276	5.0	0.01825	16.159492	3.0	99.622738
1168.0	2.0	69.802561	99.575862	70.538842	56.543014	0.480422	0.295388	0.196656	0.14419200000000001	12.380546	2.0	4.799041000000001	70.78964	3.0	0.018459	1.238063	5.0	22.974318	5.071058	4.0	50.894694	2.018856	5.0	3.3878019999999998	45.473735	5.0	68.060736	22.051238	4.0	0.024422	18.115916	4.0	43.635998
1172.0	2.0	7.660079	69.214348	24.860239	47.826956	0.1097	0.7194050000000001	0.6701630000000001	0.480907	14.077732000000001	2.0	66.03960699999999	12.694517	1.0	0.020803	5.986763	1.0	49.366234000000006	4.952102	2.0	10.169675999999999	8.819233	1.0	5.874272	60.2211	1.0	25.519837	5.8874629999999994	1.0	0.013805000000000001	7.108414	6.0	51.206209
1297.0	2.0	88.100472	83.483225	29.462687	47.079277000000005	0.831665	0.905056	0.8731040000000001	0.949334	0.548083	2.0	14.078154999999999	28.987448999999998	6.0	0.035808	4.447846	1.0	43.595406	3.8194239999999997	1.0	6.304826	18.349557	4.0	12.153487	51.874202000000004	5.0	55.769015	13.422839999999999	4.0	0.013193	4.817018	4.0	69.487123
1316.0	2.0	24.167049	15.077205	99.847814	95.530901	0.651215	0.30439499999999997	0.35774	0.815009	21.890511	1.0	58.423258	59.506399	2.0	0.016987000000000002	5.3517410000000005	3.0	39.071751	3.5475480000000004	2.0	2.108393	0.325497	4.0	67.647086	29.543249	1.0	41.929925	20.842004	6.0	0.044813	17.837061	1.0	27.060729
1333.0	2.0	35.927423	61.96840400000001	49.103885999999996	26.103292	0.32416500000000004	0.749963	0.183727	0.603479	8.33105	5.0	28.304709000000003	45.341117	3.0	0.011051	0.242213	1.0	26.052759	0.629206	4.0	28.029896	9.048726	1.0	49.303290999999994	25.526277	5.0	51.429778999999996	10.229521	2.0	0.06478300000000001	10.845153999999999	3.0	31.491444
1668.0	2.0	35.562253999999996	73.307346	71.651287	79.12061	0.962425	0.228964	0.13953	0.831825	3.9043980000000005	2.0	35.225827	13.252051000000002	5.0	0.021321	5.486961	1.0	45.559317	2.30665	5.0	14.873848	14.236626999999999	1.0	30.300365000000003	73.44015999999999	3.0	66.885402	7.017963000000001	2.0	0.010092	13.278754999999999	6.0	91.474848
