uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
43.0	2.0	1.9661099999999998	62.71887099999999	48.678284999999995	18.122037	0.5998359999999999	0.8310040000000001	0.557657	0.135018	36.715796000000005	1.0	25.393202	58.99984	4.0	0.141527	1.6548349999999998	3.0	16.056307	3.8853519999999997	1.0	93.82544	59.523388	6.0	94.273563	71.20930899999999	1.0	0.01142	3.7650660000000005	6.0	14.368135	0.761842	6.0	50.957357
49.0	2.0	82.666952	15.88822	15.428764000000001	75.58160699999999	0.588312	0.872625	0.694243	0.17352	55.842453000000006	4.0	23.048208	33.886716	6.0	0.043243000000000004	4.484133	4.0	49.246704	4.579308999999999	4.0	24.640837	12.596422	6.0	61.702039	12.26558	6.0	0.080287	0.195802	6.0	53.798235	1.082222	4.0	96.356219
54.0	2.0	4.813753	10.00628	38.893093	51.358686999999996	0.628393	0.71149	0.919213	0.520107	39.705532	3.0	98.793095	57.861473	6.0	0.01326	4.924607	3.0	26.909639000000002	1.5429899999999999	4.0	87.096903	26.527182	4.0	9.582666	26.510071999999997	4.0	0.012208	5.188162999999999	2.0	69.821727	2.364646	2.0	30.534074
56.0	2.0	83.897575	4.490436	95.602333	7.001628	0.277068	0.3644	0.930793	0.17558900000000002	62.78515600000001	6.0	45.446442	30.074099	3.0	0.019594	5.563949	3.0	25.869988	2.001233	5.0	9.913624	6.582347	3.0	86.199627	56.332482999999996	2.0	0.021827000000000003	4.825634	2.0	65.001222	1.525426	1.0	77.59037099999999
66.0	2.0	2.165723	64.359339	87.580487	92.054058	0.987517	0.402481	0.39264099999999996	0.414626	30.392352000000002	4.0	52.7679	52.174748	1.0	0.010596	5.7380629999999995	6.0	35.866408	1.9275919999999998	4.0	16.282542000000003	23.391248	6.0	99.80980500000001	22.563295	3.0	0.015518	1.864632	2.0	89.753579	3.3892269999999995	3.0	67.708012
70.0	2.0	9.939584	3.3332080000000004	24.040728	88.595694	0.349137	0.914926	0.9349219999999999	0.721816	47.861834	3.0	28.095765999999998	5.581397	6.0	0.066465	5.971551	2.0	10.796729	4.99676	2.0	98.424239	29.382856	1.0	88.688974	39.829522999999995	5.0	0.021639	2.852582	5.0	34.932279	3.667335	5.0	76.52409
84.0	2.0	3.930907	62.530862	60.87786	95.678115	0.852241	0.657356	0.909317	0.957591	42.186719000000004	6.0	54.407492000000005	5.647895	2.0	0.055962	2.403897	2.0	41.808035	4.237659	1.0	89.78186099999999	55.666078000000006	5.0	53.230798	59.699564	6.0	0.014757	0.873209	4.0	82.169713	5.197961	3.0	62.834926
91.0	2.0	32.374179999999996	2.7050669999999997	12.223991999999999	41.184228000000004	0.754282	0.357263	0.83337	0.6297189999999999	31.538238	6.0	35.146542	15.531925	2.0	0.0154	5.829567	2.0	68.61619499999999	4.34206	6.0	33.899671000000005	8.885969000000001	2.0	32.279511	72.446511	5.0	0.022794	0.429233	6.0	52.298795	2.330444	5.0	39.857890999999995
162.0	2.0	34.797052	3.90889	2.858594	57.933379	0.8243020000000001	0.579887	0.142508	0.698682	32.438501	5.0	21.60715	32.421341999999996	1.0	0.02207	5.813219	4.0	98.098035	1.248211	4.0	70.903646	10.410093	2.0	62.402729	25.292204	4.0	0.011251	1.074281	2.0	69.677036	5.712161	2.0	88.973628
164.0	2.0	30.875290000000003	1.554824	29.99405	96.144963	0.754261	0.46363999999999994	0.837209	0.5853550000000001	51.834	2.0	97.560327	44.479535	1.0	0.015347	3.4015589999999998	2.0	49.628102	3.944694	1.0	38.259331	38.945994	2.0	93.82197	68.777641	6.0	0.018443	1.442757	6.0	82.524397	5.606145	6.0	77.46599
