uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
20.0	2.0	79.485487	54.76281899999999	73.565022	60.207147	0.925301	0.233019	0.872827	0.797512	54.696093999999995	5.0	88.375885	68.72258000000001	1.0	0.026943	6.1132349999999995	1.0	19.643754	0.8691260000000001	5.0	67.62732700000001	61.001941	1.0	69.942456	59.990389	1.0	0.02707	1.190525	4.0	1.251459	4.682343	2.0	65.152733
31.0	2.0	74.228284	96.44369300000001	80.79874699999999	28.139511	0.39121999999999996	0.9044760000000001	0.43976000000000004	0.9084059999999999	71.040749	2.0	62.497781	31.164089	5.0	0.010818000000000001	4.78536	2.0	36.339937	3.762894	6.0	80.620159	45.472203	2.0	47.998409	41.216412	2.0	0.017628	4.930694	2.0	3.032697	0.470749	3.0	28.292909
64.0	2.0	48.693574	64.428871	96.606688	30.492523	0.206193	0.9254979999999999	0.207269	0.552446	18.287558999999998	4.0	86.60464499999999	14.298465	5.0	0.026683	0.5799770000000001	3.0	8.455469	1.8583150000000002	6.0	6.427689	3.73973	4.0	9.321889	25.52449	6.0	0.020415	0.934269	3.0	57.889835999999995	1.521876	5.0	6.942499000000001
99.0	2.0	34.118863	10.928583	99.857777	21.364616	0.730068	0.22102	0.328031	0.6555350000000001	38.434329	3.0	19.731484	13.238579000000001	3.0	0.159691	4.8029269999999995	2.0	88.937589	3.4407410000000005	6.0	25.781676	56.660424	5.0	81.715438	50.438932	3.0	0.048223	0.089482	3.0	97.23245	3.1741509999999997	4.0	90.389445
158.0	2.0	80.397072	57.703763	57.983378	14.427228	0.965649	0.7590279999999999	0.159684	0.44193999999999994	59.802937	5.0	97.512039	66.465391	5.0	0.011656999999999999	5.7033190000000005	5.0	27.669708	0.349207	4.0	42.246914000000004	62.943468	2.0	25.967886	70.78192800000001	2.0	0.025148	2.054856	2.0	10.180932	5.647173	1.0	42.939408
167.0	2.0	18.577324	51.149913	64.923989	45.108703999999996	0.46005	0.792301	0.123072	0.9383670000000001	39.964909999999996	3.0	20.744771	69.986251	1.0	0.059529	4.366543	3.0	11.363417	0.181524	6.0	57.134355000000006	32.591753000000004	1.0	67.411125	66.69890699999999	5.0	0.016766	0.16254100000000002	4.0	15.874757999999998	2.40004	1.0	95.248524
182.0	2.0	39.587967	68.136012	60.615688	46.335376000000004	0.147801	0.502591	0.32347800000000004	0.46224799999999994	29.697160999999998	2.0	16.824804	41.699714	1.0	0.01521	2.533321	6.0	85.32161500000001	0.940617	2.0	90.082952	51.177895	2.0	22.676872	48.754878999999995	2.0	0.031949	1.416587	5.0	22.925578	0.287792	6.0	4.1280410000000005
194.0	2.0	24.536188	78.649867	82.333618	29.851772999999998	0.668075	0.42919799999999997	0.263949	0.988777	8.018967	5.0	78.381905	8.692282	1.0	0.019982	2.972018	4.0	56.42654	4.414954	6.0	92.56194	3.9825150000000002	1.0	14.587078	24.694277	4.0	0.261187	1.1335629999999999	1.0	32.727348	5.173029	6.0	73.709249
255.0	2.0	60.133373	46.707834000000005	75.329851	21.330502	0.117226	0.6852199999999999	0.129591	0.735387	9.436269	6.0	71.277867	5.387735	3.0	0.050811	4.305604	1.0	91.579324	5.824255	6.0	78.835286	36.771606	6.0	1.293264	46.142995	2.0	0.013265	3.3188459999999997	4.0	86.051622	5.534189	5.0	41.37894
292.0	2.0	67.383252	22.637904000000002	46.173491	30.660868	0.30020399999999997	0.681398	0.6252989999999999	0.447053	71.649966	1.0	96.896588	69.710335	6.0	0.014855000000000002	6.208615	2.0	52.655591	0.706438	5.0	16.347756	51.772138	1.0	11.989127	61.632153	3.0	0.016512	0.28515	3.0	72.359515	2.436448	4.0	35.835803000000006
