uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
21.0	3.0	69.900937	54.176325	63.650935	68.307475	0.9521940000000001	0.125866	0.658862	0.671863	25.664773	6.0	36.382292	63.96862900000001	4.0	0.036882	4.9149400000000005	2.0	17.882472	3.2984739999999997	2.0	66.293177	8.711	2.0	6.134637000000001	57.493547	2.0	0.012874000000000002	0.67756	5.0	65.275865	2.658203	3.0	74.48820500000001
34.0	3.0	68.26966800000001	41.74686	53.565876	21.671725	0.148861	0.670053	0.809195	0.23918000000000003	44.38208	1.0	22.209958	41.804744	6.0	0.09518099999999999	3.768257	3.0	51.787166	3.913771	3.0	32.022179	58.501158999999994	3.0	1.1674799999999999	51.713658	3.0	0.100743	4.667513	6.0	46.578708	2.228767	5.0	17.985065
41.0	3.0	57.127662	35.699183000000005	87.995582	33.806779	0.856643	0.375918	0.167542	0.330965	53.963129	2.0	83.122927	36.432607	2.0	0.023775	2.8393330000000003	3.0	92.36761700000001	3.352067	6.0	14.774313000000001	18.052959	3.0	61.548958	49.173185	6.0	0.08509	0.420422	2.0	89.82686700000001	4.160379	4.0	56.29079399999999
90.0	3.0	50.800531	37.732778	65.782424	85.87384499999999	0.193471	0.199757	0.9326459999999999	0.755202	23.257006	6.0	14.956171	1.3891040000000001	3.0	0.013078	6.023231	1.0	4.201681	3.3140370000000003	1.0	80.714496	49.918859000000005	5.0	73.942817	31.155549	5.0	0.031589	2.743577	6.0	52.000955	3.744	5.0	96.602435
93.0	3.0	87.94869	86.223708	32.053435	71.191716	0.5067	0.59383	0.197931	0.870194	52.533387	2.0	94.50294699999999	24.283172	3.0	0.014903999999999999	3.8065589999999996	1.0	47.676175	3.0500380000000002	6.0	51.063358	7.393922	4.0	47.744004	21.225945	3.0	0.129853	1.075574	6.0	21.130104	5.785158	1.0	45.556901
107.0	3.0	99.052289	19.921791	26.036580999999998	14.726218	0.199934	0.62929	0.184833	0.655943	55.796547	3.0	8.820744	59.350165000000004	1.0	0.03718	2.829917	5.0	58.089447	5.658857	6.0	42.936819	6.516559	5.0	97.00979	75.644251	6.0	0.014495	5.2665120000000005	2.0	13.922713	4.443449	4.0	83.478192
124.0	3.0	88.66619399999999	99.083517	97.977599	89.25070600000001	0.372715	0.822843	0.659535	0.774708	19.125438	5.0	68.06656	9.665975	2.0	0.022899	6.145871	3.0	1.003047	0.785303	3.0	51.754364	5.780922	5.0	20.659019	28.709585999999998	3.0	0.016756	1.5627739999999999	6.0	27.749612	2.624707	4.0	42.923215
126.0	3.0	76.74256	31.796224	63.451766000000006	17.945798999999997	0.128118	0.41231599999999996	0.35225100000000004	0.20639699999999997	26.13946	5.0	54.161336	50.186232000000004	1.0	0.203671	2.62605	4.0	33.179023	0.481234	6.0	38.215782	29.586847	6.0	12.637467	69.37614	6.0	0.013338999999999998	1.44423	6.0	50.768681	2.4481330000000003	2.0	22.696444
180.0	3.0	66.322572	96.825704	75.160973	96.43082199999999	0.725589	0.11826800000000001	0.142226	0.663535	18.626941	5.0	55.201338	11.168654	5.0	0.12006199999999999	1.87687	4.0	1.8648759999999998	3.621576	4.0	75.75115799999999	7.313419000000001	5.0	64.750785	10.451211	4.0	0.046234	0.763159	5.0	17.438456	1.461849	2.0	60.58998100000001
208.0	3.0	12.136924	57.203974	77.897429	18.115012	0.13186199999999998	0.364214	0.654108	0.381612	72.52098199999999	4.0	22.75623	4.573561	1.0	0.014637	4.089499	1.0	54.30805	2.969159	4.0	32.811971	19.466791	3.0	14.833569	48.73728	1.0	0.010879	4.64072	1.0	37.31175	4.188226	1.0	80.331992
209.0	3.0	15.250931	70.09245899999999	46.360545	20.55687	0.305985	0.9278370000000001	0.522564	0.29089499999999996	7.473547	3.0	22.866212	43.956527	6.0	0.083897	4.24659	1.0	71.18621	1.520251	4.0	20.284492	30.735768	2.0	18.984555	50.064176	3.0	0.013603	1.6961849999999998	4.0	30.667755	0.727322	6.0	30.661007
214.0	3.0	42.85504	15.884704000000001	60.739227	63.487159	0.18622	0.5199050000000001	0.565327	0.8127489999999999	34.076677000000004	1.0	36.662514	36.492758	6.0	0.011684	1.6548040000000002	2.0	86.58858199999999	3.918818	1.0	94.36679000000001	2.8905380000000003	6.0	71.615813	16.794794	6.0	0.016339	1.735352	1.0	86.55801899999999	4.985396	3.0	48.738076
215.0	3.0	34.178621	79.859596	97.13844	15.43578	0.51753	0.322362	0.8311350000000001	0.15545599999999998	44.253553000000004	4.0	60.969941000000006	73.545156	1.0	0.070131	2.2368240000000004	1.0	71.09272800000001	3.54231	2.0	69.205224	0.7774800000000001	1.0	87.73388299999999	29.801134	1.0	0.080421	5.62986	4.0	17.296329999999998	1.77364	4.0	77.083159
222.0	3.0	49.810722999999996	83.490026	28.219796999999996	64.906243	0.489108	0.865884	0.5956520000000001	0.52417	7.780719	1.0	15.795257000000001	30.477203999999997	3.0	0.014459	0.101922	4.0	95.184352	4.556265	2.0	20.180944	68.562951	3.0	39.645869	36.672774	3.0	0.018521	0.932925	1.0	92.591827	3.552513	3.0	26.540253999999997
241.0	3.0	58.454531	33.201319	83.106126	1.842695	0.296268	0.499017	0.464321	0.13172	18.24899	3.0	96.652737	12.30052	6.0	0.045436000000000004	1.585999	5.0	78.636002	5.22583	2.0	85.644464	13.877804999999999	3.0	14.049291	25.742176999999998	2.0	0.010243	0.784806	4.0	75.68764	1.1528690000000001	2.0	37.132944
251.0	3.0	72.16754300000001	24.695970000000003	98.912523	79.293621	0.778962	0.951893	0.854708	0.915962	31.687865999999996	3.0	1.226401	62.732652	4.0	0.012882	2.402323	4.0	44.488531	1.6385669999999999	6.0	2.260982	15.622414000000001	5.0	76.55426999999999	23.691024	3.0	0.030527999999999996	0.50773	5.0	29.200306	0.616476	1.0	89.719066
254.0	3.0	89.77705	48.92941	61.490553000000006	47.193496	0.22464499999999998	0.915475	0.107671	0.359614	26.526365999999996	3.0	18.91657	30.954024	1.0	0.016986	5.6738029999999995	3.0	17.912505	1.57659	5.0	40.912793	71.666826	6.0	86.00721300000001	25.610582	3.0	0.020246	1.1238700000000001	4.0	91.258981	5.85141	1.0	36.76085
261.0	3.0	42.9291	83.48991	57.407818000000006	72.401027	0.44589799999999996	0.5040140000000001	0.609647	0.260434	76.651092	2.0	91.998665	6.454389	1.0	0.050395	1.369435	6.0	33.210807	4.585977	1.0	98.38873199999999	19.749298	3.0	68.54206500000001	77.238431	4.0	0.011502	3.612944	1.0	37.701197	3.6879089999999994	2.0	50.767205
297.0	3.0	46.388728	96.02148000000001	33.300253000000005	95.793446	0.134526	0.673925	0.920416	0.9689399999999999	30.712875	2.0	82.299813	70.27826999999999	5.0	0.013529	5.9264660000000005	4.0	91.394818	5.209002	1.0	12.779676	22.57784	2.0	55.08342	67.765567	1.0	0.012448	4.1492260000000005	1.0	96.898949	3.771662	4.0	12.93712
301.0	3.0	47.695386	32.709497999999996	75.290323	52.467153	0.71399	0.473351	0.7022609999999999	0.9756049999999999	1.775697	4.0	67.889443	26.65718	4.0	0.020662	1.341217	5.0	69.216224	5.578325	6.0	33.881948	7.447398	2.0	10.688991	75.144161	1.0	0.040468000000000004	1.398475	3.0	39.586931	1.7812459999999999	4.0	54.939057
302.0	3.0	29.867455	49.831509000000004	39.954766	16.879487	0.24709899999999999	0.601577	0.221599	0.5234810000000001	59.1286	3.0	77.950622	22.624364	2.0	0.011488	1.586754	4.0	91.41919399999999	2.824021	4.0	32.891372	2.366104	6.0	12.873168	15.960789000000002	2.0	0.013156000000000001	0.8975479999999999	1.0	86.807305	1.127056	5.0	96.989734
322.0	3.0	62.649514	46.148502	47.588058000000004	83.21910600000001	0.64456	0.569094	0.12440799999999999	0.715989	9.509863000000001	2.0	70.494919	39.356063	1.0	0.036712	2.8206919999999998	2.0	6.582838000000001	2.981358	4.0	69.40330300000001	24.790861	4.0	56.570841	9.482732	4.0	0.013936000000000002	2.796622	4.0	57.760025	1.161269	1.0	59.109444999999994
324.0	3.0	72.510549	94.291196	76.229619	17.587083	0.38676	0.579548	0.354426	0.236539	75.690709	6.0	27.816144	52.155709	5.0	0.011889	0.9822379999999999	5.0	56.178793000000006	3.2874269999999997	1.0	29.264325	50.719288	3.0	37.499325	63.440546	2.0	0.030227999999999998	4.688905999999999	1.0	20.174076	0.255829	4.0	11.140021
