uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
20.0	4.0	48.181903999999996	49.671246000000004	97.17239000000001	80.77330400000001	0.708217	0.932917	0.900435	0.335484	14.257754	6.0	98.297161	25.005162	2.0	0.187778	2.549012	4.0	6.328287	4.123994000000001	6.0	17.147060999999997	8.388797	3.0	6.619288	24.933525	3.0	81.40275799999999	0.6662399999999999	6.0	0.108623	10.476636	3.0	78.13731999999999	7.301049000000001	5.0	89.130071
131.0	4.0	83.521761	20.418117000000002	89.241517	39.084138	0.8765729999999999	0.472232	0.6193569999999999	0.653292	6.661508	4.0	82.90693399999999	18.577137	6.0	0.031902999999999994	1.635465	3.0	88.918906	3.37685	2.0	14.929345000000001	2.492003	4.0	98.291957	9.727744	5.0	29.862282	2.365887	6.0	0.125041	15.933304000000001	4.0	86.675342	21.268306	5.0	25.728761
143.0	4.0	90.837071	70.97993199999999	33.303884000000004	27.438665999999998	0.5688850000000001	0.359442	0.914517	0.5110600000000001	9.06814	3.0	2.9452689999999997	24.445179	3.0	0.020541	1.956562	4.0	39.655259	4.220281	3.0	94.56917299999999	18.261143	4.0	87.83188100000001	23.860765	5.0	29.775059999999996	23.7664	4.0	0.5404439999999999	3.2306060000000003	4.0	41.743632	22.559414	2.0	60.136879
256.0	4.0	88.775017	44.140777	57.287783999999995	43.306292	0.75242	0.938781	0.648795	0.355452	0.793154	5.0	63.627483999999995	0.750859	3.0	0.07727300000000001	4.820054	1.0	50.017209	2.400943	2.0	23.395854	13.278654999999999	4.0	34.366525	12.738489999999999	4.0	50.920676	18.294131	2.0	0.016684	16.877458999999998	3.0	71.800125	1.195665	5.0	50.248886
300.0	4.0	14.176581	18.587272	6.538562000000001	37.128331	0.833936	0.243527	0.203576	0.297693	10.287664999999999	2.0	70.390254	17.174232	2.0	0.056593	1.8183200000000002	1.0	56.613820999999994	1.033281	1.0	13.279810000000001	1.199382	4.0	43.642767	3.698985	1.0	34.903188	16.785760999999997	5.0	0.016775	12.751397	6.0	21.159666	15.830066	4.0	50.820959
307.0	4.0	50.152434	59.676382	73.895515	50.787777	0.224097	0.721225	0.475178	0.8287370000000001	8.909775	6.0	70.481684	4.6343879999999995	1.0	0.032833999999999995	2.4367509999999997	5.0	85.888931	4.587025	4.0	83.56896	20.037996	1.0	43.392511	22.920354999999997	6.0	26.753059000000004	12.484494	2.0	0.164661	6.321337000000001	3.0	91.524792	3.0676069999999998	3.0	78.499289
336.0	4.0	68.13465699999999	19.028422	74.37519300000001	74.689734	0.478029	0.8951520000000001	0.640444	0.882491	2.982282	4.0	34.321132	20.082356	1.0	0.014122	5.378327	4.0	84.271824	5.883754	4.0	18.379721	3.3915879999999996	6.0	25.064168	4.997788	5.0	45.07123	22.926134	5.0	0.010806999999999999	9.526728	2.0	49.037825	16.709201999999998	2.0	38.682869000000004
344.0	4.0	67.13480799999999	46.098411	70.333977	76.015034	0.155827	0.153526	0.279515	0.473498	19.838182999999997	6.0	99.971767	9.808847	6.0	0.015965	3.284789	2.0	49.824051000000004	1.299763	5.0	76.69411600000001	22.196112	1.0	21.879779	10.411419	4.0	84.071136	16.491235	5.0	0.090322	4.572123	3.0	37.012656	9.627106	3.0	76.345608
370.0	4.0	57.719526	32.727082	56.142222	40.054514000000005	0.102842	0.5718840000000001	0.29426599999999997	0.296101	12.905987	6.0	82.649741	8.92278	3.0	0.015849000000000002	0.9084059999999999	2.0	35.152377	4.014786	2.0	99.519382	15.620842000000001	5.0	83.087919	12.602711	4.0	63.371945999999994	22.723691	3.0	0.019271	9.738652	5.0	99.42881	20.521949	6.0	68.470101
389.0	4.0	71.24493299999999	90.44290600000001	27.981811999999998	22.218693	0.607479	0.147642	0.371456	0.270703	4.222183	4.0	55.307643000000006	18.687998999999998	1.0	0.014863	4.635726	3.0	38.121534000000004	3.580456	5.0	94.59769200000001	3.8449370000000003	5.0	95.106039	4.447979	3.0	89.999264	20.067888	6.0	0.016434999999999998	17.210404999999998	6.0	62.481411	22.099291	4.0	4.256887
446.0	4.0	23.016837	84.23596500000001	52.474442	58.147955	0.714649	0.459916	0.613805	0.953089	0.8640690000000001	1.0	73.614052	5.84109	5.0	0.010882	5.376904	2.0	64.757312	4.126233999999999	2.0	16.329731	3.6045160000000003	5.0	64.75591999999999	2.297287	3.0	39.169703000000005	16.84027	2.0	0.16593	12.632841	2.0	7.570307000000001	23.778663	6.0	69.52044000000001
460.0	4.0	18.345866	55.600272	86.64094300000001	90.649398	0.807164	0.467689	0.294062	0.8634930000000001	12.526252000000001	6.0	9.694683	17.311932000000002	3.0	0.041405000000000004	0.123396	1.0	39.928812	5.019961	5.0	3.338132	3.709507	4.0	63.759570999999994	2.204625	6.0	81.162502	18.160603	5.0	0.020814	12.836789999999999	6.0	13.315593	23.895923	3.0	11.415867
496.0	4.0	7.4962919999999995	26.394775	88.89500100000001	17.291983	0.985982	0.257327	0.444496	0.890066	3.913613	3.0	18.140337	10.438155	2.0	0.013027	0.141769	4.0	65.807232	2.248791	3.0	94.832587	1.616254	5.0	44.10779	16.316065	5.0	46.10133	17.279687	1.0	0.07120900000000001	17.534372	3.0	48.189069	4.263016	4.0	87.105704
570.0	4.0	88.966224	41.074	66.81930899999999	76.992597	0.672384	0.26456199999999996	0.17909	0.569783	6.396803	2.0	66.214324	16.535145	1.0	0.019135	2.8774040000000003	3.0	93.706689	4.0255279999999996	5.0	39.916371999999996	6.917282000000001	2.0	85.553809	5.574335	5.0	79.659554	2.131333	3.0	0.033191000000000005	7.248596000000001	6.0	21.222611999999998	14.660747	3.0	99.610141
615.0	4.0	17.582709	83.896712	22.884798	85.416364	0.9917040000000001	0.45507200000000003	0.589123	0.8935290000000001	19.191896	6.0	1.431768	5.830218	1.0	0.012114	2.044866	3.0	77.429896	3.0441580000000004	3.0	18.038347	5.257469	3.0	76.946854	18.350548	5.0	17.3212	6.61705	3.0	0.051089999999999997	3.901186	1.0	95.931444	24.272339000000002	4.0	91.14873399999999
650.0	4.0	30.933558	66.18068000000001	60.548202	83.958339	0.526403	0.8737809999999999	0.665626	0.7436050000000001	1.215195	4.0	1.18785	22.315656	5.0	0.906033	5.984107	3.0	12.928124	3.879946	6.0	3.6840650000000004	19.797612	5.0	65.925606	18.248325	4.0	41.371457	15.774802	1.0	0.032763	14.775767000000002	2.0	88.768726	13.247313	2.0	49.618044
663.0	4.0	34.395003	72.801233	91.94046999999999	88.047515	0.222611	0.419933	0.566883	0.138408	7.07512	1.0	7.765578	16.594982	5.0	0.068576	5.730925	5.0	70.318706	5.054908	5.0	84.254526	15.835057	6.0	4.43698	10.995017	5.0	79.953415	17.969763	2.0	0.10607799999999999	9.006077000000001	4.0	62.86485699999999	9.290614999999999	5.0	62.534946
725.0	4.0	49.976624	41.87294	46.273672999999995	41.856527	0.401985	0.780686	0.43221800000000005	0.714567	12.406412	6.0	68.012416	16.85014	1.0	0.029487	3.7149949999999996	5.0	52.749658	0.710902	2.0	83.471115	22.09436	2.0	68.188271	14.809819000000001	2.0	50.160393	20.403751999999997	2.0	0.011043	7.477327000000001	6.0	27.997264	16.392864000000003	2.0	46.206454
729.0	4.0	21.93976	28.82025	78.159834	8.452694000000001	0.8374459999999999	0.550573	0.601209	0.294713	11.711129	3.0	84.181329	23.055847	1.0	0.021401	4.9451279999999995	1.0	34.056594	1.809278	4.0	62.338167000000006	6.547426000000001	1.0	47.488517	22.246184	3.0	88.777499	9.571377	3.0	0.12429100000000001	0.977599	6.0	54.161592000000006	5.870744999999999	5.0	83.795123
794.0	4.0	88.17923499999999	36.329702000000005	71.19711600000001	24.802219	0.324183	0.48402399999999995	0.9537909999999999	0.569024	19.587121	1.0	82.69205500000001	15.93971	2.0	0.029013999999999998	0.96178	4.0	79.997056	4.439426999999999	1.0	87.681443	20.563616	1.0	68.92000999999999	20.588141	4.0	15.683216	23.476741	1.0	0.013706999999999999	6.675375999999999	5.0	4.555715	9.921603999999999	4.0	88.182644
948.0	4.0	54.500218999999994	97.021363	48.482388	12.766256	0.111811	0.46405799999999997	0.8927510000000001	0.598337	22.215298999999998	5.0	45.868778000000006	13.303759	1.0	0.018334	3.449469	4.0	68.98571	4.849515	2.0	83.875212	11.819636000000001	2.0	24.888789000000003	2.540907	6.0	44.554093	1.980075	6.0	0.573109	15.011629000000001	2.0	61.624188000000004	7.7448	1.0	55.587151
1038.0	4.0	59.805713	48.001377000000005	25.251399	60.503853	0.45072299999999993	0.6898890000000001	0.20803600000000003	0.702041	17.638939999999998	4.0	98.257987	22.218873000000002	1.0	0.173406	3.75449	6.0	64.143618	0.267557	2.0	45.67775	0.490749	4.0	45.676169	16.385149	2.0	79.477593	17.83128	1.0	0.010272	15.907654	6.0	17.292881	24.698595	6.0	6.109448
