uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
2.0	2.0	98.900657	78.876194	66.538589	11.108716000000001	0.882936	0.783299	0.176964	0.799337	21.815976000000003	1.0	43.810016999999995	15.501244	5.0	0.097416	5.097348	4.0	89.205432	3.347489	2.0	12.565769	10.399557000000001	1.0	40.307905	10.563177	4.0	99.027927	5.278581	3.0	0.010711	4.1683330000000005	4.0	38.23335	18.543548	3.0	34.547902
5.0	2.0	74.429817	49.794033	8.837261999999999	39.300717	0.322594	0.509513	0.651088	0.910602	17.957237	5.0	70.563427	9.159527	1.0	0.011227	4.280659	3.0	58.116184999999994	5.949498	3.0	35.960632000000004	17.621501000000002	1.0	37.682682	16.708271	3.0	7.0887970000000005	10.410725999999999	5.0	0.011548000000000001	3.804125	1.0	25.670103	22.458246	1.0	3.27662
21.0	2.0	57.647298	63.576296	83.416249	3.303576	0.76956	0.755185	0.573024	0.37455700000000003	22.366544	4.0	75.319608	15.485029	4.0	0.05902	1.424269	5.0	39.443613	2.977226	6.0	19.225057	14.629760999999998	1.0	89.038485	9.04786	3.0	36.149856	20.562829	2.0	0.045281999999999996	16.303935	4.0	36.398154	21.392573000000002	4.0	77.350254
23.0	2.0	49.30133	24.502653	2.497979	97.51473	0.920112	0.162695	0.326753	0.609612	18.296442000000003	3.0	9.28911	8.134185	2.0	0.010227	0.8167939999999999	4.0	91.591775	2.329657	5.0	47.462668	14.309061999999999	5.0	27.921286	17.563773	3.0	85.037018	1.2374450000000001	6.0	0.043588999999999996	19.171839000000002	2.0	89.578355	13.696772	6.0	9.056627
39.0	2.0	23.634819	22.696001000000003	78.016283	6.531962	0.310319	0.801929	0.475728	0.9488629999999999	20.196181	1.0	51.65866	23.917008	4.0	0.011614	1.7793849999999998	4.0	97.715028	1.625637	1.0	93.430255	21.153901	1.0	29.834103999999996	16.449392	3.0	49.812917	10.762058	5.0	0.011465000000000001	12.303796	4.0	61.054083999999996	4.182252	1.0	17.86644
50.0	2.0	26.079114	64.129549	10.655793	6.706767	0.366225	0.7221069999999999	0.212594	0.92368	21.059879000000002	5.0	5.344322	4.460097	5.0	0.067981	1.87752	2.0	4.567405	5.583372	2.0	23.631185000000002	6.26284	5.0	97.72839499999999	0.798705	5.0	22.154732	13.966969	6.0	0.058490999999999994	14.702024	2.0	66.667017	7.9509050000000006	1.0	77.26265699999999
54.0	2.0	8.310464	49.020775	5.323367	51.41659	0.9792139999999999	0.271909	0.506257	0.900126	8.357192999999999	5.0	68.2691	20.350265	6.0	0.011618999999999999	2.291636	6.0	45.326831	4.156442	5.0	28.436251000000002	11.870656	3.0	50.769506	22.878885999999998	3.0	30.524887	17.397106	2.0	0.013626	17.987091	2.0	35.521865999999996	2.118497	1.0	55.0711
64.0	2.0	70.076751	99.32033100000001	16.068495000000002	7.785583	0.678375	0.347725	0.3137	0.6609109999999999	15.787845	5.0	34.366896999999994	8.351894999999999	6.0	0.041384	1.435828	1.0	53.261435999999996	3.3035300000000003	4.0	59.659381999999994	17.480189000000003	6.0	44.980902	9.451454	2.0	81.28045300000001	9.063614999999999	4.0	0.09612000000000001	2.159227	1.0	62.519734	17.282358	3.0	71.46554
65.0	2.0	8.223033000000001	91.718712	3.1641880000000002	15.356522	0.144738	0.29151	0.406835	0.663291	16.032019000000002	6.0	92.64246700000001	6.03991	6.0	0.011763	5.607351	4.0	84.369667	5.837991000000001	3.0	22.399236	15.311672	5.0	35.187256	10.976088	6.0	22.040112	9.486906	5.0	0.013878999999999999	19.156834	3.0	74.31418599999999	7.159216000000001	5.0	57.32342
78.0	2.0	85.08447199999999	8.905516	10.469728	44.224336	0.8453799999999999	0.327108	0.9007459999999999	0.89585	6.820353	3.0	86.421642	3.222108	4.0	0.011865	4.269035	2.0	93.143383	4.9133629999999995	6.0	62.02544	12.417814	2.0	13.515192	20.643957999999998	6.0	95.980604	11.527314	6.0	0.011426	7.398196	1.0	76.93064100000001	19.106254	4.0	11.810143
79.0	2.0	72.848434	10.228145	80.31971	5.573587	0.939127	0.15408	0.935218	0.47425200000000006	10.637491	6.0	36.202482	20.06154	3.0	0.026902999999999996	2.637463	4.0	94.633358	3.9483900000000003	1.0	23.796707	18.457316	2.0	98.897304	14.590507	3.0	86.129039	14.670278	3.0	0.036278	4.340461	6.0	96.347171	23.649273	3.0	40.542353000000006
103.0	2.0	41.720729999999996	60.926120999999995	57.245654	25.362372	0.627617	0.666075	0.8779680000000001	0.885919	6.195683	4.0	17.437168	2.934395	2.0	0.047616000000000006	1.464178	6.0	77.445049	0.743423	5.0	81.004864	2.462973	4.0	14.921508	10.021	2.0	39.737051	9.012966	2.0	0.011455	5.6729650000000005	1.0	47.335244	24.932478	4.0	12.03483
140.0	2.0	97.06819399999999	14.514389999999999	70.169515	22.152473999999998	0.60596	0.239893	0.335841	0.985166	14.694010999999998	1.0	30.846823999999998	4.803647	6.0	0.027509	0.765605	6.0	19.789469	3.139447	6.0	20.862917000000003	18.162979999999997	6.0	32.937825	6.136672	3.0	5.7272620000000005	0.80166	5.0	0.013933000000000001	4.975582	1.0	21.235394	20.123198000000002	3.0	87.753389
166.0	2.0	56.31522	64.78145500000001	66.221478	5.7587	0.682918	0.753201	0.9444020000000001	0.645652	9.380114	6.0	7.313089999999999	21.784252	3.0	0.016406	4.086555000000001	5.0	76.821737	4.529682	5.0	51.410249	3.511547	6.0	47.382372	24.910106	6.0	10.177702	11.067542	2.0	0.019153	17.633193	5.0	95.030513	2.940699	6.0	12.650116
168.0	2.0	39.559461999999996	75.412692	28.976604	28.056714000000003	0.6240359999999999	0.278571	0.31698899999999997	0.55875	10.641738	4.0	51.453340999999995	4.023109	6.0	0.012216	5.86291	3.0	78.782748	2.055167	1.0	24.520504000000003	21.281643	3.0	6.064959	7.13558	3.0	17.127064	0.758376	3.0	0.021731	15.885925	2.0	49.481548	8.477764	1.0	76.377138
171.0	2.0	2.715424	69.09518800000001	15.675051999999999	41.376039	0.101938	0.550457	0.7705380000000001	0.795926	6.370603	5.0	10.651013	13.32756	3.0	0.017344	5.538037999999999	5.0	8.726695	1.548717	4.0	69.14851999999999	20.316959	2.0	23.206746	7.976437	1.0	39.43362	6.032986	3.0	0.01601	15.491251	5.0	19.584448000000002	24.15157	1.0	12.081008
173.0	2.0	51.770661	32.214378	10.865407000000001	20.394934	0.26511599999999996	0.26054499999999997	0.20333199999999998	0.719003	18.61295	4.0	30.215477000000003	8.761072	6.0	0.011378000000000001	2.272832	5.0	98.461861	5.8338790000000005	5.0	99.123919	1.611322	2.0	98.107878	8.29759	2.0	78.473357	6.117743	6.0	0.030525	18.432931	5.0	20.602422	20.81691	5.0	44.094563
181.0	2.0	7.855498	49.674960999999996	32.613732	39.043289	0.531528	0.814182	0.460294	0.9650040000000001	18.518235	1.0	39.670381	20.184416	2.0	0.020059	6.133235	6.0	25.300107999999998	2.8608849999999997	3.0	20.786122	7.331524000000001	2.0	74.169883	5.578514	1.0	77.75545699999999	7.138397	5.0	0.5204479999999999	13.903031	2.0	33.434855999999996	21.857776	2.0	44.86209
186.0	2.0	11.992322999999999	57.12874300000001	26.57671	4.189975	0.7490399999999999	0.883943	0.722592	0.7898109999999999	7.395942	6.0	49.434343	23.147349	2.0	0.103431	3.923921	2.0	48.747303	0.398498	6.0	9.17801	10.419613	5.0	9.286794	14.159360999999999	2.0	38.091341	13.395153	2.0	0.010094	18.974684	4.0	94.966725	2.452681	3.0	91.983891
226.0	2.0	95.615361	19.40407	24.188674	15.673383	0.498043	0.757301	0.334897	0.6784279999999999	22.631669	3.0	11.916325	20.720875	3.0	0.128076	5.12625	6.0	64.55324300000001	5.918091	2.0	19.403593	2.423028	1.0	6.002868	12.265022	1.0	94.25559	6.852558	2.0	0.015832	9.272114	6.0	17.837885999999997	24.023313	4.0	89.466889
227.0	2.0	33.859113	45.681908	25.881612	5.600969999999999	0.178515	0.8769899999999999	0.281369	0.257418	14.183805	5.0	61.054415000000006	20.643082999999997	1.0	0.012721	4.975706	5.0	57.98883299999999	2.7440740000000003	2.0	89.79089300000001	14.283632	2.0	25.027418	22.167908999999998	1.0	26.426469	5.974774	6.0	0.012190000000000001	17.45395	2.0	33.034316	14.165515	2.0	73.805584
240.0	2.0	3.3791290000000003	18.901791	1.6008129999999998	12.857296	0.761306	0.212785	0.529918	0.23686100000000002	22.404156	3.0	33.700472999999995	0.819378	6.0	0.014776	1.837531	3.0	74.366152	0.101204	4.0	8.80129	9.74507	5.0	70.559653	18.152297	6.0	45.118285	19.923135000000002	1.0	0.010369	9.815138000000001	5.0	31.757423	8.141514	3.0	45.342002
241.0	2.0	56.59498000000001	17.530658	3.4570559999999997	94.422831	0.835717	0.728842	0.637929	0.853247	9.731599000000001	4.0	31.261146000000004	13.923213	4.0	0.016368999999999998	0.516828	6.0	59.696229	1.136815	6.0	46.692011	2.618889	2.0	5.37703	19.502807999999998	4.0	97.23652	6.901149	6.0	0.012361	13.55918	6.0	58.162064	17.296342000000003	6.0	4.999686
251.0	2.0	14.456501999999999	26.163576000000003	59.494223999999996	12.322416	0.436766	0.725947	0.37398400000000004	0.676148	11.519894	6.0	89.069076	0.768759	2.0	0.016975	5.430091	6.0	73.286191	5.05235	4.0	57.686161	3.638357	1.0	64.774282	13.032931	1.0	78.085166	23.234832	6.0	0.047829	8.458578999999999	5.0	21.899289000000003	10.186638	2.0	71.133202
265.0	2.0	77.800264	50.350848	39.181001	5.871654	0.419451	0.37506300000000004	0.23683400000000002	0.55095	20.607246	5.0	68.46463100000001	24.670123	4.0	0.227877	0.793131	6.0	46.451741	1.47286	1.0	99.557674	19.264979	2.0	36.423854	21.857385999999998	1.0	86.341806	13.428339999999999	1.0	0.010012	0.702411	4.0	82.263529	24.563987	1.0	16.688425
275.0	2.0	35.3945	60.542564	3.5093730000000005	27.568945000000003	0.219898	0.331702	0.548193	0.323351	16.987673	4.0	55.249829000000005	23.414414999999998	2.0	0.012716	3.8019550000000004	4.0	29.708437	2.000613	2.0	14.266675	17.475518	4.0	9.757999	5.274636	1.0	3.3797669999999997	11.463558	2.0	0.015268	9.861369	4.0	76.52620300000001	23.078851999999998	2.0	6.7843160000000005
