uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
25.0	2.0	84.237972	14.355720000000002	85.836455	93.024268	0.610467	0.22121	0.42910299999999996	0.329869	19.103389	6.0	65.36238399999999	21.082041	4.0	0.017422999999999998	4.105862	4.0	66.802516	0.78046	2.0	4.958951	0.267754	4.0	44.104627	18.562857	2.0	78.708015	12.266709	4.0	0.07349299999999999	1.912205	1.0	43.708814000000004	13.648	5.0	40.743007
28.0	2.0	45.084788	53.438947	30.142125	29.936588	0.627011	0.367625	0.483177	0.38879600000000003	5.434598	3.0	75.947191	7.0487660000000005	5.0	0.012793	3.697072	5.0	52.53833100000001	2.411051	2.0	25.235691	6.689452	1.0	1.084386	20.120839	4.0	83.994302	11.148164	1.0	0.014388999999999999	14.581082	3.0	88.22312099999999	20.043526	2.0	25.100876
124.0	2.0	67.794002	67.275563	18.727	42.720905	0.400753	0.105048	0.845734	0.783501	13.191419	5.0	58.148336	25.212816	6.0	0.012676999999999999	0.389139	6.0	22.552121	2.67309	5.0	71.493367	4.041523000000001	1.0	59.582561	5.193994	3.0	13.512139000000001	8.414263	3.0	0.025962	15.08431	4.0	91.119392	2.745181	4.0	67.22243399999999
238.0	2.0	75.501757	97.250516	53.771404000000004	79.64650300000001	0.986793	0.925796	0.49317	0.591535	6.088078	3.0	37.442778000000004	13.839670000000002	5.0	0.010043999999999999	3.060012	2.0	65.619264	3.100336	1.0	11.666453	4.448257	2.0	11.14981	5.303485	2.0	65.42665600000001	15.601645999999999	4.0	0.023035	11.898238000000001	2.0	41.945646	12.696701	5.0	84.55775899999999
273.0	2.0	45.14692	74.061532	82.722881	34.586383000000005	0.815294	0.474408	0.812392	0.345575	10.032172000000001	6.0	15.410723	6.8511940000000005	4.0	0.039889999999999995	0.577967	4.0	6.193308	3.365791	6.0	1.7515180000000001	0.24890199999999998	1.0	85.245814	5.008552	3.0	82.524815	7.901472	1.0	0.39162600000000003	5.457589	3.0	42.847383	20.762952	4.0	40.027297
405.0	2.0	8.628071	61.264477	35.83522	65.059416	0.903302	0.504788	0.218092	0.158053	9.318548	5.0	22.766596	12.802206	4.0	0.01162	1.6865860000000001	3.0	13.089623	3.074776	6.0	2.3191919999999997	22.416173	1.0	37.895629	24.759875	2.0	15.455982	21.029923999999998	3.0	0.010681	18.476253	1.0	68.659001	7.883128999999999	6.0	32.818514
464.0	2.0	69.527513	26.349860999999997	22.915702	58.679623	0.259884	0.350256	0.626007	0.6118859999999999	22.373119	6.0	4.668607	12.049207000000001	1.0	0.010169	3.211388	2.0	25.621370000000002	1.6729319999999999	6.0	61.404563	7.573865	3.0	63.849532999999994	9.125747	1.0	60.665211	16.276107999999997	3.0	0.504894	13.982161999999999	1.0	18.225481	23.733782	4.0	19.500875
465.0	2.0	57.921727000000004	91.147316	50.384708	90.137771	0.194243	0.819099	0.898876	0.893241	6.707056	5.0	42.934643	12.450783	5.0	0.032788	3.0703270000000003	6.0	34.254657	5.858036	1.0	24.534822	0.6858029999999999	1.0	39.409701	24.283603	4.0	40.269524	12.457011	5.0	0.040025	8.385168	3.0	90.760991	15.710601	3.0	64.188597
515.0	2.0	47.19658	29.362409000000003	85.571179	34.81069	0.31299899999999997	0.8770049999999999	0.95929	0.588659	5.717753	5.0	87.402353	8.289503999999999	6.0	0.021009	3.449613	5.0	17.133171	5.193666	4.0	1.31165	1.2534379999999998	3.0	81.488585	19.092945	2.0	64.261833	21.044003	2.0	0.031764999999999995	7.635403999999999	3.0	68.871036	19.38406	1.0	59.840070999999995
584.0	2.0	97.033571	90.98829	80.00217099999999	37.374543	0.382796	0.29215599999999997	0.265444	0.95244	20.266422	3.0	34.518471000000005	15.935707	1.0	0.014934000000000001	3.9294510000000002	1.0	27.945851	3.063273	1.0	22.603254999999997	20.09577	6.0	5.529875	0.51172	4.0	11.613277	21.610091	3.0	0.059184	8.540516	5.0	40.837303999999996	0.807031	3.0	34.721232
