HH	HH	HH	0.09546	124	1299
HH	HH	HL	0.07082	92	1299
HH	HH	LH	0.09315	121	1299
HH	HH	LL	0.07236	94	1299
HH	HL	HL	0.02925	38	1299
HH	HL	LH	0.03387	44	1299
HH	HL	LL	0.08314	108	1299
HH	LH	LH	0.05697	74	1299
HH	LH	LL	0.14396	187	1299
HH	LL	LL	0.0254	33	1299
HL	HL	HL	0.00308	4	1299
HL	HL	LH	0.02463	32	1299
HL	HL	LL	0.04157	54	1299
HL	LH	LH	0.00462	6	1299
HL	LH	LL	0.08314	108	1299
HL	LL	LL	0.03926	51	1299
LH	LH	LH	0.00924	12	1299
LH	LH	LL	0.05158	67	1299
LH	LL	LL	0.02002	26	1299
LL	LL	LL	0.01848	24	1299
