uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
3.0	2.0	72.811921	7.513025999999999	81.79975300000001	85.130563	0.9525549999999999	0.36154200000000003	0.523502	0.577233	18.293192	6.0	63.54284499999999	1.216007	4.0	0.020859	5.791430999999999	5.0	57.989992	3.2821910000000005	2.0	9.224715	19.727760999999997	1.0	19.346906	7.899732000000001	1.0	0.011206	3.9072410000000004	1.0	95.009294	3.3829540000000002	4.0	74.930727	4.6153010000000005	6.0	50.039829
19.0	2.0	62.64524399999999	1.4745059999999999	9.340955000000001	15.839172	0.605063	0.650489	0.161557	0.369359	70.625219	6.0	40.861624	13.289198999999998	1.0	0.06665499999999999	2.17825	6.0	6.910692999999999	3.750439	6.0	43.014931	9.80006	6.0	83.748513	47.954096	3.0	0.021836	3.549181	3.0	71.474115	0.422018	6.0	24.504062	4.07651	4.0	74.635676
20.0	2.0	63.598664	16.866397	71.795321	79.055521	0.8562639999999999	0.930407	0.5458	0.6321359999999999	70.976833	6.0	2.3771869999999997	22.708011	4.0	0.10574800000000001	5.43812	4.0	4.576865	6.260745	5.0	17.08557	16.459757999999997	4.0	95.465981	56.584587	4.0	0.012988999999999999	1.394082	2.0	96.40021	4.32051	5.0	57.447084999999994	11.192961	4.0	92.786355
44.0	2.0	67.476939	15.435685000000001	25.859744	46.814906	0.719853	0.878415	0.562187	0.362448	27.379628999999998	5.0	40.816709	22.577848	6.0	0.016804	5.89389	4.0	76.63618699999999	6.182853	4.0	33.701454	3.8092379999999997	3.0	96.820748	30.787005999999998	3.0	0.016048	1.1133979999999999	4.0	20.074825	5.4358889999999995	5.0	37.771618	13.524770000000002	2.0	24.09124
61.0	2.0	20.489413	36.291257	24.425489000000002	59.566272999999995	0.262169	0.99285	0.965456	0.48926800000000004	53.08177	3.0	76.535268	18.229709	4.0	0.191339	3.584744	3.0	4.130045	3.8221220000000002	1.0	65.679962	11.947954	5.0	67.114621	21.303506	4.0	0.01048	4.835661	4.0	41.388699	1.407137	2.0	94.28546300000001	13.617338	3.0	57.843949
62.0	2.0	19.337147	35.380579	83.608018	40.868486	0.751134	0.757392	0.336936	0.9686110000000001	71.241853	4.0	12.785341	11.723261	5.0	0.022351	2.5018290000000003	3.0	9.839678999999999	5.5837330000000005	1.0	74.612181	22.192755	5.0	85.431884	2.778251	3.0	0.022417	3.874601	3.0	74.41743100000001	2.6373740000000003	5.0	30.116302	11.926281	5.0	71.593337
70.0	2.0	16.997048	7.532024000000001	18.239298	58.099629	0.974983	0.21552399999999997	0.9152379999999999	0.308448	38.693264	1.0	75.848226	13.143635	1.0	0.042702	2.883139	1.0	45.998892	3.1997869999999997	4.0	21.376959	1.997909	6.0	75.555456	34.458866	4.0	0.010221	5.072046	4.0	89.696285	2.932503	4.0	13.143482999999998	20.970926000000002	4.0	5.79692
72.0	2.0	2.4845990000000002	43.938969	95.656006	90.711484	0.483509	0.7555350000000001	0.676106	0.726711	37.387483	5.0	72.508838	16.820632999999997	3.0	0.040975	3.3995019999999996	6.0	93.223506	3.039175	4.0	99.215017	18.533578	2.0	67.028559	10.258424	4.0	0.010357	3.006081	4.0	57.795821999999994	3.684515	6.0	11.623397	23.684965	1.0	79.030855
90.0	2.0	30.237702000000002	1.074435	77.391161	7.232056	0.5483979999999999	0.40979	0.803942	0.431353	21.073644	4.0	79.574691	13.368575	1.0	0.071973	5.804767	4.0	31.809958	5.6102870000000005	2.0	89.609424	21.640001	5.0	35.286167	10.428092999999999	1.0	0.012362	3.664426	4.0	32.844894000000004	2.671311	6.0	30.238101	9.401328	6.0	4.402919
92.0	2.0	4.1985339999999995	4.966517	9.827936	21.774772	0.341221	0.36430500000000005	0.390371	0.706361	37.231115	3.0	11.714476	17.48423	3.0	0.117999	3.710088	5.0	40.629042	2.465706	3.0	51.81215	17.318175	2.0	12.842248	49.464573	2.0	0.016228	0.5632050000000001	2.0	68.411023	1.246868	6.0	30.623475	0.408215	2.0	22.659753
93.0	2.0	3.5161629999999997	33.718802000000004	15.678101999999999	90.551194	0.391314	0.825976	0.755061	0.561821	35.448661	5.0	52.860431000000005	19.434599	3.0	0.02943	2.013933	2.0	2.9802880000000003	5.3027120000000005	1.0	12.152115	20.300423000000002	4.0	67.784373	49.792744	3.0	0.010596	1.858377	3.0	78.514291	4.193443	5.0	24.851827	7.873007	3.0	44.644467999999996
96.0	2.0	48.734033000000004	1.2589700000000001	30.584988	44.642957	0.597223	0.8859	0.382637	0.535057	77.644809	6.0	51.17184	20.2919	1.0	0.033139999999999996	4.361808	1.0	6.737364	4.57562	2.0	87.40513299999999	24.491288	6.0	35.742451	52.085654	2.0	0.011696	1.9764700000000002	3.0	11.987799	3.461176	5.0	79.42506800000001	7.772505000000001	3.0	88.103607
98.0	2.0	9.314976	28.349378	44.953353	44.234239	0.9133100000000001	0.678353	0.8852899999999999	0.27325900000000003	35.236565999999996	3.0	4.56487	23.095129	1.0	0.012422	4.514087	2.0	4.981212	5.5341260000000005	1.0	3.797767	9.483895	4.0	48.261973	18.011919	3.0	0.014028	5.460511	6.0	90.09477	4.880504	1.0	14.523144	16.5014	3.0	57.032681999999994
109.0	2.0	33.898742999999996	17.377285	29.31648	75.922691	0.264846	0.807832	0.14532	0.9302809999999999	9.032187	1.0	7.058585000000001	5.148029	6.0	0.016827	1.510397	2.0	92.961393	4.5813180000000004	1.0	46.675771000000005	9.638131	4.0	76.138716	17.938446	2.0	0.024541999999999998	1.194516	1.0	47.030749	3.4153800000000003	6.0	35.972069	21.562534	1.0	4.041257
118.0	2.0	90.102265	6.970948	34.269397	12.881419000000001	0.875064	0.670582	0.9971899999999999	0.220586	66.542415	6.0	96.512314	24.605522	6.0	0.146643	3.465861	4.0	7.081052000000001	4.851607	4.0	2.766007	12.555095	6.0	9.929758999999999	71.06826	4.0	0.117505	4.275082	5.0	55.225522	5.695558999999999	3.0	23.229275	22.075047	3.0	38.599039000000005
121.0	2.0	3.5326730000000004	79.072154	88.480773	33.272507	0.608604	0.40016199999999996	0.70999	0.5440550000000001	74.23807099999999	4.0	52.220757	13.664769	5.0	0.029477	5.163962000000001	4.0	56.73828	1.535146	4.0	97.863703	22.424082000000002	4.0	46.466404	24.130496	5.0	0.047788	5.634728	5.0	30.443893	1.7586959999999998	1.0	16.292638	1.13961	1.0	93.111338
130.0	2.0	21.664229000000002	14.967553	92.868652	78.358175	0.291856	0.9834219999999999	0.20211800000000002	0.16475599999999999	41.985596	6.0	41.473383	18.603951000000002	1.0	0.010039	5.147096	5.0	72.762776	3.564517	4.0	76.3028	4.69364	1.0	61.987832	67.090009	1.0	0.010245	3.745483	5.0	26.995156	4.514165	4.0	73.328738	6.49897	2.0	40.852263
148.0	2.0	92.73078199999999	2.591525	31.521365999999997	80.330698	0.519856	0.812083	0.821103	0.9088450000000001	10.744098	4.0	1.900137	6.859310000000001	5.0	0.015332	2.620144	6.0	57.12722900000001	1.439353	4.0	61.502251	24.509838000000002	6.0	21.982637	25.731996	4.0	0.013788	5.697296	1.0	6.064344	3.7965839999999997	5.0	89.76231899999999	1.617858	4.0	24.065739
156.0	2.0	34.964455	26.150826000000002	6.862017999999999	28.217284999999997	0.619939	0.698665	0.9677100000000001	0.44985299999999995	66.723107	2.0	59.520991	5.377843	5.0	0.015287	6.249187999999999	4.0	18.182389	3.616529	2.0	65.31348	18.424432999999997	6.0	14.295174	34.325183	1.0	0.15373	1.717453	3.0	90.628043	5.529029	5.0	1.167881	20.940773999999998	1.0	53.065024
166.0	2.0	53.883585	13.181335999999998	42.998540000000006	66.810528	0.645175	0.7598189999999999	0.321058	0.367656	9.071439	1.0	62.308088	1.5647360000000001	4.0	0.01886	1.42593	4.0	64.542477	5.751473000000001	4.0	2.674246	10.797222999999999	6.0	94.116571	13.309396	5.0	0.028755000000000003	1.6808740000000002	2.0	75.49604000000001	4.969005999999999	5.0	85.381074	18.955439000000002	6.0	86.820359
174.0	2.0	37.345682000000004	10.087684	29.410125	66.676006	0.752486	0.7224109999999999	0.15923299999999999	0.413103	10.324508999999999	6.0	2.078198	15.223317999999999	2.0	0.020672	1.031536	3.0	66.013488	2.678449	3.0	3.118949	20.545915	2.0	61.074222	64.42373	3.0	0.085667	4.307233999999999	1.0	84.56273900000001	3.160564	4.0	21.973471	11.844828	1.0	78.785763
