uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
108.0	2.0	24.310304000000002	74.583692	42.911547999999996	68.70778299999999	0.234711	0.648712	0.261021	0.42608	12.781592	2.0	81.67893000000001	5.131341	4.0	0.015638	1.062567	4.0	33.602959000000006	2.4011270000000002	5.0	12.519366	6.779142	2.0	1.2038440000000001	51.350134000000004	3.0	83.714601	3.617092	2.0	0.011062	0.09974	6.0	88.57764499999999	1.973027	5.0	50.389392
109.0	2.0	13.939006	81.76475	21.091752	47.577306	0.7885270000000001	0.632867	0.988325	0.24185900000000002	15.695464000000001	6.0	25.145618	24.497037	1.0	0.024622	2.231296	3.0	87.597166	1.018297	3.0	13.868910999999999	0.404675	1.0	73.134118	0.900494	4.0	10.236355999999999	9.094046	3.0	0.042282	3.295988	5.0	2.4645040000000003	1.593062	5.0	16.864375
128.0	2.0	33.789683000000004	77.643341	52.280211	43.410696	0.296763	0.359617	0.40686100000000003	0.650933	1.4000700000000001	5.0	14.893875	68.756831	5.0	0.013538999999999999	1.3626340000000001	1.0	78.20420899999999	1.736234	4.0	58.302727000000004	12.815775	3.0	67.343588	18.529081	2.0	59.198260999999995	5.194195	3.0	0.121275	3.6112269999999995	1.0	63.139213	1.821073	4.0	72.879305
155.0	2.0	56.766038	83.91832600000001	6.230412	75.30996999999999	0.222229	0.29785	0.497925	0.610754	22.00394	6.0	13.051014	16.446397	2.0	0.015674	3.0239380000000002	2.0	39.078375	0.527938	4.0	36.155742	1.661966	1.0	80.770067	4.522183	6.0	77.36868100000001	18.440492000000003	3.0	0.010831	2.167507	2.0	1.7094049999999998	1.9166009999999998	4.0	66.595672
201.0	2.0	95.308512	54.506764000000004	22.021476	90.136333	0.416491	0.9573020000000001	0.760551	0.267302	15.388855	6.0	82.281424	3.967362	4.0	0.01284	5.794967	6.0	92.777888	2.9310110000000003	6.0	15.471095000000002	0.5609890000000001	1.0	93.566839	11.463172	4.0	2.879916	15.538742999999998	4.0	0.016212	0.407447	6.0	18.584766000000002	3.8937839999999997	2.0	64.222199
213.0	2.0	20.408907	98.793181	96.80747099999999	79.69003000000001	0.9488409999999999	0.763636	0.787025	0.496275	3.777943	4.0	47.099299	44.389731	4.0	0.098481	4.4717199999999995	6.0	7.3152539999999995	3.9615720000000003	1.0	47.980323999999996	0.739548	2.0	55.275137	5.801907	3.0	55.902506	22.438054	2.0	0.014433000000000001	4.077725	1.0	41.643121	3.821563	3.0	34.791475
226.0	2.0	36.565121000000005	82.001603	89.27428499999999	88.703138	0.16816099999999998	0.475163	0.2899	0.6945600000000001	6.241384	2.0	2.7824240000000002	56.657504	3.0	0.080191	0.546257	6.0	8.293241	5.0608830000000005	5.0	12.022787	12.56855	5.0	35.240032	64.952125	3.0	6.489726	13.905792000000002	3.0	0.037762000000000004	3.741683	5.0	67.519475	1.6627439999999998	4.0	74.755735
320.0	2.0	51.88272	18.562123	47.810023	90.240921	0.296496	0.51089	0.879144	0.37291799999999997	10.499819	6.0	48.667653	25.18132	2.0	0.019698	3.5503449999999996	3.0	20.492484	0.522403	2.0	2.810314	5.1880440000000005	1.0	9.31517	32.361036999999996	6.0	19.082658	7.073236	1.0	0.010106	5.71922	4.0	49.843608	5.742648	4.0	83.536034
338.0	2.0	54.58659599999999	93.02781800000001	82.492297	48.548089000000004	0.536037	0.38776700000000003	0.22459	0.8654270000000001	18.252470000000002	5.0	2.059376	57.028180000000006	3.0	0.014532	0.169356	1.0	66.711554	3.962546	5.0	80.54315600000001	13.38359	6.0	7.144252000000001	20.539254	4.0	85.58402199999999	17.186611	6.0	0.17258099999999998	0.598208	5.0	10.409094999999999	3.059604	4.0	93.143886
374.0	2.0	80.176817	23.253954	28.671443	10.168839	0.328575	0.788654	0.3231	0.8528450000000001	12.030692	4.0	42.7282	64.615852	4.0	0.017823	1.263831	1.0	84.17328499999999	1.841955	6.0	37.741592	16.430149	1.0	40.725968	15.060998000000001	6.0	71.266234	22.337298999999998	3.0	0.217957	2.02645	5.0	90.856211	4.301698	6.0	73.377553
418.0	2.0	77.752972	98.07725	79.285847	82.596572	0.5736640000000001	0.204198	0.887009	0.5441739999999999	18.475138	6.0	1.652414	74.794411	1.0	0.01884	1.986358	1.0	1.6243	1.5004950000000001	4.0	78.21727299999999	23.262804	5.0	92.328762	21.398774	2.0	27.297373999999998	12.607148	5.0	0.014697	4.421933	5.0	4.244187	1.04762	4.0	11.820530999999999
490.0	2.0	74.373963	39.100879	2.369135	25.808621	0.18243800000000002	0.17483800000000002	0.12980799999999998	0.437846	10.55932	4.0	74.40464399999999	29.7305	6.0	0.013529	3.677857	3.0	25.858141	2.854584	2.0	13.110792000000002	13.927610000000001	1.0	12.805636999999999	21.890856	2.0	51.167691	17.847959	5.0	0.021789	0.272925	2.0	25.437827	1.43844	4.0	51.583294
566.0	2.0	8.78769	95.101846	96.073565	17.033475	0.131108	0.231275	0.848182	0.779886	20.479383	6.0	73.71215699999999	75.761478	4.0	0.02777	1.450177	5.0	23.344962	3.638376	6.0	15.238554999999998	10.873263	4.0	8.398114999999999	15.943257000000001	1.0	56.622403000000006	13.448417000000001	5.0	0.02547	2.400307	3.0	25.093584	2.1323950000000003	1.0	95.68654699999999
597.0	2.0	40.276498	99.662933	52.762730000000005	70.794275	0.921632	0.300631	0.489016	0.32339	11.203662	3.0	26.926799	27.999785	6.0	0.017416	0.72412	4.0	20.695039	6.2610779999999995	2.0	9.514227	19.562601	5.0	7.264880000000001	48.221195	3.0	95.11760500000001	4.6580129999999995	3.0	0.013959000000000001	4.181466	1.0	54.329522	0.969983	2.0	75.887671
731.0	2.0	18.97288	37.323676	86.580814	77.902546	0.123451	0.251179	0.8760950000000001	0.7616390000000001	19.226441	2.0	79.880634	30.334079	2.0	0.01775	1.3506200000000002	4.0	73.355522	5.983813	2.0	11.999436	0.96777	3.0	22.754398000000002	56.38916999999999	5.0	96.12571700000001	20.148485	2.0	0.011996	0.8926299999999999	5.0	67.071309	5.846023000000001	2.0	79.80851
817.0	2.0	69.020927	63.207181999999996	92.683112	37.591193	0.380062	0.184321	0.43222299999999997	0.104655	13.472948	1.0	85.145599	60.322677	6.0	0.024016	0.540886	6.0	79.902913	0.46958500000000003	6.0	6.637592	0.715797	5.0	56.68115600000001	4.267563	1.0	32.318388	16.426861	3.0	0.014066	1.2587629999999999	1.0	39.675467	3.39866	3.0	50.145258
855.0	2.0	87.318126	44.723137	65.022599	56.560352	0.300131	0.75412	0.183583	0.346024	16.685329	3.0	1.9987540000000001	7.786552	1.0	0.016312	1.035937	3.0	10.988237	3.931985	2.0	88.563092	11.604057000000001	3.0	8.172292	58.921163	6.0	17.889706	7.33652	2.0	0.010001000000000001	5.274376999999999	4.0	36.167372	0.628355	4.0	24.241126
966.0	2.0	8.655789	77.489377	78.39320699999999	18.046447	0.674983	0.204767	0.106602	0.8111	8.424211999999999	5.0	93.41210600000001	68.107067	6.0	0.050166	4.709122	3.0	57.843976	3.729367	3.0	59.970664	1.467411	1.0	69.511223	24.527712	2.0	27.933896999999998	8.946741000000001	4.0	0.011685	2.839268	4.0	18.997248000000003	5.108994	2.0	62.596985
979.0	2.0	86.076713	73.100038	97.136612	57.101969	0.269782	0.16681300000000002	0.14399800000000001	0.947795	2.360329	3.0	41.685828	31.735837	5.0	0.013581999999999999	3.2133580000000004	1.0	10.866107000000001	4.9495260000000005	6.0	21.879777	11.523748	1.0	62.171859	50.130907	3.0	34.217096999999995	20.818255999999998	1.0	0.010935	4.755815	3.0	34.414384999999996	4.993306	3.0	60.099217
1234.0	2.0	27.758497	87.52362600000001	47.877462	52.238155	0.32195999999999997	0.754155	0.7452840000000001	0.361874	4.010003	5.0	55.888673	21.34826	5.0	0.014537999999999999	1.0057909999999999	3.0	31.899995	5.446048	5.0	30.20328	0.489466	2.0	42.614005	45.725474	6.0	85.23759100000001	6.364311	1.0	0.053252	3.5760980000000004	2.0	86.234009	3.97304	6.0	57.615448
1324.0	2.0	40.489351	52.68821	89.96700600000001	45.652574	0.16395	0.29486100000000004	0.531285	0.794851	8.001068	6.0	8.731678	49.082588	4.0	0.026938	1.039318	3.0	56.177114	1.970635	4.0	55.615865	21.051313	4.0	22.069301	33.256060999999995	4.0	94.830196	14.006138	6.0	0.088184	1.878377	2.0	96.90853299999999	5.158761	5.0	11.377241
1370.0	2.0	75.057321	69.581728	77.015098	74.364292	0.198981	0.58926	0.49735799999999997	0.9797309999999999	14.271514999999999	5.0	33.190211	45.218799	1.0	0.037721	1.271514	5.0	33.826487	5.602197	5.0	7.061306	1.7546169999999999	2.0	81.71801500000001	46.118834	2.0	6.102607	5.887176999999999	1.0	0.019118	1.227905	4.0	99.347218	0.554833	3.0	82.66820200000001
