uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	2.0	28.656144	37.690743	2.402693	67.164647	0.630043	0.6847770000000001	0.765252	0.608233	17.547393	1.0	83.704086	21.183509	6.0	0.014658000000000001	17.186841	6.0	26.291572	14.667776000000002	1.0	43.186896000000004	22.415479	3.0	0.023328	3.231061	3.0	62.895713	3.049916	2.0	85.18119	14.600807000000001	5.0	70.8284
15.0	2.0	36.824026	92.514678	17.795106	11.843021	0.7208289999999999	0.129252	0.695887	0.797307	77.556454	4.0	57.803090000000005	17.445362	4.0	0.016579	11.275333999999999	4.0	65.984915	9.217922	3.0	48.309076	18.234597	2.0	0.020497	1.3268209999999998	4.0	12.788298	0.801238	3.0	75.39555	15.065304999999999	3.0	82.596356
46.0	2.0	46.916359	32.397826	2.390836	2.305981	0.9966299999999999	0.47200200000000003	0.454978	0.938059	67.437374	3.0	91.93409	15.060503	5.0	0.051454999999999994	8.361011	4.0	45.637693	22.735119	6.0	87.30159499999999	14.133576000000001	1.0	0.013719	0.349992	3.0	57.519773	3.558783	2.0	81.858515	15.278165	3.0	27.919556
48.0	2.0	57.032368999999996	23.655259	2.0438509999999996	36.005909	0.9191010000000001	0.18590299999999998	0.44854399999999994	0.564738	16.256505999999998	2.0	48.579477000000004	1.4831809999999999	5.0	0.015189	14.085915	5.0	54.198935999999996	12.287835000000001	6.0	29.188198999999997	6.034868	5.0	0.01349	4.466406	2.0	71.351938	5.2827459999999995	6.0	5.621281	15.927485999999998	5.0	27.005739000000002
58.0	2.0	30.868555999999998	35.989156	15.835119	9.884807	0.8318200000000001	0.307086	0.21350999999999998	0.784613	52.310297	5.0	29.165678999999997	6.372102	2.0	0.128673	14.233223	5.0	52.198558	15.927465	6.0	73.7063	70.288416	6.0	0.031688	1.7012759999999998	5.0	32.11007	2.579159	1.0	33.335898	15.064307000000001	5.0	12.157149
64.0	2.0	36.014941	27.330671000000002	65.21301600000001	13.930168	0.322876	0.318161	0.11758800000000001	0.962714	50.11882	6.0	28.003279	15.578776999999999	3.0	0.01849	16.049375	1.0	26.745348	24.389675	6.0	91.839314	61.190222	5.0	0.010189	4.797618	4.0	29.889467	2.623511	1.0	92.621208	6.068166000000001	4.0	22.933735000000002
67.0	2.0	99.207241	79.28938199999999	6.21932	34.63863	0.9987739999999999	0.659928	0.909597	0.6169560000000001	73.02227099999999	6.0	29.754702	17.426012	5.0	0.873188	9.467835000000001	5.0	89.507968	24.979748	5.0	83.914015	47.870265	4.0	0.014294	3.8879080000000004	4.0	6.637383	5.839059	1.0	5.945945	12.406523	4.0	4.351306
116.0	2.0	9.668809	44.021190000000004	32.225796	27.632655	0.18507	0.9590110000000001	0.953526	0.9403299999999999	57.876402	5.0	93.966034	9.864264	6.0	0.133608	1.632058	5.0	36.437979	20.389715	2.0	83.62418000000001	7.211807	1.0	0.023137	2.605271	1.0	18.334546	3.961901	3.0	38.228941	23.839102	4.0	5.811502
128.0	2.0	6.5182839999999995	35.76806	68.864683	12.079606	0.435802	0.679458	0.48836899999999994	0.699864	10.530708	2.0	32.410684	21.769408	2.0	0.026685000000000004	6.845178	4.0	93.618527	7.885635000000001	2.0	29.411419	1.878132	4.0	0.011983	5.774416	1.0	69.241382	2.811689	1.0	42.120415	9.616268	5.0	70.46577099999999
158.0	2.0	13.53624	44.579570000000004	14.57245	34.759901	0.44609799999999994	0.218615	0.837219	0.723978	37.684988	5.0	75.622055	6.416426	4.0	0.034756999999999996	11.815582000000001	4.0	53.644754000000006	1.248204	2.0	49.996378	76.962691	3.0	0.01608	5.344083	2.0	6.214403	4.858969999999999	5.0	92.81997	21.098232	5.0	91.017753
