uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
221.0	4.0	40.472143	79.40075	21.439655	13.108629	0.32356399999999996	0.567891	0.317242	0.410415	27.936429999999998	6.0	99.290324	20.331882	5.0	0.026275	9.451858999999999	6.0	77.050076	3.312882	5.0	26.958758000000003	67.490095	4.0	0.8137840000000001	4.13391	3.0	74.504308	5.628767	5.0	76.610412	7.685169999999999	4.0	59.654942000000005
245.0	4.0	84.87911	90.231836	15.398692	14.501138000000001	0.575485	0.971714	0.379898	0.782602	22.63039	5.0	95.048704	15.965269000000001	3.0	0.018598	15.287741	4.0	59.10335500000001	13.550961	4.0	31.623490999999998	74.416993	4.0	0.011642	4.767911	5.0	3.109343	0.350224	2.0	57.617743999999995	5.04216	6.0	13.709605999999999
274.0	4.0	22.540022	24.053105	38.038234	8.354442	0.7903439999999999	0.23368000000000003	0.644229	0.47255	35.324591999999996	3.0	68.661508	18.564905	4.0	0.026701	7.323883	2.0	60.712635999999996	6.990049000000001	1.0	17.865944	21.464898	1.0	0.015018	3.941126	4.0	31.449972	2.158391	6.0	29.189719	3.195635	2.0	93.28777
318.0	4.0	17.064847	98.943248	92.784577	62.96305	0.9085540000000001	0.337302	0.735434	0.446718	53.590239000000004	6.0	9.55304	5.326524	1.0	0.97493	17.461928	6.0	62.388121999999996	17.5308	5.0	77.007279	78.269672	4.0	0.011967	2.4198419999999996	5.0	90.91597800000001	1.581007	2.0	62.792835	6.7203740000000005	6.0	47.337278999999995
355.0	4.0	85.073973	33.811632	26.737084999999997	33.347609000000006	0.889674	0.33450799999999997	0.506274	0.38800999999999997	78.299934	3.0	45.505349	25.120670999999998	1.0	0.013446000000000001	9.117403	5.0	18.419415	17.532974	5.0	51.414184000000006	69.521546	4.0	0.031423	0.977759	1.0	77.016317	5.287008	4.0	22.022407	9.884535000000001	2.0	85.382892
391.0	4.0	88.328424	89.790749	62.682880000000004	46.339959	0.932313	0.499463	0.8868389999999999	0.135904	22.627887	3.0	38.00159	14.48085	6.0	0.28327199999999997	15.231423000000001	6.0	46.397553	4.091144	4.0	51.122434999999996	21.789942	2.0	0.128796	3.6262760000000003	1.0	60.865480000000005	0.095593	2.0	61.641946999999995	11.073426	6.0	77.021233
454.0	4.0	34.675933	96.948409	61.630139	69.14028	0.305807	0.40316199999999996	0.454808	0.8688100000000001	72.732208	5.0	50.388729	20.152686	1.0	0.011244	12.421393	6.0	33.237734	12.036223	3.0	88.18889399999999	8.245171000000001	1.0	0.08711	4.265655000000001	5.0	27.010785	3.176326	6.0	94.621783	21.896254000000003	4.0	6.828869999999999
533.0	4.0	24.561902	6.936339	62.617578	30.997431	0.231042	0.20167100000000002	0.160326	0.774954	3.409219	5.0	60.697674	11.681925	3.0	0.042878	8.740375	6.0	28.977288	21.026346	4.0	15.724433	75.660495	4.0	0.044364	3.6225709999999998	5.0	49.343761	4.839315	4.0	76.693148	10.217839999999999	1.0	94.480405
654.0	4.0	87.8955	30.548336	59.67886899999999	32.441902	0.935451	0.749732	0.852774	0.624646	15.894476999999998	2.0	73.598337	18.127478	3.0	0.013838999999999999	6.573504	4.0	56.90058199999999	5.260756	2.0	69.862925	69.713295	3.0	0.016138	1.849721	4.0	77.855591	3.494732	4.0	97.71402900000001	24.241417000000002	1.0	32.740590000000005
701.0	4.0	86.568125	52.811841	30.281384999999997	89.29000699999999	0.9641930000000001	0.9144	0.75073	0.464883	10.374437	6.0	48.075311	4.166728	3.0	0.053270000000000005	3.6061160000000005	6.0	90.03253000000001	19.898544	6.0	5.57259	38.890440999999996	1.0	0.058148000000000005	5.430196	2.0	14.128910999999999	1.8873830000000003	2.0	86.046612	19.312322	4.0	58.847260999999996
713.0	4.0	81.17681	9.779352000000001	55.114383999999994	33.779635999999996	0.457805	0.18333	0.578631	0.647339	44.439069	6.0	98.831232	6.816337	3.0	0.074897	4.125916	4.0	66.818503	17.244556	1.0	47.904014000000004	29.583149	1.0	0.01314	2.214155	1.0	64.520212	2.722265	2.0	54.65341	5.747122	4.0	51.25821
899.0	4.0	11.494339	99.290741	35.370241	94.214464	0.113878	0.742804	0.53447	0.497496	28.680103000000003	2.0	9.195749000000001	7.2634479999999995	3.0	0.064841	6.005808	3.0	38.327185	4.628278	6.0	19.750985999999997	25.646152999999998	2.0	0.011126	5.894413	3.0	94.458283	2.3006450000000003	2.0	1.666695	12.739132000000001	2.0	44.726849
913.0	4.0	72.7869	29.118623	83.198355	18.111124	0.391007	0.420058	0.413121	0.948048	28.146411999999998	5.0	57.682448	5.358798	4.0	0.189634	18.38539	4.0	9.559832	18.043653	1.0	69.128376	13.564894	1.0	0.011481	0.45443199999999995	5.0	22.956332	0.736201	4.0	25.829504	11.346016	1.0	12.167158
953.0	4.0	35.767483	31.364059	52.121097999999996	41.9585	0.158167	0.46641800000000005	0.734187	0.949966	28.489062	6.0	75.060242	1.666296	2.0	0.049798	7.876727000000001	6.0	46.588235	12.435406	1.0	72.664315	18.150527	1.0	0.057642	5.340929	3.0	5.085388	0.454455	5.0	68.533313	18.594783	2.0	99.188564
994.0	4.0	64.272898	54.819908999999996	73.809538	10.02551	0.931001	0.8523790000000001	0.43715600000000004	0.656067	10.731856	4.0	29.340026	20.194664000000003	3.0	0.183872	17.497404	4.0	91.482582	1.815708	4.0	29.491372	12.451411	1.0	0.034912	2.227749	4.0	95.772288	2.868623	3.0	53.843887	20.829185	4.0	8.962146
