uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
6.0	3.0	6.296125	43.581115000000004	11.006798	91.478235	0.7336090000000001	0.13785999999999998	0.809729	0.36753	13.094697	4.0	77.34064599999999	3.193197	3.0	0.018644	17.395097	3.0	53.274009	17.632792000000002	5.0	24.122841	46.24022	5.0	0.027974000000000002	1.2452450000000002	4.0	3.4083099999999997	3.8018699999999996	6.0	93.65479	20.750139	2.0	57.585190000000004
17.0	3.0	63.101276	45.068169	16.978731	29.834822999999997	0.663205	0.5728880000000001	0.435662	0.269367	43.86535	2.0	74.00389100000001	24.158373	3.0	0.014363999999999998	15.072605	6.0	74.414539	19.329860999999998	1.0	74.347921	42.053886	1.0	0.032147	0.11180799999999999	6.0	37.620166999999995	0.27299	1.0	67.113792	2.425425	4.0	71.602315
29.0	3.0	99.767557	46.478984999999994	45.392962	26.164507999999998	0.787642	0.656135	0.511712	0.179519	55.142954	1.0	61.200726	2.244345	6.0	0.013324	16.237735	6.0	69.412155	12.901035	3.0	69.14448900000001	69.764036	1.0	0.033757999999999996	2.442973	5.0	25.447539000000003	1.1052799999999998	1.0	52.205056	15.399432000000001	5.0	57.863527000000005
31.0	3.0	7.698160000000001	21.642463	20.661927	54.833518000000005	0.424832	0.115638	0.27965999999999996	0.4277	73.43259	1.0	90.84788499999999	16.232720999999998	3.0	0.075055	10.752801	4.0	13.883749	14.225926000000001	5.0	37.375448	71.983251	5.0	0.028025	1.912031	4.0	75.61586700000001	4.865515	5.0	93.801456	23.163051	4.0	21.064918
33.0	3.0	18.893301	75.366212	92.133647	88.06339799999999	0.617224	0.318436	0.9543729999999999	0.6246149999999999	58.507735	4.0	8.897464999999999	24.640355	1.0	0.010381	15.628245000000001	2.0	82.356861	4.9139919999999995	2.0	59.124528000000005	20.73798	6.0	0.049092000000000004	2.678202	3.0	41.738563	2.250699	6.0	28.88822	4.206576999999999	5.0	75.931607
34.0	3.0	2.144893	90.538318	98.057482	51.679961	0.41744799999999993	0.217498	0.486329	0.115878	61.142506999999995	4.0	83.617387	23.066686999999998	6.0	0.014094	4.325019	4.0	58.434445999999994	15.941975	2.0	85.69273199999999	5.319621	1.0	0.01375	2.601588	3.0	16.750207	5.498604	4.0	93.697972	19.751309	5.0	53.395404000000006
53.0	3.0	11.470193	98.819532	47.650490000000005	59.906654	0.954833	0.526575	0.518524	0.233794	30.477909999999998	6.0	64.69091	5.020116000000001	2.0	0.046361	6.8009830000000004	1.0	95.53756700000001	15.082485	5.0	76.987496	17.97214	2.0	0.056174	4.48215	6.0	28.860315999999997	0.757275	5.0	52.006165	24.097898999999998	5.0	92.53751700000001
71.0	3.0	25.794822	56.63985699999999	38.336744	54.538329000000004	0.141317	0.881857	0.608799	0.21798800000000002	72.815848	1.0	72.020157	3.524007	5.0	0.10646800000000001	17.571865	4.0	69.525463	24.632496	1.0	4.0918	15.453228	6.0	0.015715	2.8248599999999997	5.0	89.805858	0.8304159999999999	4.0	67.183267	0.38773	1.0	55.93063299999999
86.0	3.0	13.459942000000002	60.410566	55.72824	55.56681999999999	0.14107	0.37356300000000003	0.717856	0.694343	39.493392	5.0	55.444324	24.75638	3.0	0.29644000000000004	12.278049000000001	4.0	29.454390999999998	24.789552	6.0	30.010359	13.453918	5.0	0.011168	2.575934	2.0	2.346155	1.9477470000000001	4.0	33.33596	17.825254	6.0	17.20366
89.0	3.0	24.047332	42.482861	98.634089	18.225501	0.42477	0.861073	0.37085300000000004	0.679892	29.096368	5.0	17.290693	3.849906	1.0	0.014063999999999998	6.968261	6.0	76.63297299999999	17.011564	5.0	72.51310699999999	65.998458	5.0	0.10933	5.544574	4.0	55.624663	0.376896	6.0	75.25110699999999	3.526958	1.0	65.014338
95.0	3.0	4.0568349999999995	74.361479	21.354264	86.21519	0.437413	0.794926	0.599765	0.45181899999999997	15.373513	4.0	99.63457700000001	21.580476	6.0	0.011589	4.172179	2.0	90.616166	13.018803	3.0	30.97196	18.823131	1.0	0.022524000000000002	4.063302999999999	6.0	92.43306899999999	4.415489	5.0	38.142879	15.516670000000001	4.0	52.45320600000001
98.0	3.0	41.572586	33.354519	42.956573	99.615397	0.823722	0.27592	0.298016	0.8663549999999999	45.869627	2.0	91.56012199999999	9.957349	2.0	0.011491	6.231439	4.0	41.037572999999995	8.252709	6.0	92.477639	26.499933000000002	5.0	0.011997	1.9227869999999998	2.0	78.527519	2.410781	3.0	9.379705	16.388126	2.0	66.521419
106.0	3.0	16.590188	62.161621	84.304958	99.825523	0.6358189999999999	0.95942	0.8718940000000001	0.454639	77.204082	3.0	17.262631	6.8009960000000005	2.0	0.069258	3.5400440000000004	4.0	28.881849	22.456356	4.0	51.09975	78.019868	1.0	0.036483999999999996	5.360592	3.0	50.238649	1.2517479999999999	1.0	60.6841	3.7782190000000004	2.0	42.037986
107.0	3.0	29.087799	27.715621000000002	7.952567999999999	74.826196	0.798218	0.35831	0.171112	0.669291	21.187562	4.0	19.930152	6.774641	2.0	0.017987	8.590015	6.0	82.721272	18.07217	3.0	21.980324	73.725945	1.0	0.033746	3.8065620000000004	6.0	18.384903	5.827992	2.0	89.66059200000001	10.930722	3.0	90.87111999999999
113.0	3.0	12.674973	81.278109	5.6579440000000005	80.376857	0.28931100000000004	0.676517	0.477567	0.39376300000000003	75.81591800000001	1.0	22.216393	21.203098999999998	6.0	0.031577999999999995	7.764431	5.0	14.548781	1.41	1.0	16.311223000000002	45.523955	1.0	0.01141	1.9069049999999999	6.0	78.571267	0.19551	4.0	35.524073	16.249919000000002	4.0	67.754992
125.0	3.0	27.173688000000002	70.264547	67.499169	39.677797	0.676521	0.41875	0.574358	0.314231	27.872833	3.0	94.474876	16.792925	4.0	0.015428	6.269807	6.0	69.54066	18.936346	5.0	71.730233	9.351015	3.0	0.030715	4.71289	5.0	23.569439000000003	3.8926010000000004	5.0	49.369603999999995	3.117739	5.0	39.911179
135.0	3.0	65.391871	78.333384	30.096777000000003	64.433583	0.4938	0.6258	0.480296	0.953334	55.035171999999996	6.0	60.075748	23.643361	4.0	0.010014	8.299142	5.0	98.132124	18.57186	5.0	36.543015000000004	8.131146000000001	5.0	0.018067	2.929725	1.0	25.767433999999998	5.880943	2.0	4.899209	14.995187	6.0	89.898838
138.0	3.0	70.28186600000001	22.713132	97.67043199999999	22.033825	0.14713199999999999	0.625293	0.15601800000000002	0.170541	34.325601	5.0	91.002557	14.425119	6.0	0.028836	11.926350999999999	3.0	21.123978	17.851098	4.0	73.811572	18.379009	2.0	0.092481	1.95705	6.0	93.43731700000001	1.144068	2.0	44.000341999999996	8.957422	1.0	14.171257
152.0	3.0	49.870946999999994	27.422598999999998	91.395992	16.967306	0.22761900000000002	0.43501899999999993	0.9815790000000001	0.640827	39.641673	3.0	50.083159	12.725503	6.0	0.038831	15.936810000000001	5.0	42.09608	15.211176000000002	1.0	77.10392900000001	15.389748999999998	2.0	0.125052	5.534453	6.0	63.179543	1.7993990000000002	4.0	18.6813	1.460266	2.0	43.462655
172.0	3.0	83.224929	59.537791000000006	12.397374000000001	79.361575	0.549239	0.182202	0.9399290000000001	0.9668690000000001	29.578758	5.0	43.464152	3.7713949999999996	4.0	0.062058	15.789280999999999	3.0	96.975497	3.5586870000000004	4.0	99.06851999999999	6.247225	2.0	0.036442	2.330718	5.0	97.697222	2.198746	2.0	48.149689	18.584332999999997	6.0	83.836033
181.0	3.0	15.746595999999998	83.205759	11.663200999999999	51.145817	0.747757	0.233386	0.6195649999999999	0.387637	46.673790999999994	5.0	36.994158	5.374932	4.0	0.270039	11.171319	4.0	73.67268	23.964855	4.0	19.695846	13.017613	5.0	0.018265	1.848094	2.0	88.622033	4.535304	1.0	26.772203	4.513255	6.0	89.410487
185.0	3.0	21.50206	57.842886	13.941679999999998	37.248377000000005	0.461553	0.582507	0.283442	0.258313	65.08479100000001	5.0	73.53631800000001	14.905975	3.0	0.01208	12.10516	2.0	16.674136999999998	14.488660999999999	6.0	92.318453	56.45693299999999	3.0	0.021518000000000002	4.131009	3.0	81.768615	3.66928	6.0	95.943039	21.128418	2.0	95.05905200000001
204.0	3.0	97.58482099999999	43.685082	53.78889399999999	52.183586	0.5115729999999999	0.659517	0.689172	0.9134620000000001	51.181618	5.0	74.444862	22.017167999999998	5.0	0.050538	6.276543	3.0	66.23163100000001	10.665521	3.0	48.099453999999994	60.366253	3.0	0.010178	4.227215	4.0	77.50534	0.319291	3.0	70.102114	11.563839999999999	2.0	50.469701
208.0	3.0	63.6022	30.906741999999998	69.435665	37.626277	0.179411	0.444745	0.24348699999999998	0.98203	30.323868	6.0	62.766765	8.442041	1.0	0.046817000000000004	17.323645000000003	4.0	88.164988	19.216434	3.0	33.148452	62.730245999999994	6.0	0.016873	3.3734	5.0	71.688551	4.778519	5.0	2.3972580000000003	22.455217	2.0	77.62237900000001
209.0	3.0	60.024308	19.111619	41.751971999999995	62.013806	0.665667	0.12048099999999999	0.35998600000000003	0.780159	52.75005600000001	5.0	58.340945	0.421367	4.0	0.01004	13.831264000000001	6.0	84.072413	8.71907	1.0	85.660302	62.132865	1.0	0.015177000000000001	1.938869	4.0	81.93799200000001	0.678937	6.0	32.162282	3.32079	1.0	90.898804
210.0	3.0	31.613437	25.832817000000002	88.18526899999999	29.169553999999998	0.954699	0.23113699999999998	0.186522	0.774892	31.350552	6.0	37.232652	19.414064	2.0	0.036551	4.636744	4.0	79.884265	15.848782	3.0	95.349503	57.825828	3.0	0.023021	0.585201	6.0	68.45602	1.74597	6.0	52.094964000000004	24.193388	4.0	95.233742
216.0	3.0	27.148464	35.305921000000005	57.915477	57.605056999999995	0.755364	0.223748	0.7434069999999999	0.285885	50.763784	3.0	25.226051000000002	5.50758	2.0	0.010539	12.576532	5.0	42.683783	11.207656	5.0	80.126841	3.2376	5.0	0.017227000000000003	0.088532	1.0	6.944742	3.0082020000000003	3.0	32.540452	4.57979	3.0	54.490922999999995
217.0	3.0	42.040662	59.725015	68.603448	59.616248	0.9785739999999999	0.193149	0.793266	0.765458	41.326758	6.0	97.419986	7.685791	5.0	0.020404	7.598656	2.0	28.692555	18.156185	1.0	19.706027	26.109683	1.0	0.024146	2.833307	2.0	93.894338	1.9039400000000002	3.0	26.296339	13.731457	4.0	81.89881
224.0	3.0	9.722103	61.920442	11.432145	48.590905	0.8694350000000001	0.217283	0.38508200000000004	0.501504	34.020188	6.0	84.758083	17.669628	2.0	0.013615	8.408017	6.0	47.806948999999996	19.849930999999998	4.0	70.80054	12.000233	2.0	0.012241	2.241972	1.0	52.286355	4.200786	4.0	27.329147999999996	10.792767999999999	4.0	97.122687
258.0	3.0	63.921962	91.261827	82.8006	57.931748999999996	0.839255	0.9535680000000001	0.8798020000000001	0.19286099999999998	71.886234	5.0	61.825869	18.647907	1.0	0.049819	6.265464	2.0	45.626703000000006	6.946781	4.0	38.524134000000004	29.805373	4.0	0.010017	1.8888630000000002	5.0	66.493328	2.8395669999999997	6.0	17.289414999999998	12.442074	1.0	84.497162
262.0	3.0	79.156	50.287756	56.640339000000004	70.464731	0.727294	0.6713600000000001	0.535872	0.788971	16.845579	3.0	61.81690699999999	4.404738	1.0	0.044742000000000004	9.261412	6.0	60.857091000000004	24.613669	6.0	92.73093	54.645663	3.0	0.027663	2.372394	5.0	72.609235	3.731302	5.0	53.334217	17.650176000000002	2.0	35.057199
280.0	3.0	11.865849	62.26875	13.239964	54.782706999999995	0.803599	0.788902	0.134756	0.8031659999999999	5.566306	2.0	73.02057099999999	18.773912	6.0	0.336985	17.044911	2.0	99.295132	9.699602	4.0	78.291434	35.562287	1.0	0.020618	1.481908	3.0	1.021773	1.7532470000000002	3.0	96.628922	18.514098	2.0	55.110032
288.0	3.0	33.580452	91.00058100000001	11.263209	61.402341	0.74055	0.646197	0.965772	0.774257	58.608940000000004	6.0	65.57255500000001	14.247005999999999	5.0	0.010917	6.7697970000000005	2.0	8.255376	18.957004	1.0	52.906434999999995	34.097381	5.0	0.016037	0.564631	4.0	25.378248000000003	3.956112	6.0	53.950915	1.9393029999999998	1.0	71.503126
290.0	3.0	11.593357000000001	63.84653	68.640842	24.248677999999998	0.749158	0.5412819999999999	0.803193	0.498863	16.425168	6.0	55.695207999999994	17.475017	1.0	0.010740000000000001	14.737155	3.0	54.719263	15.597145999999999	3.0	19.77395	58.65199200000001	3.0	0.011382	4.110189	6.0	49.241618	3.8326019999999996	3.0	14.622748000000001	18.444768	5.0	28.587583000000002
313.0	3.0	2.464323	54.180719999999994	77.461915	49.320726	0.743221	0.32400999999999996	0.42003	0.267356	12.871121	4.0	32.297883	24.097011	1.0	0.014255	4.73236	4.0	61.519043999999994	10.348696	1.0	77.896061	23.181655	6.0	0.398629	2.480121	2.0	84.876588	2.0164720000000003	6.0	58.815985	9.975845	4.0	28.253406
