HH	HH	HH	0.04363	61	1398
HH	HH	HL	0.11874	166	1398
HH	HH	LH	0.03505	49	1398
HH	HH	LL	0.05651	79	1398
HH	HL	HL	0.06867	96	1398
HH	HL	LH	0.08298	116	1398
HH	HL	LL	0.17668	247	1398
HH	LH	LH	0.02861	40	1398
HH	LH	LL	0.03863	54	1398
HH	LL	LL	0.01431	20	1398
HL	HL	HL	0.00072	1	1398
HL	HL	LH	0.01717	24	1398
HL	HL	LL	0.02432	34	1398
HL	LH	LH	0.01288	18	1398
HL	LH	LL	0.09585	134	1398
HL	LL	LL	0.0515	72	1398
LH	LH	LH	0.01359	19	1398
LH	LH	LL	0.06438	90	1398
LH	LL	LL	0.04149	58	1398
LL	LL	LL	0.01431	20	1398
