HH	HH	HH	0.01039	23	2214
HH	HH	HL	0.02891	64	2214
HH	HH	LH	0.06143	136	2214
HH	HH	LL	0.00542	12	2214
HH	HL	HL	0.03704	82	2214
HH	HL	LH	0.09666	214	2214
HH	HL	LL	0.02213	49	2214
HH	LH	LH	0.16938	375	2214
HH	LH	LL	0.15673	347	2214
HH	LL	LL	0.00045	1	2214
HL	HL	HL	0.01942	43	2214
HL	HL	LH	0.0393	87	2214
HL	HL	LL	0.02846	63	2214
HL	LH	LH	0.07769	172	2214
HL	LH	LL	0.16396	363	2214
HL	LL	LL	0.01807	40	2214
LH	LH	LH	0.014	31	2214
LH	LH	LL	0.0411	91	2214
LH	LL	LL	0.00723	16	2214
LL	LL	LL	0.00226	5	2214
