uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
14.0	2.0	72.501621	93.081202	87.296767	47.976267	0.253758	0.178612	0.283855	0.9176770000000001	16.360908	2.0	77.430681	15.318589000000001	1.0	0.011602	2.999253	4.0	5.1116209999999995	4.254049	1.0	5.021528	1.499698	4.0	76.698128	8.495709	3.0	80.128483	14.139429999999999	4.0	0.0389	11.811275	1.0	79.131163	5.9749669999999995	1.0	25.473144
58.0	2.0	94.871077	42.397994	24.766406	33.296084	0.484575	0.728021	0.389515	0.715952	5.461365	1.0	21.118094	19.980788	4.0	0.019722999999999997	5.436816	3.0	14.402054999999999	0.8525510000000001	3.0	18.263713	0.678829	1.0	86.658064	13.885329	1.0	12.2889	16.952966	2.0	0.012369	4.086225	5.0	61.995039	17.335244	4.0	2.240809
167.0	2.0	6.127322	72.321541	70.892797	71.151143	0.9487559999999999	0.562941	0.838205	0.472772	6.544908	1.0	93.159669	17.500483	6.0	0.018035	1.028289	2.0	42.474652	0.6723819999999999	2.0	1.7696020000000001	15.745919	4.0	19.634437	0.845102	6.0	29.884856	18.240438	5.0	0.035661	5.137023	5.0	88.731413	10.551847	1.0	76.891614
326.0	2.0	94.701826	65.147446	46.411304	37.101473999999996	0.46552	0.218623	0.7591	0.629373	19.430004999999998	3.0	40.264663	1.509655	3.0	0.024221	6.123012	4.0	38.998249	2.662502	2.0	9.297112	21.1998	4.0	1.093415	0.42894899999999997	5.0	68.050427	18.428114	2.0	0.215025	1.384867	2.0	74.58029599999999	5.96986	1.0	40.13344
353.0	2.0	19.338729	8.098328	91.780048	59.977367	0.686537	0.228976	0.10131699999999999	0.508022	6.689294	1.0	95.683081	19.158225	1.0	0.011602	3.476256	5.0	4.714733	0.200017	2.0	82.195463	4.245992	4.0	3.261254	12.302794	4.0	73.05924499999999	0.933665	1.0	0.010633	1.326194	5.0	41.691988	21.899875	6.0	21.644757000000002
380.0	2.0	79.03505600000001	54.149756999999994	74.02504499999999	33.483893	0.338237	0.821011	0.752581	0.6863670000000001	14.839717000000002	6.0	1.324317	10.410159	6.0	0.019906	1.763727	1.0	84.48064000000001	6.143546	3.0	1.407078	1.436064	4.0	9.782527	13.025124	4.0	17.320852	15.361826	1.0	0.034879	6.942221000000001	5.0	23.671289	2.976124	5.0	91.090375
429.0	2.0	47.471709000000004	41.237724	82.782761	96.762072	0.534918	0.243694	0.733484	0.774166	16.188287	5.0	90.447981	21.452185999999998	6.0	0.012882	0.14036700000000002	3.0	25.005618	4.808745	3.0	10.2956	2.5802240000000003	2.0	81.457235	15.805075	1.0	71.14631	9.453168	1.0	0.015894	0.284194	1.0	97.202888	15.891322	5.0	40.608289
516.0	2.0	93.073489	6.279605	65.45744300000001	27.669182	0.8817889999999999	0.37705700000000003	0.41365100000000005	0.981605	21.327925	3.0	2.9045669999999997	17.666381	4.0	0.070386	4.1843010000000005	2.0	18.025136	0.336829	2.0	99.43199200000001	1.755771	3.0	30.626165999999998	25.016146	6.0	82.827223	14.483873999999998	3.0	0.011223	1.317375	4.0	83.355824	1.3777110000000001	4.0	34.745834
611.0	2.0	89.598844	37.065468	72.534254	71.192138	0.42650299999999997	0.554127	0.493784	0.484728	0.300725	5.0	11.06988	5.125954	3.0	0.040872000000000006	0.39300999999999997	1.0	5.041556	2.4083930000000002	1.0	40.757207	1.554432	2.0	26.687459999999998	15.043045000000001	1.0	49.665907000000004	4.62098	1.0	0.133286	5.1520150000000005	6.0	79.99312900000001	10.548876	6.0	56.786243999999996
935.0	2.0	61.413923	84.982484	37.859328000000005	62.508584	0.9672709999999999	0.297712	0.864975	0.466746	0.291202	5.0	96.616511	17.044617000000002	6.0	0.034693	3.849754	4.0	22.807217	1.4490969999999999	3.0	13.682533	10.732512	1.0	75.17317800000001	24.131153	6.0	12.499917	8.725039	1.0	0.013373	8.615382	1.0	13.881566000000001	23.946109	6.0	54.81581
1014.0	2.0	79.693689	48.322139	35.887438	91.47134	0.41802	0.308827	0.5043989999999999	0.26597600000000005	0.5107729999999999	5.0	64.075639	14.602879000000001	5.0	0.01756	3.331607	3.0	38.184459999999994	1.724186	2.0	1.0728440000000001	22.551686	4.0	30.973388	3.4517160000000002	6.0	2.643068	18.242963	5.0	0.021296000000000002	15.332441000000001	1.0	77.228489	2.326509	2.0	46.329698
