uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
31.0	2.0	82.186879	55.780381000000006	33.173334999999994	52.717248	0.56357	0.193571	0.744414	0.744423	6.958274	4.0	73.472605	5.692829	3.0	0.055906	4.916054	6.0	43.075047999999995	1.198814	2.0	9.85388	21.901741	4.0	52.152143	72.185362	6.0	0.147331	17.985560999999997	3.0	88.40163100000001	2.050243	1.0	4.677961
54.0	2.0	65.921613	78.81435400000001	79.79902299999999	55.87086	0.80494	0.903077	0.337424	0.572347	75.23468000000001	1.0	75.094629	2.070455	2.0	0.6234689999999999	2.768066	1.0	87.238606	5.7046410000000005	1.0	30.265984999999997	14.926935999999998	5.0	99.503968	35.812894	4.0	0.012027	12.356645	2.0	68.27807299999999	3.97411	5.0	94.297202
163.0	2.0	44.85223	17.313129999999997	87.92138800000001	81.438659	0.619847	0.20164	0.100887	0.612404	27.924061	2.0	47.903893	5.069227	6.0	0.060611	0.11359200000000001	3.0	74.530103	0.310189	3.0	3.7514239999999996	13.263612	4.0	51.668633	39.381184999999995	6.0	0.013503	6.682861	1.0	39.386251	23.275351	5.0	8.577917
198.0	2.0	98.621158	62.68175600000001	67.745846	79.99077199999999	0.164958	0.549289	0.936208	0.395654	54.757164	6.0	5.152304	19.160505999999998	1.0	0.032974	5.345127	4.0	31.508485999999998	1.117133	1.0	2.962773	12.058507	2.0	41.554181	50.661407000000004	5.0	0.13633299999999998	3.8640510000000003	2.0	28.372589	19.423231	6.0	70.356736
223.0	2.0	95.18069	43.987035999999996	83.34078199999999	73.587041	0.357426	0.210261	0.24531799999999998	0.610153	3.918611	3.0	80.37438	0.33626999999999996	1.0	0.037926999999999995	1.985793	2.0	33.195833	1.28911	2.0	49.135449	18.385217	3.0	88.078181	44.998391	4.0	0.037131	12.463268	5.0	95.91018199999999	9.569586	6.0	55.716105000000006
248.0	2.0	32.752521	72.40722	50.803940000000004	71.464736	0.786902	0.701705	0.8214819999999999	0.8155720000000001	5.299404	5.0	45.81328	20.234294000000002	2.0	0.011687999999999999	5.202848	1.0	12.068913	0.064499	2.0	49.319813	5.397853	6.0	49.500948	58.83900799999999	1.0	0.027764999999999998	17.910285000000002	3.0	23.778097	23.369225	1.0	80.906013
249.0	2.0	71.288894	93.517423	76.413646	36.043927000000004	0.39409	0.412703	0.6258600000000001	0.582978	46.521969	1.0	33.030358	2.190475	6.0	0.207389	0.972426	1.0	31.168015000000004	3.222459	1.0	61.261879	4.913959999999999	4.0	62.748475	72.430357	1.0	0.014344999999999998	1.13103	2.0	5.322642	23.622217000000003	5.0	23.642321
283.0	2.0	98.45432199999999	89.742164	96.293377	44.425155	0.5796100000000001	0.335508	0.952311	0.918	45.274688	1.0	49.57022	8.631849	4.0	0.015297	5.504446	1.0	47.523179	2.372059	4.0	6.297448999999999	25.209964000000003	5.0	3.4288830000000003	66.76074399999999	2.0	0.012676999999999999	5.458114	5.0	37.125506	5.5113959999999995	3.0	52.698878
309.0	2.0	16.401476000000002	51.456664	77.386801	16.679139000000003	0.318243	0.205105	0.125377	0.41632600000000003	34.310862	1.0	34.768076	7.903460000000001	3.0	0.016391	5.99317	2.0	51.044757000000004	1.537939	1.0	3.86021	8.065277	3.0	9.809675	30.468165999999997	3.0	0.020886000000000002	12.660149	1.0	42.11164	9.702580000000001	3.0	69.228036
313.0	2.0	44.717759	54.917469999999994	95.30859699999999	26.911193	0.23829699999999998	0.890508	0.45793	0.748624	2.691712	6.0	69.050845	16.630226999999998	4.0	0.016880000000000003	0.911386	1.0	58.47826800000001	2.25802	6.0	80.68750899999999	2.484825	2.0	93.12402800000001	68.079267	3.0	0.013201	9.697643	2.0	51.30581	19.833077	5.0	90.91918100000001
331.0	2.0	43.340396999999996	82.239825	60.974883	16.787936	0.439163	0.720089	0.687706	0.752778	22.737028	1.0	46.470967	23.22724	6.0	0.046232	5.29282	1.0	81.836869	1.4082729999999999	4.0	17.050902	5.136207	6.0	9.443949	73.629299	6.0	0.20806	0.707816	3.0	54.128223	7.527984	5.0	62.5795
341.0	2.0	93.76997	43.330403000000004	47.723873	16.829241	0.117971	0.212973	0.978569	0.206506	15.149982999999999	3.0	28.319672999999998	10.935751	6.0	0.01114	5.438809	3.0	61.503278	1.251732	2.0	3.375635	12.689630000000001	4.0	51.227315000000004	56.058431000000006	4.0	0.011304	2.684654	5.0	7.391108999999999	14.927644	1.0	15.693689000000001
384.0	2.0	45.822585	96.975573	96.075626	10.179186999999999	0.9792290000000001	0.8501129999999999	0.580928	0.471909	6.944725999999999	3.0	68.72306800000001	14.764016	1.0	0.014580000000000001	0.23325700000000002	3.0	64.680268	0.434725	2.0	45.56947	0.764055	5.0	50.603737	47.956946	2.0	0.014591999999999999	8.482481	6.0	42.631121	10.343086999999999	1.0	43.840643
391.0	2.0	33.607271999999995	82.654074	96.67605999999999	61.225533999999996	0.573767	0.257258	0.126367	0.563439	57.353351	3.0	53.211734	4.120584	5.0	0.011298	2.122068	1.0	74.381524	2.486422	2.0	2.6993650000000002	7.113752000000001	1.0	71.766279	3.886168	1.0	0.019284	0.9762959999999999	2.0	41.787486	22.441983999999998	4.0	71.668189
438.0	2.0	24.118896	69.05850500000001	26.270661999999998	78.252156	0.972292	0.561602	0.745397	0.6072069999999999	77.403124	1.0	98.44268000000001	13.733815	6.0	0.011818	5.969048	1.0	38.792225	0.098915	4.0	3.4891	5.963744999999999	4.0	14.027154999999999	70.39704	5.0	0.011647	11.108641	1.0	9.253089	24.981613	6.0	62.430797999999996
454.0	2.0	13.950116	38.716184000000005	65.131853	67.907634	0.104433	0.403698	0.766806	0.755798	49.219331	5.0	47.115396999999994	21.908969	3.0	0.014008000000000001	5.666072	1.0	59.192255	5.183349	3.0	1.238635	2.498332	4.0	99.22280400000001	69.14723199999999	2.0	0.012006000000000001	10.921842999999999	1.0	82.552314	17.137356	4.0	23.609920000000002
472.0	2.0	68.72501	51.537702	99.806702	92.115278	0.444201	0.108426	0.345831	0.44409	24.97396	4.0	5.842733	6.456289	5.0	0.050617	1.651052	6.0	51.032424	2.3312060000000003	4.0	7.493519	11.006977000000001	3.0	98.09956700000001	67.286474	2.0	0.011761	15.629894	5.0	44.944784000000006	12.125487	2.0	16.026436999999998
492.0	2.0	77.981332	45.957306	78.839164	78.286361	0.278665	0.325825	0.851994	0.622203	54.647408999999996	2.0	17.787851	24.793984	1.0	0.020176	3.003232	3.0	53.377625	3.948978	1.0	3.112029	20.387235999999998	3.0	4.052932	22.568748	1.0	0.039256	4.599041000000001	4.0	73.802647	20.119765	4.0	65.934888
498.0	2.0	15.952960000000001	28.893849	69.29923199999999	49.687123	0.23597800000000002	0.628668	0.106598	0.749839	3.966824	3.0	40.022937	15.163471	1.0	0.012029999999999999	0.841252	1.0	65.65096700000001	4.026503	3.0	22.177160999999998	14.247447	2.0	55.490478	37.821062	5.0	0.010272	17.792569	6.0	33.626138	13.619454000000001	1.0	11.406310000000001
661.0	2.0	9.617867	93.40342	94.044255	66.586109	0.353032	0.278488	0.6532359999999999	0.152078	29.017453000000003	1.0	83.00556800000001	19.329218	5.0	0.028633999999999996	5.50131	1.0	23.069901	5.1937940000000005	6.0	9.070077000000001	9.669272	1.0	10.673923	26.922915999999997	1.0	0.016487	14.48501	3.0	87.592104	10.859900999999999	4.0	29.357662
669.0	2.0	33.659678	23.688542	79.085175	83.741467	0.5298649999999999	0.146791	0.771831	0.794797	47.268426	2.0	17.75296	4.516714	4.0	0.039553	3.612133	2.0	12.221397	5.321699	2.0	2.977543	6.16439	3.0	65.593595	46.125397	1.0	0.033067	14.073364000000002	2.0	51.73015	22.582342	2.0	98.951264
745.0	2.0	95.635064	5.3319980000000005	67.546672	32.594551	0.244509	0.190556	0.48335500000000003	0.9720530000000001	51.320591	3.0	61.84849200000001	7.8734779999999995	3.0	0.12592	1.914364	5.0	2.61636	0.329239	3.0	53.168154	23.759532	3.0	44.274194	47.788421	6.0	0.011636	6.555859	5.0	50.125693	12.465413999999999	3.0	33.47382
802.0	2.0	80.41287	28.031834999999997	90.85670999999999	30.717340999999998	0.32146199999999997	0.746829	0.876886	0.242679	1.50985	1.0	14.721523000000001	19.469859	1.0	0.014341	1.1210069999999999	4.0	34.277867	1.9039700000000002	1.0	10.994635	13.227742000000001	4.0	9.906924	42.951396	6.0	0.010228000000000001	7.754052000000001	6.0	87.597512	20.769265	2.0	63.30319
