uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
20.0	4.0	94.066135	27.252475	47.576605	30.208545	0.202515	0.833989	0.7380979999999999	0.785579	31.102308	5.0	91.877575	21.961968	5.0	0.013784999999999999	0.633088	5.0	49.140817999999996	3.6767309999999997	2.0	35.872721000000006	11.747891000000001	5.0	33.927505	4.123136	2.0	0.33884000000000003	12.739331	2.0	59.360989000000004	7.2118720000000005	6.0	50.764516
65.0	4.0	45.256274	37.35028	68.831414	48.482478	0.262561	0.910099	0.8294	0.997524	34.365713	5.0	68.17918399999999	16.658112	3.0	0.014057	6.064895	6.0	89.617648	4.107723	3.0	16.03882	4.981017	2.0	40.385055	41.030508000000005	4.0	0.014953	9.661972	5.0	8.870989	14.150592999999999	1.0	85.05596800000001
137.0	4.0	13.178137	18.60359	35.877551000000004	48.345215	0.46914700000000004	0.49204	0.415558	0.724248	21.199526000000002	1.0	94.977823	7.944594	6.0	0.703651	3.845025	1.0	75.78694399999999	4.069821	3.0	25.767248000000002	4.678246	2.0	42.466666	45.307569	3.0	0.017155	4.453887	5.0	58.55555699999999	10.160382	2.0	65.516485
228.0	4.0	51.240521	66.785577	81.821833	27.209408000000003	0.303239	0.720066	0.256806	0.21071199999999998	42.948859000000006	2.0	81.747279	20.39546	2.0	0.20458199999999999	1.765261	4.0	23.906762	1.8478740000000002	5.0	59.183849	17.680609	5.0	91.551676	33.1156	3.0	0.026784	8.35561	5.0	43.435637	15.762292	2.0	84.214916
296.0	4.0	84.724986	28.786723	80.14891800000001	24.588285	0.587923	0.569585	0.914257	0.5102869999999999	49.117371999999996	3.0	11.15869	14.973576000000001	1.0	0.18818800000000002	2.630986	5.0	97.811293	6.1677669999999996	4.0	96.534993	7.325158	4.0	45.374715	74.775797	3.0	0.010218999999999999	9.451509	3.0	78.976017	9.981762	6.0	48.232464
302.0	4.0	41.71437	12.648844	51.028025	81.36608299999999	0.8317530000000001	0.146279	0.201157	0.839918	69.60715400000001	6.0	43.131890000000006	16.554633	5.0	0.084521	1.185645	6.0	44.165757	0.745548	2.0	78.397871	4.976224	5.0	85.053022	67.286265	4.0	0.889343	9.492469999999999	1.0	92.940665	3.0388830000000002	3.0	61.05545600000001
364.0	4.0	89.635917	28.02545	79.069801	49.433209999999995	0.12862200000000001	0.633919	0.7418520000000001	0.617306	18.204338	5.0	33.810489000000004	8.431936	6.0	0.014655000000000001	3.5819699999999997	4.0	71.890821	1.8987060000000002	5.0	88.223089	7.4938970000000005	6.0	47.959202000000005	17.651647	1.0	0.258925	18.038016	6.0	75.689135	9.807672	1.0	39.379653999999995
383.0	4.0	86.96441999999999	49.127772	93.965051	84.71021400000001	0.469153	0.549009	0.890481	0.201462	34.402253	5.0	69.246352	14.391573000000001	6.0	0.535813	1.637556	1.0	33.438283	4.118753	3.0	72.71392	25.275385	6.0	66.913546	23.176167	1.0	0.021996	6.450115	6.0	81.88639	18.425464	3.0	14.919007
408.0	4.0	22.363545000000002	7.352734	51.416753	52.189453	0.686776	0.273635	0.770972	0.499939	23.668613	5.0	13.515504	1.8268229999999999	2.0	0.137215	0.44841800000000004	3.0	76.50509	0.8756229999999999	4.0	72.061533	17.746015	2.0	76.472532	74.586714	4.0	0.022238	10.977160000000001	5.0	95.738187	23.285799	5.0	72.157001
459.0	4.0	40.712193	90.42110500000001	96.836659	53.990779	0.350379	0.679167	0.252134	0.813175	67.622918	1.0	36.672824	14.746792000000001	1.0	0.01028	5.266413	5.0	20.946766	5.395021	6.0	33.718697	24.509198	3.0	73.64286	59.007449	1.0	0.030057999999999998	4.034459	4.0	55.091632	18.849248	6.0	97.09204100000001
504.0	4.0	73.146028	40.538612	94.153006	57.127930000000006	0.659345	0.84326	0.965722	0.8983450000000001	45.549973	6.0	51.625122999999995	23.817751	1.0	0.010029000000000001	1.25714	5.0	52.650605000000006	0.506704	1.0	81.90465	14.909259	5.0	36.669385	13.513357999999998	4.0	0.604969	7.785677000000001	6.0	22.815549	17.710424	2.0	79.682769
509.0	4.0	91.882581	78.540044	54.966014	31.094463	0.180514	0.7808069999999999	0.503211	0.21415399999999998	9.662026	6.0	50.74071	9.529143	5.0	0.020768000000000002	5.215852	2.0	19.462684	5.842147	4.0	97.95535600000001	24.237833	5.0	96.235652	69.530941	5.0	0.025412	5.684782	5.0	38.693351	14.792807999999999	1.0	88.982091
555.0	4.0	94.646599	36.60241	37.118213	63.145663	0.269994	0.664565	0.858613	0.822953	49.394535	4.0	80.667707	2.102352	5.0	0.016182	0.296329	5.0	67.562174	0.610391	3.0	77.292587	1.8872209999999998	6.0	52.75668	73.301164	6.0	0.082129	16.809146	6.0	14.733460999999998	24.4423	1.0	78.749216
644.0	4.0	77.664299	20.827587	28.025315000000003	82.762088	0.490226	0.8585879999999999	0.880926	0.489835	19.604438000000002	1.0	24.128184	23.048102	1.0	0.085612	5.5398819999999995	5.0	78.980069	3.069985	2.0	2.056511	3.8213160000000004	6.0	49.037756	26.543162	6.0	0.013900999999999998	4.946341	3.0	77.81690400000001	11.282949	4.0	15.404202
859.0	4.0	69.289754	39.982268	88.422352	61.129895999999995	0.7050609999999999	0.901849	0.43002700000000005	0.6893859999999999	2.524541	3.0	79.92764100000001	24.95945	1.0	0.013235	2.381214	2.0	48.912468	3.259584	2.0	69.246135	21.103621	1.0	85.943077	74.420074	4.0	0.043742	13.515804999999999	4.0	48.482777	21.093132	1.0	79.13521
987.0	4.0	88.676253	68.916196	98.312398	25.0018	0.828866	0.9738379999999999	0.246973	0.1359	24.155724	4.0	25.685309	15.533564000000002	1.0	0.025043	1.8040490000000002	5.0	13.341842999999999	4.686713	1.0	61.21064200000001	11.841543	5.0	73.565395	20.379492000000003	3.0	0.010925	11.088609	2.0	9.790942999999999	16.198313	5.0	31.093321000000003
1034.0	4.0	36.329291999999995	25.856507	43.479236	54.72726899999999	0.232645	0.753941	0.8015220000000001	0.48958500000000005	19.735616	5.0	90.94294599999999	12.745083000000001	2.0	0.200284	0.905591	2.0	32.526128	1.1662290000000002	1.0	37.458319	11.70421	1.0	44.929988	9.900264	1.0	0.01888	11.762075	3.0	88.621444	0.27432399999999996	6.0	52.303133
1057.0	4.0	79.22885699999999	55.481731999999994	48.673875	54.362141	0.867224	0.839973	0.5637409999999999	0.944779	53.613916	2.0	50.357744	22.72655	2.0	0.011824	3.3643870000000002	5.0	81.460965	0.721013	6.0	82.692627	12.813848	6.0	48.730084999999995	54.472747	3.0	0.022747999999999997	5.435622	3.0	60.642967000000006	7.426482000000001	6.0	42.658805
1074.0	4.0	83.437344	35.317393	65.645831	25.995548	0.551353	0.5691579999999999	0.265828	0.802333	29.412333	4.0	98.74642	18.501547	5.0	0.013927000000000002	0.749887	2.0	99.519671	3.7109989999999997	6.0	90.073993	10.943399000000001	6.0	57.79096800000001	60.13516800000001	4.0	0.025710000000000004	16.670583999999998	6.0	55.374677	15.423115	1.0	49.080385
