uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
1.0	3.0	54.632026	31.560033	32.660326	42.903109	0.448792	0.17098	0.529467	0.346418	58.530744999999996	4.0	24.515577	2.366191	3.0	0.010332	3.707003	6.0	42.784238	5.030456	2.0	59.220224	15.077895000000002	6.0	7.932416	30.517248	1.0	0.01256	5.421293	2.0	44.661128000000005	20.123191000000002	4.0	87.49840999999999
5.0	3.0	48.909743	42.407664000000004	42.117364	97.75449	0.8227760000000001	0.9854639999999999	0.472545	0.683243	57.889618000000006	2.0	79.900587	10.756376	4.0	0.02399	4.17554	3.0	23.390422	2.792193	1.0	66.80936899999999	16.942242	6.0	39.945749	36.226324	6.0	0.010801	13.413088	6.0	9.684664999999999	22.341197	3.0	89.25519200000001
11.0	3.0	29.988512	95.244724	59.391337	19.041566	0.41861099999999996	0.74797	0.612727	0.255924	18.618292	1.0	91.412414	16.073552	3.0	0.012356	5.848637	3.0	44.161553000000005	5.852295	5.0	54.09157	12.548974000000001	4.0	73.06143	52.088799	1.0	0.015529	14.854414000000002	2.0	69.472441	4.623039	3.0	59.868624
12.0	3.0	12.414414	91.683198	5.951442	52.336866	0.521363	0.607205	0.197846	0.322196	6.289339	1.0	11.056336	12.278129	2.0	0.178729	4.534911	5.0	98.012159	4.61711	5.0	81.993734	13.360298	1.0	83.26870600000001	76.676177	4.0	0.016743	8.614914	4.0	41.917712	7.100262	2.0	37.016923
14.0	3.0	24.71828	48.19127	10.501872	81.57874	0.899366	0.471214	0.480317	0.7334189999999999	17.257215	1.0	70.871438	19.746064	2.0	0.114245	0.510505	6.0	49.956734999999995	5.854696	5.0	58.531704000000005	9.783436	5.0	9.686474	27.705759000000004	6.0	0.01124	17.929438	4.0	86.09321899999999	12.157227	1.0	78.527559
17.0	3.0	24.038746	99.548613	57.73204200000001	89.813985	0.456035	0.8430540000000001	0.7240989999999999	0.779276	58.609182	1.0	82.586865	4.62927	2.0	0.012218999999999999	1.171622	1.0	82.002684	4.907175	5.0	68.649049	25.190416	3.0	64.490207	36.153240999999994	3.0	0.030848	2.298531	4.0	20.470566	23.533388000000002	5.0	31.037532000000002
24.0	3.0	32.650428999999995	47.800971000000004	97.63809499999999	78.311368	0.106501	0.792778	0.551755	0.7369359999999999	40.210515	6.0	85.78397199999999	1.650626	4.0	0.026223000000000003	5.893927	5.0	20.5021	3.495513	5.0	19.622518	17.384448000000003	3.0	74.336975	31.500876	6.0	0.065586	0.469325	3.0	95.636569	13.716168	5.0	90.588397
28.0	3.0	16.326481	56.514168999999995	11.895253	67.881958	0.567058	0.128606	0.6429189999999999	0.46404700000000004	10.638805	3.0	28.605672	25.146545	6.0	0.010114	2.6138209999999997	4.0	26.15381	1.499217	5.0	76.898239	20.743302	5.0	18.126456	46.529058	5.0	0.01959	1.63201	4.0	3.9352110000000002	22.168451	6.0	14.083210999999999
29.0	3.0	54.526325	39.406220000000005	80.50752800000001	42.403815	0.659251	0.364589	0.951607	0.791619	63.348282	3.0	21.092363	20.195058	2.0	0.56725	4.613956	4.0	15.022164000000002	3.3042540000000002	1.0	83.041655	20.891457	4.0	15.137225	61.813469	5.0	0.032436	12.994721	3.0	94.202022	9.40206	1.0	61.864891
41.0	3.0	32.395656	23.456523	51.718646	23.596553	0.6734829999999999	0.936636	0.9348489999999999	0.423813	25.968318	1.0	19.844046	17.107638	4.0	0.019722999999999997	0.490257	4.0	29.029798	3.2193419999999997	2.0	89.285482	12.885696000000001	2.0	82.025878	73.553242	4.0	0.150013	5.902456	5.0	34.735456	12.160069	4.0	55.681297
52.0	3.0	42.346303999999996	89.605094	33.024966	20.221823999999998	0.663273	0.554705	0.942549	0.61559	21.989793	6.0	13.309748	3.319526	4.0	0.01857	1.457969	5.0	84.201872	3.4245339999999995	5.0	61.156079000000005	2.487893	1.0	22.480598	60.584741	6.0	0.012129000000000001	15.083657999999998	5.0	65.245662	10.038872	5.0	83.695183
55.0	3.0	46.277374	84.630462	58.350988	48.500147	0.8424229999999999	0.812318	0.194958	0.6645800000000001	50.101237	3.0	23.503191	13.520195000000001	3.0	0.031744999999999995	5.749501	6.0	49.141422	5.980648	2.0	61.915137	21.748835	3.0	50.228679	25.049194	6.0	0.294245	13.793673000000002	3.0	2.966309	8.467155	5.0	88.838363
56.0	3.0	51.351942	11.790746	29.594084999999996	59.196133999999994	0.855509	0.364489	0.770259	0.598249	40.307016	3.0	49.730538	24.682433	5.0	0.014315000000000001	2.61784	3.0	25.514326999999998	4.546416000000001	5.0	7.406130999999999	13.616747	1.0	60.228069	63.443585	6.0	0.014150999999999999	14.280675	5.0	7.59391	5.318385	6.0	56.757104000000005
