uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
4.0	2.0	8.777884	23.712899	11.690344999999999	69.022032	0.7561869999999999	0.237785	0.892748	0.524228	69.59286999999999	4.0	29.201989	4.8656489999999994	5.0	0.02225	4.335516999999999	5.0	65.223772	4.626752	2.0	8.727378999999999	17.250358	3.0	48.843053000000005	59.35453100000001	5.0	0.015354	10.026995	1.0	48.457637	6.495387	5.0	10.161833999999999
32.0	2.0	59.366392000000005	9.742074	31.713390999999998	17.495503	0.479558	0.786301	0.103371	0.573054	58.924198	4.0	95.801392	13.195038	5.0	0.031325	2.0978310000000002	2.0	12.075158	5.129328	6.0	77.607374	5.757552	5.0	58.784980000000004	41.582198999999996	5.0	0.01889	14.237402	2.0	27.082835	14.150292000000002	2.0	82.111165
37.0	2.0	33.018509	6.354962	95.021907	74.447252	0.752318	0.5916279999999999	0.256608	0.660231	49.908427	2.0	9.013581	7.461894999999999	1.0	0.012012	5.499122	5.0	76.738387	2.071927	5.0	53.473110999999996	6.012452	5.0	74.44651400000001	1.582329	2.0	0.011443	14.144582999999999	6.0	24.452266	22.407906	4.0	35.604033
39.0	2.0	3.811354	25.57517	49.133859	8.535653	0.770062	0.312242	0.42848100000000006	0.10875599999999999	71.422627	3.0	34.95146	9.396466	2.0	0.024312	2.641727	1.0	58.375626000000004	1.353225	3.0	47.93683	2.16126	1.0	47.695369	41.661805	1.0	0.015419	14.459553	5.0	13.052125	14.509328	2.0	96.07319
49.0	2.0	2.605885	11.905397	7.896406	35.617841	0.145671	0.536959	0.520744	0.192874	58.928077	6.0	65.23320600000001	8.394032000000001	2.0	0.010071	3.772644	6.0	17.16558	2.2649	6.0	6.799985	3.1519220000000003	2.0	49.767105	20.504046	1.0	0.047732	11.04664	4.0	45.511514	22.110812	4.0	40.008905
71.0	2.0	17.475917000000003	1.947644	8.927491999999999	46.573083000000004	0.8861319999999999	0.35581	0.26515	0.809407	16.142101	5.0	18.566839	19.156572	6.0	0.013290999999999999	2.744393	2.0	58.535616000000005	2.2579439999999997	2.0	24.212992	8.676592999999999	1.0	27.096304999999997	25.576646	6.0	0.024161000000000002	15.354863	2.0	81.45046500000001	7.341685000000001	3.0	16.320398
73.0	2.0	6.192417	81.83201	95.80318299999999	90.569503	0.8578450000000001	0.5598029999999999	0.39706199999999997	0.39165300000000003	68.737269	3.0	18.460557	5.849596	3.0	0.07521599999999999	5.052226	1.0	93.889461	4.147104	4.0	16.913179	11.520361	4.0	94.23679200000001	51.552690999999996	4.0	0.033039	13.110581	6.0	41.679577	17.983623	1.0	51.991887
77.0	2.0	7.612526	32.6425	55.34944599999999	27.821565999999997	0.691114	0.460211	0.929688	0.854358	57.221081999999996	1.0	97.02385699999999	15.764235999999999	6.0	0.021394	4.99829	6.0	66.662121	3.3976	4.0	53.901152	7.713299	5.0	62.078646	55.762474	1.0	0.016059	5.6840589999999995	1.0	10.793234	1.746836	6.0	73.01610699999999
78.0	2.0	9.777192	43.137652	27.930887	58.150502	0.707091	0.9323020000000001	0.9472809999999999	0.22034499999999999	67.860455	4.0	63.969386	3.964727	5.0	0.13513	3.615986	1.0	84.434273	0.600273	2.0	34.139879	19.079176999999998	1.0	94.511986	32.30625	1.0	0.010782	10.889324	4.0	37.312901000000004	7.892003	4.0	13.290614999999999
110.0	2.0	87.820403	9.484904	78.73127	88.011944	0.8110609999999999	0.44683900000000004	0.8211780000000001	0.7765270000000001	40.725404	3.0	58.708501	3.296995	2.0	0.019015999999999998	4.408109	4.0	33.994371	5.2304699999999995	1.0	4.656018	19.967370000000003	5.0	91.44566400000001	37.995593	6.0	0.017269999999999997	17.56377	1.0	46.748328	17.661425	6.0	23.303176999999998
122.0	2.0	5.772156	2.454361	82.68605500000001	24.603955	0.892706	0.421944	0.47091400000000005	0.134154	45.206293	6.0	49.962245	10.911984	4.0	0.048764999999999996	0.71482	5.0	9.444796	4.6782699999999995	3.0	69.193664	14.996547	4.0	87.329303	6.412569	1.0	0.399951	14.562069000000001	5.0	57.934413	11.466749	5.0	6.8185970000000005
133.0	2.0	5.579236	5.803541	26.117577	81.416201	0.9699760000000001	0.30903200000000003	0.673362	0.848758	60.035135	4.0	48.487238	24.718394	3.0	0.010311	3.3292889999999997	5.0	68.314308	0.158075	3.0	52.380292	18.733002	1.0	68.201675	7.52442	1.0	0.010048999999999999	3.348	6.0	88.998807	7.8923309999999995	2.0	45.138377
140.0	2.0	56.044991	2.4719349999999998	39.224852	76.482336	0.8515530000000001	0.682918	0.632572	0.463962	43.285028999999994	5.0	75.253722	5.819939	5.0	0.09626599999999999	2.459311	3.0	75.06893199999999	4.053242	1.0	57.576179	4.491505	5.0	75.531858	55.196946	6.0	0.1143	11.626706	4.0	58.046127	15.713052	6.0	3.5427690000000003
157.0	2.0	52.124321	7.225915	33.950559999999996	19.557406	0.9634739999999999	0.9786950000000001	0.329385	0.354956	65.419624	3.0	59.03728	19.889494	4.0	0.014129	6.242418	2.0	95.716578	0.753052	2.0	49.327571	19.275932	2.0	87.257246	20.038995	2.0	0.101841	6.360119999999999	3.0	17.998238	7.445978	4.0	18.905524
