uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
2.0	3.0	99.771753	44.203449	31.32965	56.294298	0.8972559999999999	0.560999	0.771537	0.752157	6.790863000000001	5.0	64.923594	20.792377	5.0	0.019306	13.059336	5.0	71.431929	22.671902	1.0	30.727825	46.95687	6.0	90.42356600000001	17.095473000000002	3.0	0.010762	11.977232	2.0	75.154016
3.0	3.0	30.434361	34.865223	79.978699	66.372658	0.140602	0.94784	0.846951	0.666357	17.741497	4.0	17.058661999999998	30.67545	2.0	0.093078	1.042234	6.0	62.540659999999995	16.73425	2.0	90.211977	46.006575	5.0	61.469643999999995	9.685225	4.0	0.016717	13.895685999999998	3.0	33.151224
5.0	3.0	15.018725	24.781392	80.358812	22.099683	0.173095	0.17171199999999998	0.943836	0.8239559999999999	15.226754000000001	5.0	85.666881	6.884728	2.0	0.020521	2.331872	5.0	65.679276	15.727472	4.0	82.33843	22.601225	5.0	84.453577	21.410373	2.0	0.010440999999999999	10.242294000000001	2.0	49.320842999999996
30.0	3.0	2.7303439999999997	6.593141999999999	37.306668	41.98533	0.12018699999999999	0.283733	0.207603	0.168765	6.926742	4.0	4.478097	29.481788	2.0	0.145136	5.201349	2.0	61.798598	5.041222	3.0	93.32446999999999	37.061884	6.0	80.39040200000001	5.746508	4.0	0.045795999999999996	17.889352	2.0	64.706779
34.0	3.0	77.555312	25.938152	56.901683	75.60465699999999	0.381242	0.520894	0.5999180000000001	0.384887	6.626852	5.0	60.010495999999996	11.916089999999999	5.0	0.066853	6.8240490000000005	3.0	86.01769	9.390881	2.0	9.043089	66.517264	6.0	91.096172	2.610506	2.0	0.028602	17.671614	3.0	85.335801
57.0	3.0	61.938941	19.996882	70.079039	73.26721500000001	0.710253	0.856558	0.942211	0.878742	4.942563	3.0	58.824476000000004	27.00321	3.0	0.011274	11.175237	6.0	98.098621	2.4397439999999997	2.0	61.18527099999999	63.876695999999995	5.0	91.91170600000001	16.113868	1.0	0.013511000000000002	12.805231	3.0	61.83591800000001
59.0	3.0	78.505313	28.727965	80.9237	60.624492000000004	0.81865	0.302813	0.8470989999999999	0.928356	12.516668	6.0	62.54486	17.507922	3.0	0.017598	5.368545	2.0	7.6126949999999995	12.080508	4.0	29.752608000000002	50.856659	6.0	64.356016	18.666826	5.0	0.012	5.3013900000000005	5.0	89.44728
75.0	3.0	12.796572	16.497069	30.112362	30.201323	0.323786	0.6253340000000001	0.8396819999999999	0.362782	12.89338	2.0	13.499203	42.383108	1.0	0.029560000000000003	15.783047	4.0	98.351811	2.776261	2.0	80.41579499999999	40.451168	4.0	82.54673100000001	17.640821	3.0	0.012958	3.7244800000000002	6.0	9.783208
87.0	3.0	27.713791999999998	28.238538000000002	78.26809200000001	60.341152	0.17974500000000002	0.73146	0.533088	0.60588	21.809756	5.0	31.188184999999997	69.28433100000001	6.0	0.023697	8.936772999999999	4.0	46.773247999999995	15.56155	4.0	11.17153	16.410819	5.0	53.13239599999999	1.04203	5.0	0.013813999999999998	18.832576	6.0	13.834188000000001
97.0	3.0	49.159357	64.824524	13.325001	60.810588	0.5223479999999999	0.374488	0.225298	0.103302	20.533073	5.0	4.2017940000000005	2.148682	4.0	0.092468	8.469406	4.0	72.13725500000001	17.078051000000002	3.0	13.088009	61.54825	3.0	40.095841	24.173989000000002	5.0	0.010217	16.0567	6.0	82.206027
104.0	3.0	69.882637	39.913166	41.522556	13.647825	0.642677	0.801751	0.9856870000000001	0.214198	19.157916	3.0	13.782046	20.719082999999998	1.0	0.080725	11.123610000000001	4.0	72.25269300000001	9.91244	1.0	5.177632	46.327890000000004	3.0	14.240573000000001	7.249444	2.0	0.015941	5.224583999999999	4.0	56.37319300000001
111.0	3.0	67.77506600000001	2.449179	88.51961700000001	30.069665999999998	0.334714	0.230424	0.349866	0.558604	19.542694	6.0	13.678757999999998	31.542118	1.0	0.068034	7.0350399999999995	2.0	40.245433	3.083095	5.0	10.973421	57.387713	6.0	94.361163	2.639262	3.0	0.038305	6.087162	5.0	8.549924
112.0	3.0	35.396136	29.180903000000004	12.084939	85.696955	0.12020399999999999	0.6560600000000001	0.552783	0.871408	23.722737	6.0	54.664901	59.037981	5.0	0.25401599999999996	9.153235	3.0	86.26750600000001	12.391117	5.0	9.921167	16.292218	5.0	76.779569	2.889552	6.0	0.028472000000000004	18.694843	1.0	83.511928
145.0	3.0	99.99324200000001	66.704976	7.475131	87.424607	0.523048	0.853785	0.291611	0.981611	20.3591	3.0	42.455462	11.833366999999999	4.0	0.010814	3.4551849999999997	1.0	87.173733	19.255816	4.0	76.20914300000001	44.488822	5.0	51.271315	15.569739000000002	3.0	0.025408	2.059395	3.0	71.058266
