uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
72.0	2.0	72.582047	53.671521999999996	70.581694	82.171371	0.30409	0.95163	0.211635	0.8321	17.414798	6.0	62.887173	46.778251000000004	4.0	0.011698	10.708496	3.0	52.740508	23.582174	6.0	5.1410599999999995	1.578768	1.0	7.093242	3.8803400000000003	5.0	0.898689	17.719444	4.0	22.609087
118.0	2.0	5.7311	18.875837	65.78133299999999	97.87101899999999	0.32863600000000004	0.333825	0.491191	0.45087299999999997	15.687453	1.0	61.377164	73.182587	6.0	0.015128	0.230607	4.0	18.530233	4.293261	5.0	70.709096	29.909544	2.0	84.587603	14.793617000000001	5.0	0.353001	12.730727	1.0	77.505144
161.0	2.0	47.566916	9.278328	84.753733	13.458793	0.9464809999999999	0.8792409999999999	0.257364	0.383183	19.082196	1.0	87.781971	55.586641	1.0	0.014232	3.066237	6.0	57.084455000000005	4.660372	4.0	53.874177	12.073872	6.0	5.37207	12.188356	2.0	0.100448	7.267948	1.0	84.263479
172.0	2.0	79.907514	95.35815	95.361711	73.845447	0.8360549999999999	0.25445300000000004	0.20940300000000003	0.5442520000000001	8.940968	3.0	96.127601	68.337928	2.0	0.010736	17.12195	1.0	84.03179300000001	6.57758	2.0	68.587439	9.112789999999999	2.0	12.809499	1.3531360000000001	2.0	0.032095	6.91723	3.0	55.989127
195.0	2.0	60.343295	84.563612	70.94676	93.217166	0.15387	0.54337	0.38559099999999996	0.8311139999999999	11.210996000000002	2.0	36.179193	30.023883	5.0	0.035568	7.776675	5.0	88.83774	12.22246	4.0	82.956428	36.68545	1.0	73.022251	18.862097	4.0	0.13107	5.159463	1.0	41.183827
208.0	2.0	9.620821000000001	25.531021	66.412324	56.39519	0.23561100000000001	0.808516	0.288189	0.976794	11.719237	6.0	85.87588199999999	43.687075	2.0	0.026486000000000003	11.902846	4.0	66.501237	4.130944	3.0	23.637179999999997	26.068012	1.0	31.16708	7.456028999999999	2.0	0.847341	10.028453	6.0	9.104969
231.0	2.0	93.456103	37.557803	46.33169	53.70312	0.6501319999999999	0.8245110000000001	0.401565	0.6068060000000001	24.15652	4.0	50.592246	67.781529	2.0	0.027632999999999998	4.149062000000001	4.0	76.041652	14.457084	3.0	30.279635	5.610894	5.0	43.136862	16.05728	4.0	0.10582899999999999	6.432138	2.0	4.865325
240.0	2.0	5.203919	37.224847	60.85694300000001	37.100731	0.6566529999999999	0.453834	0.671423	0.9681219999999999	9.401708	4.0	91.419578	40.479684999999996	3.0	0.012948	5.588818	3.0	40.026151	7.278767	5.0	30.330215000000003	4.806133	2.0	28.245911	22.815593	1.0	0.036821	3.6848419999999997	1.0	28.987745
271.0	2.0	44.53862	68.186359	41.636882	79.56740500000001	0.6529739999999999	0.245168	0.10240999999999999	0.816002	3.876069	2.0	89.532907	33.278744	2.0	0.019430000000000003	16.668429999999997	1.0	99.650684	8.977681	3.0	53.910752	4.5241620000000005	2.0	38.760634	18.56108	1.0	0.014787999999999999	5.760783	4.0	26.269440000000003
272.0	2.0	49.823324	27.943852000000003	33.887238	74.173746	0.49493400000000004	0.8167260000000001	0.9636440000000001	0.721205	3.2627610000000002	1.0	76.081946	64.73638199999999	6.0	0.014	17.117655	2.0	29.285808000000003	13.698189999999999	6.0	97.057324	14.865545000000001	1.0	12.826841	20.004037	1.0	0.029082999999999998	14.562872	2.0	24.278245000000002
294.0	2.0	65.05553	31.336161999999998	70.184115	44.801187	0.134465	0.290671	0.46985	0.278796	12.424818	6.0	32.037178000000004	11.973564999999999	5.0	0.026969	11.398928999999999	6.0	76.128636	9.942335	3.0	25.531232	20.127607	2.0	9.846119999999999	23.15694	3.0	0.030074	3.8487089999999995	2.0	94.26995699999999
300.0	2.0	90.990696	83.910779	94.261602	69.247917	0.5143409999999999	0.662479	0.701326	0.213439	4.361711	3.0	33.023082	72.872726	1.0	0.080427	18.429357	3.0	67.343624	18.029199	6.0	99.737032	8.417451	2.0	55.557795	13.592594	6.0	0.255239	12.138392999999999	6.0	90.201334
306.0	2.0	28.969069	49.027482	93.670243	42.81465	0.847974	0.261424	0.334942	0.761392	20.319256	5.0	64.36581	39.485442	5.0	0.010098000000000001	15.88538	1.0	68.6343	9.072491000000001	1.0	31.455232000000002	1.962977	1.0	13.413779000000002	16.404769	1.0	0.01659	17.137558	3.0	92.6337
369.0	2.0	70.715456	58.641286	16.549167	83.665953	0.995653	0.791628	0.180528	0.6271439999999999	17.302649	5.0	32.874686	4.241507	1.0	0.016225	17.460258	6.0	4.355487	4.51337	3.0	69.902902	2.0442720000000003	6.0	99.720926	2.349344	1.0	0.098785	7.395486	5.0	49.51283
378.0	2.0	12.916451	33.0563	54.39764399999999	25.51768	0.9320350000000001	0.23143899999999998	0.16652899999999998	0.990253	8.834967	1.0	38.391701	65.290675	3.0	0.07499199999999999	7.320489	2.0	52.047822	12.406808999999999	3.0	79.027883	6.884083	2.0	46.561840000000004	19.717941	5.0	0.030851999999999997	1.3421100000000001	3.0	71.177924
388.0	2.0	71.93985	85.331137	91.81138	59.030232999999996	0.276823	0.9011979999999999	0.26611799999999997	0.395046	7.193852000000001	4.0	10.144717	39.920389	2.0	0.06318	13.448789999999999	3.0	15.606470999999999	22.477012	4.0	52.379283	4.164686	5.0	30.656109000000004	15.328299	4.0	0.034089999999999995	1.444811	4.0	70.898465
392.0	2.0	33.742559	38.280176000000004	60.280917	67.58801600000001	0.33622399999999997	0.468369	0.310607	0.7311770000000001	2.666557	3.0	51.564503	19.720363	2.0	0.016809	8.493455	1.0	55.802487	14.287753	6.0	41.901788	42.70802	2.0	18.717346	22.881509	2.0	0.011925	14.596173	4.0	3.5661400000000003
439.0	2.0	27.328664	25.260415	14.89969	42.770723	0.278517	0.28452	0.349691	0.6601100000000001	22.151096	2.0	95.157808	59.701848	1.0	0.01172	9.878092	5.0	5.732293	22.539816000000002	1.0	25.93599	45.814887	6.0	30.703306	7.425877000000001	5.0	0.74	0.5438609999999999	6.0	40.389806
449.0	2.0	43.168788	42.944209	91.208552	67.231009	0.365044	0.867482	0.105342	0.831528	13.290529000000001	1.0	49.06608	16.428467	3.0	0.010621	0.682213	1.0	67.915392	13.102478	5.0	49.075424	72.25453	2.0	19.053857	9.911303	1.0	0.017043	16.893016	1.0	83.578972
458.0	2.0	59.271039	65.119946	65.353605	86.598641	0.657864	0.5606300000000001	0.312651	0.577183	17.984499	5.0	66.831891	26.2343	4.0	0.105404	4.532335	6.0	71.28343000000001	11.703746	5.0	72.782032	19.354135999999997	6.0	5.598178	11.078597	1.0	0.013956	10.196177	2.0	93.276957
461.0	2.0	46.060483000000005	43.403599	56.363411	86.012414	0.594445	0.655051	0.44260600000000005	0.37816900000000003	15.194049	5.0	91.959141	30.489791999999998	5.0	0.49988599999999994	10.493348	3.0	47.078865	1.6759959999999998	5.0	18.329158	2.849197	1.0	39.536115	23.591823	1.0	0.019465	9.001847	5.0	7.318053
523.0	2.0	6.833083	50.720447	86.63766700000001	66.37548199999999	0.15015699999999998	0.26103699999999996	0.46893599999999996	0.9434100000000001	17.69418	4.0	82.46570799999999	38.360191	3.0	0.039562	2.551366	4.0	35.255037	12.600258	1.0	20.584513	67.020798	3.0	18.413133	6.978656	2.0	0.201966	1.978648	4.0	83.592683
546.0	2.0	89.764162	44.81114	49.147326	22.237472	0.9404239999999999	0.817966	0.434882	0.39005300000000004	0.28215300000000004	1.0	93.65863	8.829759	1.0	0.01287	0.46563999999999994	6.0	10.110596000000001	14.575879	2.0	92.65822800000001	49.459052	1.0	9.541777	23.887197	1.0	0.012484	4.311042	4.0	79.98362900000001
558.0	2.0	58.822499	26.780240999999997	96.08293	25.301920000000003	0.637196	0.809565	0.347567	0.713329	4.353548	6.0	93.753936	41.511178	2.0	0.010612	11.362467	6.0	99.839267	16.403863	4.0	12.513292	68.06433100000001	1.0	37.486016	22.130751999999998	3.0	0.04701	4.420653	4.0	60.421162
589.0	2.0	32.108689	61.684052	23.789468	61.178879	0.906006	0.730817	0.376366	0.63146	16.959056	3.0	39.711969	38.536417	5.0	0.30133899999999997	11.022421000000001	2.0	23.793756	0.6944229999999999	3.0	12.334949	16.053069	3.0	53.770589	13.323501	6.0	0.21339299999999997	2.840378	1.0	26.645893
593.0	2.0	58.028256000000006	22.446745	31.737723	92.20025799999999	0.11360899999999999	0.22905999999999999	0.427	0.9032190000000001	22.761618	1.0	9.411793	54.19998199999999	5.0	0.019964	11.819734	6.0	62.578984	22.76877	5.0	84.57895500000001	48.011292	4.0	17.173296	21.403526	1.0	0.010813	0.427414	4.0	10.746657
597.0	2.0	50.724494	45.546507	59.486045999999995	68.471974	0.76963	0.689823	0.257814	0.874884	18.183068	5.0	46.670162	60.198725	6.0	0.016749	2.813884	3.0	41.635391	22.088042	3.0	95.220056	53.282625	4.0	7.691875	13.883756	6.0	0.407413	2.931763	5.0	94.899025
629.0	2.0	4.219059	42.543243	53.981203	40.273692	0.37185999999999997	0.293244	0.125925	0.518737	7.502299000000001	3.0	71.523162	75.315286	4.0	0.010562	3.110635	5.0	41.498847999999995	22.949507999999998	6.0	74.826978	18.876033	4.0	90.382001	8.539795	3.0	0.021269999999999997	5.197779	1.0	17.853419
670.0	2.0	39.918561	24.852474	86.47088199999999	55.28290500000001	0.9218559999999999	0.6948840000000001	0.8314870000000001	0.567938	16.989819	5.0	19.203395	51.58833	1.0	0.016668000000000002	2.4315599999999997	6.0	95.386189	10.307331	1.0	94.852884	8.280994	1.0	98.351547	15.928560999999998	5.0	0.036562	4.843209	3.0	55.932694
671.0	2.0	75.51475	72.205826	57.693978	56.357872	0.613267	0.8316180000000001	0.24779600000000002	0.7463350000000001	10.826348	3.0	61.393618999999994	69.230016	6.0	0.017579	11.410967999999999	1.0	58.334332999999994	21.378342	5.0	56.04169399999999	5.763212	4.0	59.180710999999995	22.764993	1.0	0.067994	0.908783	6.0	39.117635
707.0	2.0	56.052939	93.672336	19.171072	44.171942	0.433141	0.771292	0.249306	0.251533	5.790757	2.0	30.618449	39.757766	1.0	0.09446	3.160724	5.0	31.030654	23.794304999999998	6.0	81.09737	4.790294	5.0	63.569520999999995	12.810064	5.0	0.16533699999999998	2.558516	5.0	7.353877000000001
776.0	2.0	39.570009999999996	60.304276	55.62464	50.557249	0.367252	0.793767	0.27463899999999997	0.17839000000000002	13.636567000000001	2.0	81.300526	46.371021999999996	1.0	0.029344	6.987584	4.0	71.32524000000001	3.90884	2.0	95.60965	7.734576	5.0	44.710079	14.137963000000001	2.0	0.011564	0.536366	4.0	96.554774
794.0	2.0	85.411778	92.44442	91.25355	50.738764	0.336041	0.436724	0.795074	0.800038	4.072272	1.0	48.842772	64.776579	3.0	0.019191999999999997	2.5170619999999997	6.0	3.279204	16.37729	6.0	50.797839	0.921212	6.0	14.409336999999999	17.391977999999998	1.0	0.014312	6.163995	1.0	47.006234
825.0	2.0	7.1632169999999995	51.488675	60.899441	56.079522999999995	0.799238	0.23796399999999998	0.950772	0.205123	8.673471000000001	3.0	93.105351	23.578117000000002	3.0	0.762013	12.336306	1.0	7.0126479999999995	8.699467	5.0	76.72205500000001	24.593435	1.0	8.665621	16.628476000000003	1.0	0.039432	2.612647	2.0	93.638623
835.0	2.0	28.218465999999996	60.552789000000004	32.438606	69.41976899999999	0.789506	0.39552600000000004	0.462067	0.856233	7.570092	6.0	5.234317	68.535595	3.0	0.074706	11.718258	5.0	98.786608	13.551326000000001	4.0	15.567244	4.413608	3.0	36.119046999999995	11.589441	3.0	0.623725	4.113004	3.0	67.982597
902.0	2.0	91.45710799999999	22.364487	64.965777	83.164266	0.421	0.681819	0.154168	0.953433	4.413158999999999	4.0	20.498585000000002	73.57821700000001	4.0	0.08138300000000001	5.817236	6.0	42.041312	5.514645	3.0	33.430774	50.693462	2.0	88.858663	11.227489	1.0	0.139403	2.784749	6.0	78.336781
968.0	2.0	59.817691	9.006741	53.270614	68.334277	0.43748000000000004	0.938997	0.510776	0.689383	5.862298	5.0	89.161754	65.653131	3.0	0.17014200000000002	2.435696	5.0	46.542202	0.797094	3.0	54.06049	4.233807	1.0	91.715517	7.447247999999999	4.0	0.014434	0.7722399999999999	1.0	33.770412
969.0	2.0	11.189276	86.312478	97.088111	27.819478999999998	0.7377229999999999	0.9712149999999999	0.562962	0.47692399999999996	24.117655	5.0	42.389132000000004	63.82914	1.0	0.012793	4.4514190000000005	1.0	93.293379	9.975955	5.0	52.137939	23.058545000000002	2.0	34.091611	16.657247	1.0	0.018341999999999997	12.410744000000001	1.0	22.286803
973.0	2.0	19.255914	55.134627	99.441281	21.744782	0.446855	0.6570739999999999	0.589988	0.343252	3.008403	6.0	66.041748	65.499344	2.0	0.041154	16.354697	2.0	80.18149100000001	8.77011	6.0	84.934563	6.488402	2.0	74.37288199999999	6.692658	1.0	0.012886000000000002	4.560103	2.0	65.905909
974.0	2.0	95.963728	25.129672	77.406254	92.700057	0.417229	0.444105	0.796549	0.29492199999999996	22.780675	5.0	50.844788	2.785326	6.0	0.051914999999999996	2.062881	5.0	76.50239300000001	24.136022	6.0	79.753918	45.992292	1.0	70.095804	24.100279999999998	1.0	0.015333000000000001	11.518381	2.0	58.850196
1011.0	2.0	16.215073999999998	64.476348	36.317896999999995	60.073826000000004	0.749047	0.8743049999999999	0.32049099999999997	0.6625	17.462581	2.0	67.809935	66.74589499999999	2.0	0.049328	6.0868459999999995	5.0	25.543307000000002	17.081228	4.0	92.869265	4.856479	4.0	12.280054	5.672754	1.0	0.03718	2.4513979999999997	5.0	51.525354
1078.0	2.0	68.920447	85.575011	92.094961	89.882085	0.8695940000000001	0.5871850000000001	0.7560819999999999	0.6752600000000001	5.874623000000001	2.0	10.791253	68.979252	2.0	0.010752	8.347761	2.0	3.1937450000000003	10.749371	5.0	44.339174	41.538451	1.0	10.917577	21.132509	1.0	0.056949	2.502793	4.0	26.807794
1080.0	2.0	85.68218399999999	19.502275	22.81061	59.45819300000001	0.536602	0.861165	0.18104	0.43213	7.037288	6.0	51.408495	72.60566999999999	1.0	0.014490000000000001	14.425154000000001	5.0	16.949399	14.534423	1.0	21.812755	65.316499	1.0	14.617981	8.686447	6.0	0.315473	7.906337	3.0	23.918343
1089.0	2.0	45.421631	89.06947199999999	87.837061	39.069247	0.6606569999999999	0.12000699999999999	0.319334	0.790558	3.58923	1.0	18.684753	15.88275	4.0	0.018346	12.512733	6.0	35.564265	10.670319000000001	4.0	94.29592	1.1575280000000001	1.0	48.725215000000006	15.392079999999998	4.0	0.014433000000000001	1.854487	5.0	78.357694
1138.0	2.0	59.527618999999994	49.530821	87.17671	66.050721	0.43751599999999996	0.197276	0.232397	0.207815	2.378825	3.0	88.704062	3.7591919999999996	2.0	0.011302	1.830442	6.0	58.681127000000004	3.748739	5.0	96.86864	12.219389	6.0	73.922522	22.616344	1.0	0.015394999999999999	5.381135	2.0	13.909676999999999
