uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
22.0	2.0	24.968541000000002	10.908603999999999	98.89888	60.832421	0.760378	0.339281	0.29382800000000003	0.458528	4.417962999999999	4.0	24.024266	63.318573	1.0	0.031863999999999996	14.058229999999998	3.0	1.9373619999999998	20.889864000000003	4.0	68.110128	41.416625	4.0	47.287108	13.802012	6.0	0.026273	18.851628	6.0	56.728176
55.0	2.0	6.5430839999999995	17.248407999999998	84.50675	41.903317	0.670479	0.726508	0.594197	0.559218	2.014907	1.0	30.190838	30.231709999999996	1.0	0.03569	12.938675	1.0	2.6790849999999997	19.928235	1.0	23.585222	8.561233	5.0	36.959886	20.099395	6.0	0.025431	15.568842000000002	3.0	70.329808
62.0	2.0	22.882028	12.159666	44.010086	97.517893	0.530219	0.7949350000000001	0.32907600000000004	0.513853	15.380987	1.0	33.833771	7.434955	2.0	0.05607	2.06556	2.0	69.23114699999999	16.787213	2.0	88.618477	19.764395999999998	6.0	31.172390999999998	4.636985	2.0	0.024897	15.980170000000001	4.0	69.26012
67.0	2.0	3.044725	73.392048	82.088883	93.665097	0.468145	0.47295600000000004	0.674466	0.435854	19.644092999999998	2.0	75.608025	31.590733	6.0	0.029654000000000003	5.679988	3.0	23.664726	8.587710000000001	4.0	10.383389	65.935637	5.0	81.872457	0.952207	3.0	0.010354	18.379904999999997	3.0	6.941145
100.0	2.0	2.516135	57.356735	11.132046	84.30042399999999	0.39966599999999997	0.5178729999999999	0.67862	0.58796	6.76647	1.0	39.979907	3.706842	5.0	0.010369	5.750184	6.0	84.832279	3.7016970000000002	1.0	8.772391	30.128512	5.0	17.548545	22.540614	3.0	0.326365	14.714935	4.0	19.325356
127.0	2.0	3.775469	36.508649	62.71595799999999	29.836743	0.7245510000000001	0.928916	0.669833	0.504733	18.032089000000003	6.0	83.395921	36.558853000000006	1.0	0.109526	15.204889000000001	4.0	40.705132	9.518002000000001	1.0	85.65600500000001	21.380979999999997	6.0	88.233731	3.443801	5.0	0.027498	7.385199000000001	5.0	27.086387
140.0	2.0	3.181622	15.480373	19.928666	46.369073	0.861979	0.710904	0.982476	0.9660059999999999	20.657153	6.0	42.143929	59.366659999999996	3.0	0.015381	7.776486	4.0	67.667621	0.8551129999999999	5.0	56.954524	23.705547	5.0	91.317653	14.752265	2.0	0.012965	12.199858	5.0	24.832883
141.0	2.0	87.765947	10.412600999999999	17.777352	46.738292	0.59283	0.8627309999999999	0.9680989999999999	0.476717	9.130942999999998	2.0	51.431196	11.237414	5.0	0.108297	18.259601999999997	4.0	96.276252	7.342256	4.0	57.341674	50.888876	4.0	98.907446	1.415095	2.0	0.012209999999999999	9.928903	4.0	34.044574
143.0	2.0	35.939003	5.457113	82.945655	51.741566	0.22348800000000002	0.895674	0.645854	0.847354	11.835689	3.0	3.679211	56.482991000000005	5.0	0.014594	0.698315	4.0	56.886995999999996	4.126296	5.0	60.024715	33.79626	3.0	17.025323999999998	13.333523999999999	5.0	0.019675	15.866507	4.0	57.407953000000006
159.0	2.0	79.660514	1.8964330000000003	11.935085	48.009042	0.6626810000000001	0.865725	0.334828	0.259456	4.028080999999999	6.0	60.386083	41.332612	5.0	0.019362	12.752814	2.0	75.612388	10.329251	2.0	40.505282	59.034321	2.0	93.787134	6.135943	2.0	0.01973	14.567288000000001	5.0	81.25013
301.0	2.0	1.171361	92.80889	97.398353	59.148491	0.522037	0.349096	0.837483	0.695721	10.320932	2.0	71.891054	30.457258000000003	5.0	0.068267	9.161529	3.0	72.392476	7.032033	5.0	42.408128000000005	73.53039799999999	3.0	84.238488	11.687731	4.0	0.011647	17.205441	3.0	76.68781800000001
