uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
8.0	2.0	82.049127	93.131077	45.495002	48.263951	0.362429	0.573886	0.128554	0.534836	26.237790000000004	2.0	86.962014	1.040912	3.0	0.107716	3.9916440000000004	5.0	30.464909999999996	5.187686	3.0	9.303724	8.280225999999999	3.0	33.43927	56.308347	3.0	0.024499	3.277342	1.0	22.414711999999998	11.385603	1.0	34.786456
30.0	2.0	30.469728999999997	78.672389	41.051076	94.268538	0.412249	0.130294	0.20385699999999998	0.934642	0.903756	2.0	82.546211	10.002410000000001	3.0	0.012969	5.794504	4.0	7.9527779999999995	4.202687	2.0	70.108143	7.818444	6.0	1.083896	72.245703	5.0	0.07123600000000001	11.922538000000001	5.0	98.383876	23.988001999999998	5.0	8.7184
59.0	2.0	53.695713	81.979928	84.733994	83.03070500000001	0.528934	0.43795500000000004	0.549016	0.782041	32.215090000000004	4.0	86.038771	23.398864	1.0	0.056286	3.317385	2.0	11.409685000000001	1.747222	2.0	49.957417	11.281382	3.0	25.8025	64.65345400000001	2.0	0.033418	11.381960000000001	4.0	6.935948	1.8911529999999999	4.0	3.958171
76.0	2.0	38.611492999999996	94.458815	79.734095	53.520579000000005	0.304546	0.640372	0.220748	0.464046	49.964959	4.0	71.13538	15.188006	1.0	0.118427	3.5584910000000005	5.0	58.082370999999995	5.229349	5.0	75.675574	10.942514	1.0	4.47089	66.84745500000001	2.0	0.012534	9.993893	2.0	68.044487	22.315192	1.0	76.413411
79.0	2.0	89.499336	14.709625	49.953488	61.12876899999999	0.226029	0.23072600000000001	0.44902600000000004	0.568723	53.641932	2.0	6.275812999999999	16.135817000000003	6.0	0.037883	5.92506	3.0	44.837497	0.785994	3.0	37.408086	0.743182	1.0	3.385358	57.300015	5.0	0.07412300000000001	9.050982000000001	6.0	23.246965	21.364795	4.0	50.662446
122.0	2.0	72.625138	30.955403000000004	9.365159	88.98645	0.700134	0.796371	0.327212	0.447297	24.910054000000002	2.0	94.40039200000001	11.605946000000001	1.0	0.046664	1.349856	4.0	23.893594	4.21756	1.0	60.271578000000005	2.218803	2.0	74.659871	51.732627	3.0	0.077211	14.973051000000002	2.0	15.87926	24.81835	5.0	2.262521
139.0	2.0	92.31742	78.175107	58.600027000000004	45.653991999999995	0.42553100000000005	0.886784	0.566964	0.688505	1.904557	1.0	41.158638	9.107275999999999	5.0	0.018637	2.206106	3.0	37.639876	0.36990300000000004	3.0	39.512026	6.519823000000001	3.0	16.014746	56.43719300000001	4.0	0.016138999999999997	14.592422000000001	1.0	10.571402	0.66704	1.0	53.485764
154.0	2.0	78.72283399999999	59.892879	65.2155	66.105798	0.27231	0.40262600000000004	0.304684	0.28963	66.217885	1.0	64.335453	13.276608	3.0	0.038526	4.166816000000001	1.0	74.851547	2.043104	6.0	92.884062	11.463949000000001	3.0	80.579121	44.804362	2.0	0.043531	15.885371	6.0	1.492833	18.277321	2.0	52.72761
233.0	2.0	33.383454	42.932514000000005	90.695033	81.20491700000001	0.557244	0.822155	0.7647390000000001	0.460059	0.8219790000000001	3.0	53.689899	13.29933	6.0	0.020855000000000002	5.685347	1.0	86.487186	2.02212	5.0	94.867807	23.312835999999997	3.0	4.311121	72.699248	2.0	0.01042	17.564733	6.0	33.938355	10.635363	6.0	85.466369
240.0	2.0	26.860032	43.529264000000005	74.54201	78.54925300000001	0.124303	0.29528499999999996	0.641001	0.185996	42.910696	4.0	34.205579	6.847107	5.0	0.185883	5.554742	5.0	91.294664	5.946166000000001	1.0	58.307159	6.164931	1.0	14.106081	40.610085	5.0	0.621767	5.815132	1.0	53.479284	24.366372	4.0	64.172607
