uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
33.0	3.0	50.084639	30.580025	61.415268000000005	66.29144000000001	0.9510209999999999	0.10395399999999999	0.546239	0.30388200000000004	9.878827000000001	2.0	15.277776000000001	18.849226	3.0	0.011770000000000001	3.184294	2.0	6.220075	18.076893	4.0	46.242739	13.23518	3.0	43.799283	9.394793	1.0	0.160088	3.667293	5.0	49.45022	10.090977	1.0	94.773691
42.0	3.0	90.977017	18.364458	64.012244	68.912072	0.318775	0.379999	0.516602	0.36705	21.515368	4.0	81.43243199999999	15.178396	3.0	0.262623	12.820742	5.0	98.510049	23.335059	6.0	69.487126	7.608719000000001	4.0	4.07926	18.267774	1.0	0.01077	17.252589999999998	4.0	65.695915	16.315285	3.0	73.34223
70.0	3.0	34.234658	37.601287	92.42718	31.149803000000002	0.506263	0.797975	0.189556	0.473646	0.9612059999999999	1.0	55.89641700000001	15.526212	4.0	0.019795	2.775009	3.0	9.994008000000001	0.797287	6.0	85.587967	6.296367	2.0	7.526039	23.985882	6.0	0.02128	6.108193	5.0	30.321618	8.422152	4.0	18.449192
109.0	3.0	84.47280699999999	85.390061	92.266581	20.379264000000003	0.735809	0.43807299999999993	0.364636	0.9303889999999999	13.725225	1.0	82.89562099999999	12.763739	4.0	0.039363	8.915569	6.0	7.428972999999999	20.775270000000003	5.0	12.559092999999999	10.377722	2.0	21.480763	22.611128	1.0	0.013283000000000001	13.2757	4.0	54.44941800000001	1.726765	2.0	40.017961
151.0	3.0	14.024835999999999	21.390275	66.97034000000001	26.957431	0.341998	0.31566500000000003	0.161824	0.325388	10.858074	2.0	15.667534	17.910586	2.0	0.033855	3.028263	2.0	8.532936999999999	2.501796	5.0	61.249472	20.179277	4.0	48.584958	22.344171	6.0	0.049799	4.606635	6.0	24.704652	12.692321000000002	2.0	13.676251
178.0	3.0	90.309839	65.154054	69.774191	83.574555	0.700472	0.418404	0.21121700000000002	0.237213	5.0426519999999995	4.0	73.682884	7.452234	4.0	0.016755000000000003	1.467416	6.0	15.483154999999998	13.334725	2.0	92.19605	25.269370000000002	4.0	66.345529	18.279522	4.0	0.036680000000000004	12.4468	2.0	28.967167	14.616206	1.0	72.975246
246.0	3.0	97.864237	47.755851	45.824825	66.08108	0.723043	0.164943	0.11039600000000001	0.933207	16.007207	1.0	20.689421	14.298114000000002	5.0	0.042266000000000005	2.568639	4.0	9.993936	4.81762	6.0	30.810955	17.37677	6.0	84.339506	11.875989	5.0	0.055548	3.948549	3.0	28.144168	3.087612	6.0	26.732753000000002
258.0	3.0	90.801109	74.841464	84.38571	47.181819	0.164919	0.993461	0.48604899999999995	0.24183600000000002	1.7735830000000001	1.0	8.841578	24.635133	1.0	0.010398000000000001	2.2766990000000003	5.0	25.782114	21.004863	3.0	67.176109	22.413447	1.0	54.19899300000001	13.451720000000002	1.0	0.018265	6.814731	2.0	88.086253	16.425826999999998	3.0	34.929428
331.0	3.0	10.656113000000001	99.603987	92.63288299999999	27.561417	0.9262020000000001	0.49359	0.22826100000000002	0.31135300000000005	19.824525	6.0	77.118454	17.908617	4.0	0.014138999999999999	9.350142	1.0	11.282771	9.027439	3.0	53.270782	0.557561	6.0	65.351127	15.455314999999999	3.0	0.081833	15.360702999999999	4.0	80.325274	12.719289999999999	2.0	5.261327
411.0	3.0	96.11567	86.957319	60.736162	79.389037	0.331359	0.801982	0.381131	0.7792319999999999	6.8580190000000005	6.0	91.083118	1.368684	1.0	0.017567	4.098402	2.0	8.703362	20.805168	3.0	12.443429	3.318953	4.0	97.3074	10.230057	6.0	0.296783	15.1314	5.0	44.310774	20.205028	4.0	91.428997
