uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
8.0	2.0	45.782099	89.094025	95.167591	57.667325	0.5745359999999999	0.8301540000000001	0.9655229999999999	0.651831	8.970212	2.0	83.78930799999999	21.449147	4.0	0.020729	2.718013	2.0	93.27579399999999	12.827466000000001	1.0	87.692341	5.1330540000000004	3.0	68.196182	14.078702999999999	6.0	0.026307	13.186914999999999	4.0	35.346385	13.342164000000002	2.0	88.36952
12.0	2.0	86.197581	26.469967999999998	20.640275	58.511991	0.585587	0.26413600000000004	0.617589	0.98585	23.893595	1.0	46.756577	9.94213	5.0	0.025138	5.722575	3.0	98.201876	2.423447	4.0	32.012054	2.433969	4.0	38.271937	20.489735999999997	1.0	0.010656	5.334093	4.0	91.543375	17.502387	3.0	50.69287
14.0	2.0	7.803153	21.917045	72.286303	39.207795000000004	0.612907	0.469683	0.16536900000000002	0.783263	12.496369	2.0	5.737156	13.729688000000001	1.0	0.010373	5.620945	5.0	25.852416	8.009598	1.0	50.623363	10.721193	3.0	11.764472	21.794155	6.0	0.025599	18.962296	1.0	11.339298	17.635807999999997	1.0	8.315750999999999
20.0	2.0	36.834982000000004	22.370520000000003	13.911588	27.410044	0.292529	0.32155500000000004	0.279644	0.797817	10.634143	4.0	17.746116	9.481127	3.0	0.020071000000000002	4.980695	2.0	80.243172	13.708672	3.0	10.620116000000001	23.769661	1.0	27.209815000000003	11.206398	5.0	0.031692000000000005	11.312447	1.0	67.511808	6.140554	1.0	89.577359
27.0	2.0	92.985322	46.953410999999996	84.916391	4.23948	0.685267	0.9595670000000001	0.974301	0.8562770000000001	5.566092	4.0	76.495237	23.568948000000002	6.0	0.028344	11.394072	3.0	69.518372	9.059919	4.0	8.242894999999999	24.753923999999998	1.0	4.138319	22.610718	5.0	0.027081	14.378838	3.0	18.612560000000002	14.908110999999998	6.0	6.121783
35.0	2.0	22.74175	56.71769200000001	68.441858	70.548799	0.57358	0.5620189999999999	0.984073	0.272928	17.107105999999998	6.0	21.089389999999998	2.9404169999999996	1.0	0.031566000000000004	8.806901	3.0	37.581536	7.224516	4.0	12.762583	9.325478	3.0	10.765633	4.8937040000000005	3.0	0.010825	7.561109	1.0	17.837579	16.735578	6.0	33.485652
38.0	2.0	21.164185	99.230776	96.141759	53.89804399999999	0.7171029999999999	0.10004199999999999	0.405334	0.8120029999999999	1.237398	6.0	47.799763	14.265009	2.0	0.010395999999999999	1.211274	3.0	83.996288	12.400617	2.0	96.926802	16.0569	1.0	9.506072999999999	2.803476	4.0	0.018626	7.059578	4.0	91.447818	17.318136	6.0	19.858835
44.0	2.0	38.850828	20.480339	49.761359999999996	46.208420000000004	0.45292299999999996	0.40810100000000005	0.295425	0.958076	17.977495	3.0	94.420556	14.706175	3.0	0.014738	8.918397	6.0	62.049627	18.933223	2.0	11.605450999999999	4.7717	1.0	58.534631999999995	7.87525	4.0	0.015156999999999999	2.339122	3.0	28.402625	9.940287	6.0	7.077711
47.0	2.0	12.3497	44.841563	19.766389999999998	72.836584	0.16100799999999998	0.663311	0.843181	0.526512	8.956660000000001	2.0	28.204531	13.217382	4.0	0.014138999999999999	4.109172	5.0	60.482364000000004	3.496147	2.0	72.861132	10.812861	2.0	82.764865	5.981948	1.0	0.033354	0.40386500000000003	3.0	84.253525	6.341495	3.0	64.245467
50.0	2.0	74.684997	75.200198	73.353373	32.629290999999995	0.799992	0.7418520000000001	0.799791	0.9225389999999999	0.94709	1.0	72.370254	1.326603	4.0	0.028921	12.031755	4.0	14.056276	19.230209	2.0	84.844192	0.591318	3.0	32.943933	12.046474	3.0	0.026179	5.631308	2.0	92.296705	24.388302	1.0	36.19327
