index_no	uid	no_of_states	HH	HL	LH	LL	
1	21	2	0	0	0.704	0.296	
2	65	2	0	0.102	0.898	0	
3	74	2	0	0.019	0.981	0	
4	85	2	0	0	0.326	0.674	
5	111	2	0	0	1	0	
6	122	2	0	0	0.834	0.166	
7	153	2	0	0	0.977	0.023	
8	159	2	0	0	0.946	0.054	
9	168	2	0	0	0.097	0.903	
10	191	2	0	0	0.955	0.045	
11	193	2	0	0	0.299	0.701	
12	207	2	0	0.081	0.919	0	
13	232	2	0	0	0.997	0.003	
14	267	2	0	0	0.923	0.077	
15	273	2	0.929	0.071	0	0	
16	299	2	0	0	0.813	0.187	
17	310	2	0	0	0.991	0.009	
18	331	2	0	0	0.624	0.376	
19	347	2	0	0	0.898	0.102	
20	350	2	0.959	0.041	0	0	
21	355	2	0	0.005	0.995	0	
22	385	2	0	0.32	0.68	0	
23	414	2	0	0	0.698	0.302	
24	421	2	0	0	0.726	0.274	
25	432	2	0	0.578	0.318	0.104	
26	435	2	0	0	1	0	
27	437	2	0	0	0.989	0.011	
28	449	2	0	0	0.855	0.145	
29	460	2	0	0	0.909	0.091	
30	462	2	0	0	0.522	0.478	
31	478	2	0	0	0.74	0.26	
32	485	2	0	0	1	0	
33	522	2	0	0	0.952	0.048	
34	563	2	0	0	0.933	0.067	
35	578	2	0	0.011	0.989	0	
36	595	2	0	0	0.988	0.012	
37	641	2	0	0	0.858	0.142	
38	646	2	0	0	1	0	
39	708	2	0	0	0.509	0.491	
40	717	2	0	0	0.924	0.076	
41	742	2	0	0	0.991	0.009	
42	770	2	0	0	0.794	0.206	
43	771	2	0	0	0.741	0.259	
44	775	2	0	0	0.792	0.208	
45	797	2	0	0	1	0	
46	804	2	0	0.197	0.803	0	
47	829	2	0	0	0.668	0.332	
48	862	2	0.974	0.026	0	0	
49	866	2	0	0.002	0.998	0	
50	867	2	0	0	0.859	0.141	
51	881	2	0	0	0.64	0.36	
52	902	2	0	0	0.678	0.322	
53	930	2	0	0	0.732	0.268	
54	938	2	0	0	0.996	0.004	
55	970	2	0	0.355	0.645	0	
56	998	2	0	0	0.825	0.175	
57	1022	2	0	0	0.418	0.582	
58	1026	2	0	0	0.792	0.208	
59	1056	2	0	0	0.82	0.18	
60	1067	2	0	0	0.044	0.956	
61	1070	2	0	0	0.97	0.03	
62	1098	2	0	0	0.021	0.979	
63	1111	2	0	0	0.414	0.586	
64	1136	2	0	0	0.816	0.184	
65	1138	2	0	0.024	0.974	0.002	
66	1145	2	0	0	0.305	0.695	
67	1164	2	0	0	0.706	0.294	
68	1165	2	0	0	0.658	0.342	
69	1183	2	0	0	0.743	0.257	
70	1187	2	0	0	0.782	0.218	
71	1197	2	0	0	0.409	0.591	
72	1213	2	0	0.225	0.764	0.011	
73	1243	2	0	0.088	0.912	0	
74	1259	2	0	0	0.995	0.005	
75	1261	2	0	0	0.985	0.015	
76	1290	2	0	0	0.728	0.272	
77	1301	2	0	0	0.624	0.376	
78	1316	2	0	0	0.722	0.278	
79	1317	2	0	0.012	0.988	0	
80	1318	2	0	0	0.365	0.635	
81	1346	2	0	0	0.879	0.121	
82	1347	2	0	0	0.895	0.105	
83	1354	2	0	0	0.967	0.033	
84	1365	2	0	0	0.792	0.208	
85	1375	2	0	0	1	0	
86	1384	2	0	0	0.583	0.417	
87	1427	2	0	0	0.779	0.221	
88	1433	2	0	0	0.791	0.209	
89	1452	2	0	0	1	0	
90	1461	2	0	0	0.962	0.038	
91	1467	2	0	0	0.118	0.882	
92	1492	2	0	0	0.828	0.172	
93	1500	2	0	0	0.697	0.303	
94	1505	2	0	0	0.808	0.192	
95	1516	2	0	0	0.907	0.093	
96	1532	2	0	0	0.314	0.686	
97	1534	2	0	0.389	0.611	0	
98	1549	2	0	0.078	0.909	0.013	
99	1560	2	0	0	0.944	0.056	
100	1562	2	0	0	0.21	0.79	
101	1584	2	0	0	0.903	0.097	
102	1590	2	0	0	0.924	0.076	
103	1592	2	0	0	0.277	0.723	
104	1608	2	0	0	0.877	0.123	
105	1612	2	0	0	0.486	0.514	
106	1615	2	0	0	1	0	
107	1634	2	0	0.186	0.771	0.043	
108	1660	2	0	0	0.723	0.277	
109	1664	2	0	0	0.844	0.156	
110	1682	2	0	0	0.834	0.166	
111	1693	2	0	0	0.776	0.224	
