index_no	uid	no_of_states	HH	HL	LH	LL	
1	173	2	0.89	0	0.11	0	
2	279	2	0.717	0	0.283	0	
3	458	2	0.747	0	0.253	0	
4	494	2	1	0	0	0	
5	504	2	1	0	0	0	
6	632	2	0.753	0	0.247	0	
7	1058	2	0	0	1	0	
8	1091	2	1	0	0	0	
9	1219	2	0.819	0	0.181	0	
10	1296	2	1	0	0	0	
11	1410	2	0.964	0	0.036	0	
12	1824	2	0.503	0	0.497	0	
13	2138	2	0.921	0	0.079	0	
14	2222	2	0	0	1	0	
15	2253	2	0.986	0	0.014	0	
16	2306	2	0.826	0	0.174	0	
17	2324	2	0.013	0	0.987	0	
18	2375	2	0.847	0	0.153	0	
19	2432	2	0.798	0	0.202	0	
20	2456	2	0.809	0	0.191	0	
21	2464	2	0.881	0	0.119	0	
22	2565	2	0.023	0	0.977	0	
23	2710	2	0.3	0	0.7	0	
24	2735	2	1	0	0	0	
25	3055	2	0.999	0	0.001	0	
26	3137	2	0.142	0	0.858	0	
27	3289	2	0.835	0	0.165	0	
28	3426	2	0.991	0	0.009	0	
29	3463	2	1	0	0	0	
30	3484	2	0.949	0	0.051	0	
31	3821	2	0	0	1	0	
32	4043	2	0.865	0	0.135	0	
33	4095	2	0	0	1	0	
34	4148	2	0.472	0	0.528	0	
35	4346	2	0	0	1	0	
36	4446	2	1	0	0	0	
37	4451	2	0.885	0	0.115	0	
38	4669	2	0	0	1	0	
39	4768	2	0.941	0	0.059	0	
40	4822	2	0.309	0.138	0.553	0	
41	4828	2	0.998	0	0.002	0	
42	4868	2	0.996	0	0.004	0	
43	4963	2	0.996	0	0.004	0	
44	5042	2	0	0	1	0	
45	5063	2	0.568	0	0.432	0	
46	5075	2	0	0	1	0	
47	5301	2	0	0	1	0	
48	5339	2	0.986	0	0.014	0	
49	5711	2	0	0	1	0	
50	5829	2	0.803	0	0.197	0	
51	5882	2	0.911	0	0.089	0	
52	5896	2	0.33	0.485	0.185	0	
53	6331	2	0.939	0	0.061	0	
54	6449	2	0.027	0.005	0.968	0	
55	6802	2	0.264	0	0.736	0	
56	6828	2	0.818	0	0.182	0	
57	7052	2	1	0	0	0	
58	7147	2	1	0	0	0	
59	7265	2	0.86	0	0.14	0	
60	7333	2	0.892	0	0.108	0	
61	7362	2	0.614	0	0.386	0	
62	7395	2	0	0	1	0	
63	7485	2	0	0	1	0	
64	7495	2	0.859	0	0.141	0	
65	7579	2	1	0	0	0	
66	7654	2	0.932	0	0.068	0	
67	7709	2	0	0	1	0	
68	8270	2	0.761	0	0.239	0	
69	8404	2	0.725	0	0.275	0	
70	8593	2	0.73	0.002	0.268	0	
71	8619	2	0.725	0	0.275	0	
72	8770	2	0.855	0	0.145	0	
73	8785	2	0.987	0	0.013	0	
74	8794	2	0.804	0	0.196	0	
75	8833	2	0.76	0	0.24	0	
76	8887	2	0.938	0	0.062	0	
77	8899	2	0.986	0	0.014	0	
78	9073	2	0	0	1	0	
79	9102	2	0.841	0	0.159	0	
80	9272	2	0.782	0	0.218	0	
81	9534	2	0.913	0	0.087	0	
82	9540	2	0.894	0	0.106	0	
83	9653	2	0.994	0	0.006	0	
84	9719	2	0	0	1	0	
85	9756	2	0.488	0	0.512	0	
86	9915	2	0.878	0	0.122	0	
