index_no	uid	no_of_states	HH	HL	LH	LL	
1	34	2	0	0.824	0	0.176	
2	39	2	0	0.606	0	0.394	
3	84	2	0	0.932	0	0.068	
4	105	2	0	0.913	0	0.087	
5	108	2	0	0.023	0	0.977	
6	119	2	0	0.92	0	0.08	
7	127	2	0	0.83	0	0.17	
8	165	2	0	0.849	0	0.151	
9	176	2	0	0.447	0	0.553	
10	196	2	0	0.418	0	0.582	
11	205	2	0	0.864	0	0.136	
12	211	2	0	0.778	0	0.222	
13	225	2	0	0.833	0	0.167	
14	229	2	0	0.491	0	0.509	
15	284	2	0	0.361	0	0.639	
16	289	2	0	0.59	0	0.41	
17	291	2	0	1	0	0	
18	293	2	0	0.918	0	0.082	
19	329	2	0	0.775	0	0.225	
20	366	2	0	0.319	0	0.681	
21	372	2	0	0.993	0	0.007	
22	397	2	0	0.935	0	0.065	
23	417	2	0	0.799	0	0.201	
24	438	2	0	0.845	0	0.155	
25	448	2	0	0.989	0.006	0.005	
26	457	2	0	0.612	0	0.388	
27	475	2	0	1	0	0	
28	506	2	0	0.73	0	0.27	
29	556	2	0	0.963	0	0.037	
30	564	2	0	0.342	0	0.658	
31	588	2	0	0.866	0	0.134	
32	597	2	0	0.756	0	0.244	
33	598	2	0	0.9	0	0.1	
34	637	2	0	0.797	0	0.203	
35	643	2	0	0.89	0	0.11	
36	645	2	0	0.981	0	0.019	
37	648	2	0	0.495	0	0.505	
38	660	2	0	0.884	0	0.116	
39	704	2	0	0.993	0	0.007	
40	727	2	0	0.972	0	0.028	
41	743	2	0	0.798	0	0.202	
42	761	2	0	0.191	0	0.809	
43	794	2	0	0.084	0	0.916	
44	830	2	0	0.805	0	0.195	
45	832	2	0	0.867	0.022	0.111	
46	851	2	0	0.877	0	0.123	
47	855	2	0	1	0	0	
48	858	2	0	0.345	0	0.655	
49	864	2	0	0.682	0	0.318	
50	872	2	0	1	0	0	
51	898	2	0	1	0	0	
52	899	2	0	0.97	0	0.03	
53	905	2	0	1	0	0	
54	922	2	0	0.853	0	0.147	
55	939	2	0	0.799	0	0.201	
56	943	2	0	0.781	0.114	0.105	
57	972	2	0	0.999	0	0.001	
58	1000	2	0	0.968	0	0.032	
59	1010	2	0	0.958	0	0.042	
60	1025	2	0	0.932	0	0.068	
61	1033	2	0	0.991	0	0.009	
62	1063	2	0	0.882	0	0.118	
63	1079	2	0	0.822	0	0.178	
64	1113	2	0	0.909	0	0.091	
65	1115	2	0	0.966	0	0.034	
66	1125	2	0	0.723	0	0.277	
67	1127	2	0	0.972	0	0.028	
68	1135	2	0	0.553	0	0.447	
69	1142	2	0	0.991	0.009	0	
70	1158	2	0	0.574	0	0.426	
71	1162	2	0	0.807	0	0.193	
72	1167	2	0	0.99	0	0.01	
73	1169	2	0	0.972	0	0.028	
74	1186	2	0	0.882	0	0.118	
75	1201	2	0	0.937	0	0.063	
76	1202	2	0	0.917	0	0.083	
77	1206	2	0	0.389	0	0.611	
78	1229	2	0	0.91	0	0.09	
79	1244	2	0	0.846	0	0.154	
80	1287	2	0	0.99	0	0.01	
81	1304	2	0	0.733	0	0.267	
82	1330	2	0	0.89	0	0.11	
83	1331	2	0	0.992	0	0.008	
84	1335	2	0	0.078	0	0.922	
85	1345	2	0	0.45	0	0.55	
86	1378	2	0	0.932	0	0.068	
87	1389	2	0	0.779	0	0.221	
88	1392	2	0	0.822	0	0.178	
89	1469	2	0	1	0	0	
90	1493	2	0	0.82	0	0.18	
91	1499	2	0	0.989	0	0.011	
92	1517	2	0	0.999	0	0.001	
93	1521	2	0	0.951	0	0.049	
94	1530	2	0	0.905	0	0.095	
95	1558	2	0	0.904	0	0.096	
96	1614	2	0	0.832	0	0.168	
97	1635	2	0	0.471	0	0.529	
98	1650	2	0	0.863	0	0.137	
99	1707	2	0	0.872	0	0.128	
100	1742	2	0	0.554	0	0.446	
101	1743	2	0	0.998	0	0.002	
102	1798	2	0	0.633	0	0.367	
103	1810	2	0	0.944	0	0.056	
104	1856	2	0	0.926	0.039	0.035	
105	1875	2	0	0.73	0.032	0.238	
106	1908	2	0	1	0	0	
107	1912	2	0	0.777	0	0.223	
108	1913	2	0	0.363	0	0.637	
109	1927	2	0	0.966	0	0.034	
110	1941	2	0	0.947	0	0.053	
111	1975	2	0	0.991	0	0.009	
112	1999	2	0	1	0	0	
113	2027	2	0	0.952	0	0.048	
114	2042	2	0	0.486	0	0.514	
115	2044	2	0	0.966	0.025	0.009	
116	2115	2	0	0.788	0	0.212	
117	2134	2	0	0.585	0	0.415	
118	2146	2	0	0.975	0	0.025	
119	2154	2	0	0.866	0	0.134	
120	2175	2	0	1	0	0	
121	2232	2	0	0.289	0	0.711	
