HH	HH	HH	0.0257	71	2763
HH	HH	HL	0.03257	90	2763
HH	HH	LH	0.01846	51	2763
HH	HH	LL	0.11618	321	2763
HH	HL	HL	0.02895	80	2763
HH	HL	LH	0.01013	28	2763
HH	HL	LL	0.17155	474	2763
HH	LH	LH	0.03981	110	2763
HH	LH	LL	0.12378	342	2763
HH	LL	LL	0.06515	180	2763
HL	HL	HL	0.0029	8	2763
HL	HL	LH	0.00398	11	2763
HL	HL	LL	0.04814	133	2763
HL	LH	LH	0.00217	6	2763
HL	LH	LL	0.07021	194	2763
HL	LL	LL	0.14875	411	2763
LH	LH	LH	0.01013	28	2763
LH	LH	LL	0.03149	87	2763
LH	LL	LL	0.03981	110	2763
LL	LL	LL	0.01013	28	2763
