uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
5.0	4.0	64.815699	45.854995	57.589783	84.928208	0.651783	0.437138	0.471604	0.694531	22.374595000000003	6.0	92.891378	14.020064999999999	3.0	0.016482	3.146235	1.0	28.866534	5.962356	4.0	4.2072080000000005	11.163961	4.0	74.684032	49.821995	5.0	85.469489	19.034354999999998	5.0	0.016208	4.067141	3.0	76.527197	0.541107	3.0	22.259473
6.0	4.0	66.961252	97.96401999999999	62.39123000000001	32.949027	0.537499	0.9299709999999999	0.42379700000000003	0.529517	15.004701	6.0	92.489141	63.040760999999996	1.0	0.010669	3.4750080000000003	6.0	8.314678	5.0986769999999995	6.0	57.830509	17.576081	1.0	94.524186	41.828945000000004	4.0	74.710435	0.486642	5.0	0.151152	4.4932	5.0	7.555403999999999	1.472071	5.0	89.38251
27.0	4.0	99.846102	50.739034000000004	95.33064300000001	57.7132	0.6873560000000001	0.8661530000000001	0.583577	0.282304	17.55888	5.0	66.78950400000001	52.970838	2.0	0.010298	3.424878	4.0	29.810290000000002	3.5395529999999997	6.0	99.122962	7.363631	1.0	26.226953	26.725134000000004	2.0	74.655862	21.969269	3.0	0.010527	4.794139	6.0	85.015117	5.442586	2.0	98.848842
80.0	4.0	37.554122	91.91630500000001	59.554066000000006	56.734037	0.260846	0.9282020000000001	0.34815300000000005	0.291204	21.369258	2.0	67.762664	74.874004	6.0	0.047274000000000004	0.641792	4.0	76.927537	0.311789	3.0	79.201777	0.40269499999999997	3.0	79.996562	56.066522	5.0	87.433491	6.696296	1.0	0.013751	1.4538010000000001	2.0	85.25411700000001	5.796794	3.0	48.707117
81.0	4.0	22.426701	47.531824	51.718703000000005	67.48983199999999	0.982311	0.276665	0.691561	0.7214550000000001	0.9913049999999999	1.0	98.184096	72.74811	3.0	0.0201	0.398973	5.0	91.111815	1.2150889999999999	2.0	44.169637	1.7790740000000003	6.0	99.038027	20.822785	3.0	71.619683	19.665282	2.0	0.013866999999999999	4.385783	2.0	48.52044	3.232425	4.0	73.825678
112.0	4.0	30.886298999999998	89.78830500000001	95.404494	84.18873	0.63236	0.40415500000000004	0.9395379999999999	0.931918	9.840727000000001	5.0	60.685047999999995	38.850057	2.0	0.012416	1.01383	5.0	94.70992700000001	2.652521	5.0	31.724264	23.434535	4.0	53.961572	70.048787	2.0	75.36053299999999	6.40949	4.0	0.173815	4.651831	5.0	50.110359	4.186528	4.0	72.889486
120.0	4.0	32.526773999999996	17.372451	13.840415	96.515824	0.187042	0.41171800000000003	0.250922	0.346271	19.295072	4.0	90.385038	22.450167	1.0	0.011378000000000001	0.759808	4.0	95.366862	5.3592580000000005	4.0	72.252414	6.561331	2.0	26.079003	47.889099	6.0	99.286211	17.268422	1.0	0.064959	4.667035	5.0	73.979635	4.163467	4.0	75.78185500000001
126.0	4.0	14.724155999999999	90.463397	27.085664	30.122466999999997	0.13778800000000002	0.7445579999999999	0.342105	0.544847	11.857218	4.0	56.745426	59.955839000000005	5.0	0.019246	4.3879779999999995	5.0	57.215463	2.3635479999999998	6.0	72.578703	19.463273	1.0	67.440451	12.513875	6.0	93.374371	15.13829	1.0	0.038287	3.5841160000000003	4.0	16.324489	0.120402	5.0	49.789565
188.0	4.0	39.373020000000004	94.322642	37.63627	32.967233	0.526695	0.794294	0.429588	0.299842	17.066492	2.0	29.405301	59.38045699999999	6.0	0.034727	4.274286	2.0	26.738937	4.950405	5.0	61.908428	13.887429000000001	1.0	16.2353	4.206496	2.0	98.721828	17.329023	3.0	0.0373	1.232816	4.0	89.925652	5.61945	2.0	67.115697
207.0	4.0	39.844361	95.648597	95.370434	44.829124	0.99566	0.685282	0.7847970000000001	0.730104	0.986706	5.0	25.426745	1.5338180000000001	4.0	0.021835	2.661216	6.0	6.856011	3.000826	3.0	31.525552	2.0200270000000002	3.0	51.505660999999996	15.954873000000001	3.0	15.106038	22.747931	6.0	0.014212	5.799468	4.0	54.628938	0.817964	3.0	53.972896
230.0	4.0	23.123584	17.78345	44.103048	16.155575	0.526687	0.798027	0.34645	0.506674	1.8054259999999998	6.0	12.397305000000001	2.286116	1.0	0.098211	3.760906	1.0	75.216254	1.133766	5.0	80.326234	17.019402	1.0	19.196315	29.657796	6.0	53.110071999999995	14.701735999999999	5.0	0.018442	3.515286	2.0	56.090991	3.059961	2.0	52.437560999999995
243.0	4.0	40.962888	18.535038	12.839392	20.831367999999998	0.15531	0.840925	0.237382	0.9267120000000001	5.246811	4.0	29.584585999999998	73.772538	5.0	0.076317	6.222539	5.0	37.533119	2.67426	1.0	69.858402	6.3255099999999995	3.0	97.762958	13.888673	4.0	31.475379999999998	16.555139	6.0	0.014065000000000001	2.889817	5.0	72.747888	4.936762	4.0	20.077523
