uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
18.0	3.0	54.930423	83.560974	6.369748	26.466138	0.299279	0.11111700000000001	0.9636239999999999	0.258874	17.380938	5.0	45.923455	56.023651	1.0	0.028742	1.7580529999999999	1.0	52.703869	2.8132759999999997	6.0	81.830261	23.341851000000002	6.0	97.17696	9.349869	4.0	17.98894	14.144951999999998	1.0	0.017973	2.956811	3.0	99.746646	2.829811	2.0	28.157162
21.0	3.0	30.708976	25.956477	47.635809	60.588896999999996	0.5485329999999999	0.531265	0.544445	0.297952	20.984095	4.0	45.600493	19.595896	3.0	0.029054000000000003	3.4139489999999997	3.0	14.928414000000002	2.3369590000000002	6.0	66.61379000000001	13.868656	1.0	54.999339	26.486631	5.0	57.401024	7.973986	5.0	0.013527	5.727998	2.0	26.129582	4.163646	4.0	69.98084399999999
26.0	3.0	48.625233	46.837176	91.492289	76.809128	0.787587	0.768822	0.6565380000000001	0.647242	8.108269	5.0	40.071078	2.094576	1.0	0.035206	5.9448360000000005	3.0	93.18085400000001	1.555072	1.0	82.848589	7.563851	1.0	24.291833999999998	40.03908	4.0	76.203102	12.416157	5.0	0.012607	3.8572230000000003	5.0	97.340695	1.487002	4.0	17.701319
41.0	3.0	42.968325	75.51249	76.73028599999999	98.192437	0.37746599999999997	0.9828889999999999	0.724062	0.5914119999999999	23.588586	2.0	54.764214	34.629706	3.0	0.010683	3.0217	5.0	51.630029	5.571593	1.0	36.571884000000004	5.881869999999999	6.0	79.013193	50.147968	5.0	64.931884	11.312921000000001	5.0	0.010722	5.934732	2.0	60.318008999999996	1.995944	2.0	38.754894
53.0	3.0	17.708169	89.15603	33.06084	72.532427	0.947342	0.105394	0.33060900000000004	0.8935049999999999	11.257611	1.0	65.514663	37.303425	6.0	0.018394	4.9005790000000005	3.0	26.85003	6.062709	2.0	56.41335	21.607481	2.0	59.261549	61.885346	6.0	67.687125	1.236832	2.0	0.013074	4.209135	3.0	45.889590999999996	5.237143	2.0	86.06750699999999
55.0	3.0	24.213656	62.104912	46.456346999999994	71.319301	0.672797	0.702484	0.343188	0.678916	20.227514000000003	5.0	15.039791000000001	46.879717	2.0	0.014941	3.506044	1.0	88.954684	4.4589669999999995	1.0	21.377014000000003	5.351616	2.0	92.638892	57.13145	1.0	76.85752	22.722658	4.0	0.015954	5.421277	4.0	84.009279	2.039988	1.0	71.733253
58.0	3.0	64.307029	20.435987	95.435138	3.9382589999999995	0.25740100000000005	0.565036	0.786737	0.812887	3.271134	3.0	88.376734	16.076298	5.0	0.013402	4.865422	4.0	26.09779	0.60783	6.0	59.087993000000004	17.949742	4.0	88.084074	27.563038	4.0	43.594497	13.573982999999998	3.0	0.11963299999999999	0.7930159999999999	2.0	62.20615600000001	2.2263919999999997	4.0	60.050775
61.0	3.0	77.334351	82.198219	27.682202	26.924297999999997	0.345294	0.121544	0.814524	0.47758199999999995	5.648204	4.0	97.051811	28.882126	2.0	0.151197	2.497643	3.0	43.282087	1.630801	1.0	14.89843	16.513591	5.0	54.388704000000004	59.062411	2.0	95.937321	17.529454	1.0	0.073025	1.648498	3.0	14.505306	2.967669	4.0	25.787403
62.0	3.0	1.666451	89.81858100000001	43.908901	22.608804	0.141923	0.6558039999999999	0.6059	0.770457	19.887459	3.0	70.746724	43.114275	6.0	0.013596	3.6858779999999998	1.0	40.377557	2.379762	6.0	13.329210999999999	6.319052	4.0	89.90391600000001	37.664081	3.0	75.22276	10.64291	5.0	0.04448	5.364033	4.0	32.055875	4.333823000000001	1.0	90.698207
63.0	3.0	3.039966	91.961178	57.461639	46.056247	0.692447	0.477308	0.8633290000000001	0.177153	3.372871	5.0	84.065588	28.327588000000002	6.0	0.034276	1.8990220000000002	6.0	38.19441	4.037681	2.0	70.243496	15.933692	6.0	30.119161	57.667614	5.0	87.11784899999999	21.528006	6.0	0.183594	2.1027009999999997	6.0	89.459772	0.666716	4.0	40.857445
65.0	3.0	43.057735	80.518815	10.62231	91.572168	0.7653760000000001	0.404888	0.985392	0.20100099999999999	16.412646	1.0	34.954564000000005	15.148487	3.0	0.074452	2.471675	4.0	13.23505	5.336913	6.0	81.33757	1.3114729999999999	1.0	4.307062999999999	42.098198	4.0	14.595088	13.434266000000001	5.0	0.015377000000000002	1.930922	3.0	19.405911	1.713944	2.0	98.791426
67.0	3.0	65.346372	49.151121999999994	17.848712	51.264024	0.711322	0.591037	0.36558	0.440701	17.907675	5.0	28.554794	29.214979	2.0	0.043472000000000004	5.239828	4.0	47.446725	4.021247	5.0	7.628344	14.345781	4.0	81.422461	64.811196	2.0	64.917178	4.170644	4.0	0.011834	1.4597040000000001	2.0	74.806364	5.8956290000000005	4.0	76.462681
69.0	3.0	11.416601	39.342757	58.690924	4.848402	0.261329	0.545875	0.277267	0.816114	22.921521	6.0	13.211064000000002	28.840346000000004	2.0	0.01906	6.238773	3.0	4.118172	1.4990649999999999	2.0	36.866515	19.123998	1.0	86.79576899999999	33.906754	4.0	21.332672	20.402262	1.0	0.09676900000000001	4.842281	5.0	24.369657	5.3648050000000005	6.0	17.390128
73.0	3.0	47.688902	49.809895000000004	60.447019	40.942884	0.811088	0.240006	0.650562	0.694533	15.559385999999998	5.0	96.053309	39.552993	3.0	0.012496	1.624177	2.0	74.901442	3.355903	6.0	41.937427	10.712149	1.0	40.812376	60.169402000000005	5.0	49.52296	6.701109	5.0	0.016011	2.9345790000000003	3.0	5.884849	4.238815	5.0	71.049941
77.0	3.0	54.023642	38.552207	24.775533	38.583799	0.42485100000000003	0.150272	0.341629	0.9590540000000001	14.313165	1.0	95.124505	24.653848999999997	5.0	0.012623	3.8109059999999997	3.0	61.289676	3.8162480000000003	5.0	77.10574	21.753556	2.0	45.947829	59.014727	3.0	66.477488	8.233111	4.0	0.02102	5.0544970000000005	6.0	74.628904	5.542263	3.0	5.464923000000001
88.0	3.0	97.255472	33.989767	10.691645	81.913551	0.553349	0.237854	0.696214	0.517084	11.084431	6.0	46.514215	6.020299	6.0	0.018890999999999998	2.23969	6.0	80.281205	4.160981	4.0	20.396435	7.574882000000001	1.0	85.40809300000001	72.43497099999999	3.0	11.680301	5.599144	5.0	0.018306	3.1430740000000004	2.0	26.411759999999997	0.492296	3.0	93.501756
91.0	3.0	93.562804	90.567589	35.648646	74.019402	0.858427	0.178646	0.755921	0.315249	4.883878	1.0	30.475938	70.806493	3.0	0.01481	0.809365	6.0	77.561695	4.574763	6.0	91.93167199999999	20.859248	3.0	76.81813199999999	8.329757	4.0	94.23423000000001	5.32793	4.0	0.033616	4.771616000000001	3.0	93.02896	4.4582	2.0	78.764739
96.0	3.0	21.345077	59.979724	90.516725	92.807238	0.670764	0.353184	0.309504	0.609042	13.112728	2.0	26.651754999999998	2.011209	4.0	0.033171	3.6051	3.0	31.682775	5.374099	6.0	21.014309	6.346717	1.0	80.845259	48.74075	5.0	48.879015	3.613781	2.0	0.012440999999999999	3.9129150000000004	6.0	10.625198	2.915036	4.0	94.53778199999999
98.0	3.0	68.874813	69.32980400000001	91.355582	73.767612	0.868812	0.9919110000000001	0.49418599999999996	0.8585010000000001	18.055364	6.0	24.607631	35.971758	3.0	0.077165	3.568261	2.0	42.587773999999996	4.09917	1.0	45.00092	10.408857000000001	2.0	17.575722	73.261945	3.0	6.204731	6.894886	6.0	0.010028	3.57712	6.0	61.888712	5.314151	2.0	6.113471
106.0	3.0	31.301728000000004	28.302690000000002	24.748857	84.089577	0.690307	0.197366	0.278702	0.716687	5.364833999999999	1.0	57.440149	52.752699	1.0	0.034832999999999996	1.066147	4.0	61.663761	4.288614	4.0	89.506199	3.647671	1.0	17.295458	73.139158	6.0	94.192805	20.25461	5.0	0.011826999999999999	5.274382	2.0	19.923030999999998	2.7669479999999997	1.0	89.46231800000001
107.0	3.0	94.897741	18.045198000000003	11.63706	27.909761	0.8403780000000001	0.31755300000000003	0.19329200000000002	0.9151370000000001	5.12934	2.0	23.282707000000002	15.09495	2.0	0.015163999999999999	1.856697	6.0	91.505863	0.8270930000000001	5.0	96.61060400000001	22.434738	2.0	11.917544	52.043605	1.0	94.284683	11.204171	5.0	0.030498	3.9989239999999997	3.0	84.88189399999999	2.975123	6.0	58.21538100000001
108.0	3.0	40.796646	94.066611	21.471869	5.329880999999999	0.301098	0.646491	0.954168	0.323324	23.78118	2.0	29.022267	22.530781	1.0	0.015344	5.47829	1.0	70.37486	0.6613359999999999	3.0	44.446304999999995	12.658502	4.0	64.444869	16.779125	1.0	56.11936899999999	1.378257	2.0	0.015508000000000001	2.797514	2.0	72.00340899999999	2.049709	6.0	29.824114
110.0	3.0	19.756797	61.571445	67.621975	92.691123	0.7721060000000001	0.696932	0.584009	0.5099130000000001	19.283647	2.0	29.190108000000002	37.259746	2.0	0.026338	4.552848	4.0	1.267992	5.690717	3.0	57.932407999999995	13.16775	2.0	26.672163	70.754754	2.0	96.782322	19.102109	5.0	0.03305	2.184615	5.0	66.107248	4.223086	6.0	89.99062099999999
118.0	3.0	52.78290500000001	93.492006	32.650562	16.639498	0.704599	0.100219	0.8484299999999999	0.392823	15.747435000000001	4.0	58.990341	56.974615	3.0	0.054345000000000004	1.48285	5.0	29.046687	6.0961110000000005	5.0	51.430049	2.6887830000000004	5.0	82.561122	44.962632	1.0	61.303281000000005	6.835688	5.0	0.020934	4.451372	1.0	23.813675	1.269477	4.0	90.68270600000001
123.0	3.0	87.670488	53.183158999999996	75.186401	86.517744	0.954068	0.813453	0.44365299999999996	0.8205540000000001	2.728243	5.0	8.079903	7.16983	2.0	0.023419	5.424837999999999	2.0	57.088981000000004	4.883104	4.0	97.940214	1.818152	2.0	17.309824	73.046779	6.0	93.129737	13.591023999999999	4.0	0.012406	2.8021979999999997	3.0	39.465363	4.680383999999999	4.0	21.037561
124.0	3.0	32.066154	31.725590000000004	7.814850999999999	80.735659	0.407987	0.367419	0.691314	0.9281219999999999	8.686498	4.0	25.880657	35.031411	5.0	0.031319	5.542331	2.0	87.394811	1.349715	6.0	54.756804	5.678008999999999	3.0	75.209342	13.302586999999999	2.0	15.758414000000002	16.544926999999998	5.0	0.26424699999999995	5.420898	3.0	89.106349	1.434377	2.0	91.986793
125.0	3.0	71.094065	9.739958999999999	24.785691	7.296585	0.25959099999999996	0.297073	0.49382299999999996	0.726345	7.999485000000001	5.0	69.622066	12.037908	4.0	0.022486000000000003	2.997262	2.0	61.708087	4.697076999999999	1.0	67.43650699999999	15.032307000000001	1.0	61.894093000000005	13.822003	4.0	87.30863000000001	4.049214	3.0	0.012662	4.439863	5.0	4.356261	5.520605000000001	6.0	82.071678
127.0	3.0	39.037888	92.422389	36.93606	19.982523	0.6093390000000001	0.895963	0.66574	0.861866	8.729797	5.0	81.199396	58.426513	1.0	0.07262	1.604026	1.0	42.344452000000004	5.608347	3.0	31.316086	16.441467000000003	6.0	57.04391700000001	19.393535999999997	4.0	77.520255	7.517183999999999	4.0	0.01069	5.504242	4.0	77.450379	4.248929	2.0	41.432077
