uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
4.0	3.0	63.88496899999999	13.254369	43.020972	99.947317	0.131751	0.505184	0.502408	0.5428029999999999	3.880332	3.0	3.9241639999999998	72.520031	4.0	0.014728	4.918201	2.0	43.984218	0.360199	1.0	36.997245	14.547094	1.0	40.608523	47.566956	6.0	98.423635	8.406931	6.0	0.044729000000000005	2.565943	6.0	88.086423	3.928803	4.0	8.368155999999999
51.0	3.0	95.146777	68.212197	63.015049	34.675795	0.745742	0.88525	0.8946620000000001	0.317864	17.984	6.0	67.446524	8.574905000000001	4.0	0.030570999999999997	0.6375770000000001	5.0	25.374143	0.41295200000000004	6.0	93.66246899999999	5.651806	1.0	77.915177	49.997541	2.0	38.581022999999995	10.171766	1.0	0.010806999999999999	1.287328	3.0	1.155044	0.8872180000000001	5.0	71.835043
57.0	3.0	66.416636	43.198916	82.404249	32.034201	0.141862	0.781602	0.46309700000000004	0.167266	8.9494	4.0	5.3039510000000005	11.447264	6.0	0.01163	0.533976	3.0	5.313458	2.074263	6.0	93.99619200000001	16.809291	1.0	4.827019	42.480705	5.0	98.870694	11.22531	3.0	0.056935	1.817665	3.0	61.323612	5.621503	4.0	68.041455
113.0	3.0	18.005236	84.91883299999999	78.63329	32.220249	0.531447	0.784389	0.7088369999999999	0.31809899999999997	6.512985	6.0	70.384119	9.099474	1.0	0.831469	4.618182	1.0	80.856803	1.39507	1.0	70.971438	11.636365	6.0	8.028985	4.219984999999999	5.0	92.11327299999999	16.527435	4.0	0.026668999999999998	1.568848	3.0	21.447418	0.074564	1.0	6.620396
130.0	3.0	13.425606	97.728949	22.751936999999998	31.252638	0.8580469999999999	0.763877	0.203559	0.1281	21.838525	6.0	97.957115	5.486151	3.0	0.252992	0.363203	3.0	66.251871	5.2099839999999995	2.0	54.870759	12.597336	5.0	29.387769	41.977693	4.0	2.508197	14.212307999999998	3.0	0.018838999999999998	0.10753	6.0	63.303321	4.317924	6.0	69.031187
141.0	3.0	5.583683000000001	76.476904	91.285494	93.321874	0.399187	0.315915	0.7405510000000001	0.5638	3.204792	6.0	68.368533	2.2469240000000004	5.0	0.06439	0.396291	3.0	86.87755200000001	0.455664	3.0	42.168809	14.207165	2.0	20.231358	15.122288000000001	2.0	62.019256000000006	11.493996000000001	5.0	0.099476	3.3211169999999997	3.0	31.923332000000002	4.774033	1.0	54.524002
142.0	3.0	69.50256999999999	48.592323	80.520702	31.848892	0.389901	0.554999	0.745704	0.6323340000000001	13.73	3.0	42.149415999999995	42.172374	5.0	0.015284	0.410239	4.0	65.278337	0.111007	1.0	82.662433	3.34211	5.0	25.669407	65.15177800000001	1.0	14.067682999999999	13.054122	3.0	0.327283	3.8714660000000003	5.0	28.796262	0.875491	1.0	13.494603
162.0	3.0	83.987752	33.670964	58.70811	25.772223999999998	0.722659	0.604956	0.112273	0.158502	14.826548	5.0	88.934352	31.075324	2.0	0.17141199999999998	0.635541	6.0	13.955314000000001	2.249779	4.0	13.747016	12.999853	2.0	97.412869	43.696318	4.0	81.736067	3.0787400000000003	1.0	0.027599000000000002	1.684991	1.0	40.661415999999996	3.509425	4.0	60.327583
164.0	3.0	95.183464	15.221829999999999	65.48795799999999	98.609077	0.5947279999999999	0.617398	0.558804	0.876353	23.592610999999998	2.0	52.02898	42.078154	3.0	0.04359	1.303796	2.0	10.67427	2.822678	4.0	82.865329	16.184682000000002	3.0	1.908134	4.242481	2.0	10.22338	5.546505000000001	1.0	0.076833	5.667158000000001	3.0	56.667646	3.59283	6.0	75.77902900000001
200.0	3.0	80.312234	60.343655000000005	82.539567	79.547561	0.16716199999999998	0.265356	0.172913	0.374757	21.249605	2.0	99.94927	31.344154999999997	3.0	0.03802	0.669525	2.0	4.432036	2.157458	5.0	85.562085	7.816994	4.0	31.684317999999998	49.262535	2.0	77.389329	23.314510000000002	6.0	0.021541	2.388941	2.0	59.61693	0.930947	2.0	56.54499499999999
204.0	3.0	59.808951	97.767151	69.627021	90.491407	0.651511	0.410438	0.727805	0.250828	14.532584	6.0	71.303756	14.182648	5.0	0.010119	0.9209510000000001	2.0	95.620253	3.9638459999999998	3.0	20.66096	3.417506	5.0	61.199015	17.781635	6.0	66.581316	19.182568	5.0	0.030905000000000002	3.9021169999999996	2.0	5.438639	0.18371300000000002	2.0	90.41618100000001
205.0	3.0	43.632934999999996	52.650252	67.779432	50.545671999999996	0.8226959999999999	0.362528	0.21990500000000002	0.124122	17.076611	5.0	92.83753100000001	24.843643	1.0	0.01167	0.51852	5.0	79.59154000000001	0.799729	3.0	44.463595	20.742712	5.0	7.070444	74.207037	6.0	48.189305	2.204046	1.0	0.011242	1.618838	1.0	78.90869599999999	0.516662	5.0	29.454573
219.0	3.0	42.804871	94.73196800000001	64.901928	42.984474	0.32254099999999997	0.16228099999999998	0.102443	0.13254000000000002	8.097629	1.0	46.44801	46.07658	1.0	0.059525	0.689533	1.0	92.425501	2.100904	5.0	89.517143	17.328405	5.0	77.484894	53.98561	4.0	17.954179999999997	21.434998999999998	3.0	0.019424	0.8630629999999999	6.0	66.248532	3.247519	4.0	96.567014
220.0	3.0	10.12185	75.039202	87.401832	79.194996	0.8098310000000001	0.53952	0.46035200000000004	0.506162	13.446006	6.0	53.161639	75.537601	3.0	0.012657999999999999	1.522031	2.0	66.879942	2.026377	4.0	28.101284000000003	2.5348919999999997	4.0	44.580439	75.962615	6.0	2.990291	23.052567	4.0	0.015721000000000002	1.7078849999999999	2.0	12.403655	4.202754	4.0	88.55781
224.0	3.0	82.452662	89.474205	73.123975	92.745114	0.28115999999999997	0.37948699999999996	0.117132	0.5194439999999999	21.617065	6.0	34.323984	13.260864999999999	2.0	0.01023	0.188986	1.0	16.185284	5.981587	3.0	81.146312	15.559709	3.0	82.702627	24.582720000000002	3.0	88.035663	7.608122	4.0	0.028381	2.931881	2.0	72.15674200000001	1.3538780000000001	3.0	77.979309
225.0	3.0	83.91624399999999	80.493187	32.738121	65.42815300000001	0.7193689999999999	0.6086550000000001	0.8426	0.142683	1.090518	5.0	9.619326	52.70966	3.0	0.058138	3.759161	3.0	8.769903	4.191927	6.0	6.098343	23.388802	5.0	21.872139999999998	45.886662	4.0	44.542753000000005	20.428278	6.0	0.01078	4.503371	1.0	6.954495	0.6996439999999999	2.0	66.042591
226.0	3.0	72.547476	13.264135999999999	89.744467	96.539364	0.36988200000000004	0.332836	0.8053859999999999	0.941141	2.42148	4.0	20.492585000000002	53.949743000000005	3.0	0.011729	4.547169	1.0	63.860292	1.9464919999999999	5.0	84.582494	15.824222	4.0	1.472307	27.614595	2.0	59.775783	16.393272	2.0	0.110082	3.09464	2.0	30.445663	0.691524	2.0	43.459576
252.0	3.0	96.614912	22.350694	79.183676	99.824567	0.70412	0.32606999999999997	0.608372	0.611532	10.215843	5.0	22.635985	1.171799	3.0	0.013045	4.21448	1.0	50.281463	1.3371520000000001	1.0	2.265576	8.358533	6.0	22.640241	67.472737	4.0	1.205171	4.462826000000001	6.0	0.019895	0.9738899999999999	3.0	72.70743399999999	4.185045	4.0	16.909394
267.0	3.0	14.984645	99.078525	69.538436	85.223675	0.348364	0.22677600000000003	0.75581	0.144153	15.342357000000002	5.0	2.20857	49.428737	5.0	0.016692	6.155374	3.0	8.87155	1.7471240000000001	2.0	7.683482000000001	13.423804	6.0	71.890084	14.153170999999999	1.0	71.442326	8.987138	4.0	0.061637	0.5194439999999999	5.0	38.238551	1.9768270000000001	6.0	34.312283
