uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1
13.0	2.0	71.520713	81.722352	6.774978999999999	1.050482	0.528967	0.486708	0.621366	0.200012	4.1048029999999995	5.0	68.665189	22.672359	6.0	0.011217	1.385499	2.0	91.032686	2.874621	3.0	54.359116	12.281566999999999	2.0	42.161632	32.207876	3.0	39.509372	6.7592	3.0	0.018525	1.909564	2.0	74.671962	2.650792	3.0	60.850145999999995
28.0	2.0	59.504870999999994	23.872611	2.0028509999999997	45.016875	0.752927	0.429695	0.8767280000000001	0.9628620000000001	1.627405	5.0	84.410228	11.147141	3.0	0.011913	5.28862	4.0	89.245483	5.374845	5.0	37.104507	18.009998	3.0	59.194790000000005	20.313204000000002	6.0	29.768256	7.81359	1.0	0.012795	4.743926999999999	5.0	37.589724	3.5497660000000004	4.0	41.497854
29.0	2.0	36.819393	19.877529	9.202709	27.041308	0.794107	0.43721000000000004	0.628333	0.9930260000000001	5.666992	5.0	38.00475	54.931904	2.0	0.040945	3.705264	4.0	29.194031	2.7326580000000003	5.0	31.513995	12.533653	3.0	29.962190000000003	53.69698	3.0	38.233626	3.180621	2.0	0.010776	3.065599	3.0	41.15794	3.7799169999999997	5.0	82.538371
31.0	2.0	14.474234	23.682707999999998	65.719789	3.9097489999999997	0.43635	0.984166	0.457704	0.743635	20.205739	2.0	55.983992	8.831073	5.0	0.011267000000000001	2.7031330000000002	6.0	49.742098999999996	0.483597	4.0	92.057191	4.100429	4.0	86.752052	9.639472	6.0	61.025757999999996	9.247860000000001	4.0	0.022777000000000002	2.527403	5.0	31.469775	2.988325	6.0	99.534977
40.0	2.0	42.36826	45.930557	94.99505400000001	1.057712	0.255564	0.843658	0.260414	0.145324	7.531679	1.0	26.894954	59.050909999999995	3.0	0.010242	2.980578	6.0	40.285659	4.6153580000000005	4.0	70.214947	5.382266	6.0	5.367891	61.506004000000004	4.0	94.47641899999999	0.300713	4.0	0.034118	3.034007	3.0	15.012388	4.345852	6.0	24.557199
42.0	2.0	25.062528	14.966757999999999	13.265766000000001	18.817493	0.856509	0.620321	0.148988	0.9410790000000001	1.9828189999999999	2.0	63.107602	28.676153999999997	3.0	0.01694	1.611475	3.0	61.675107	0.300323	1.0	97.788111	0.574508	5.0	78.903527	50.904008000000005	4.0	77.90118199999999	21.735518	6.0	0.08688	1.155627	2.0	53.568413	1.757025	2.0	66.653624
43.0	2.0	96.99059799999999	96.29308499999999	2.806972	78.13456	0.794196	0.47656000000000004	0.537359	0.9502120000000001	16.544052	5.0	82.77604000000001	41.634411	4.0	0.080091	2.049054	5.0	11.700156	0.358602	6.0	16.984557000000002	2.128278	6.0	85.920702	64.407302	5.0	61.597325	11.960909	3.0	0.012723	4.791748999999999	5.0	69.288903	1.673515	6.0	23.197051000000002
45.0	2.0	65.929375	87.121051	42.179676	2.887986	0.536561	0.6724899999999999	0.442993	0.4819	7.234955	5.0	20.615066	67.325388	5.0	0.019354	0.7219	3.0	83.539185	2.614388	5.0	88.43343	14.932463	3.0	36.404327	25.550898999999998	2.0	66.71345600000001	9.239028	3.0	0.014421000000000002	2.0961849999999997	6.0	7.9415119999999995	5.758312	2.0	88.758742
47.0	2.0	55.941542000000005	42.143588	3.112078	46.752	0.8280549999999999	0.543146	0.7932600000000001	0.418447	9.183542	2.0	78.17043100000001	63.39929300000001	1.0	0.030798000000000002	3.663303	5.0	28.335140000000003	2.080476	6.0	5.147734	7.081414	6.0	85.853188	23.963725	6.0	58.65794399999999	15.695417	1.0	0.033186	4.066898	4.0	86.254113	2.62108	4.0	92.53073
147.0	2.0	49.705325	17.834932000000002	12.530412	7.675492	0.9858389999999999	0.354586	0.5568029999999999	0.498196	9.54768	6.0	30.611631	48.566925	5.0	0.033694999999999996	1.922121	3.0	11.255229	3.692126	1.0	76.51569599999999	9.399807000000001	4.0	26.608046999999996	59.73729399999999	1.0	57.277075	20.353728	5.0	0.07069199999999999	5.363915	4.0	54.720298	0.732646	2.0	62.192577
