HH	HH	HH	0.03844	89	2315
HH	HH	HL	0.12181	282	2315
HH	HH	LH	0.03585	83	2315
HH	HH	LL	0.03369	78	2315
HH	HL	HL	0.05832	135	2315
HH	HL	LH	0.10022	232	2315
HH	HL	LL	0.16371	379	2315
HH	LH	LH	0.02765	64	2315
HH	LH	LL	0.04795	111	2315
HH	LL	LL	0.00389	9	2315
HL	HL	HL	0.00086	2	2315
HL	HL	LH	0.01296	30	2315
HL	HL	LL	0.00907	21	2315
HL	LH	LH	0.00907	21	2315
HL	LH	LL	0.22289	516	2315
HL	LL	LL	0.02376	55	2315
LH	LH	LH	0.00648	15	2315
LH	LH	LL	0.03197	74	2315
LH	LL	LL	0.04449	103	2315
LL	LL	LL	0.00691	16	2315
