28.0	1.0	3.691328	31.745946000000004	4.962065	20.392219	0.9528340000000001	0.328646	0.172123	0.800896	6.490423000000001	3.0	41.998061	15.804773999999998	3.0	0.013529	2.66819	4.0	88.262711	1.972193	1.0	20.497049	23.151416	6.0	98.783822	74.877188	6.0	0.017573	3.8915050000000004	1.0	39.742434	3.802436	6.0	45.160486	23.806776	4.0	97.698835
98.0	1.0	11.05907	14.291225	44.635399	3.4786	0.6376189999999999	0.8857309999999999	0.662308	0.22462	33.467467	6.0	37.81328	11.896951	1.0	0.017875	2.4224580000000002	4.0	61.800042000000005	5.633497	4.0	22.043289	21.705845999999998	5.0	78.929313	19.517592999999998	4.0	0.073425	1.9879	6.0	12.199125	4.029389	3.0	42.107289	19.132057999999997	2.0	34.500821
156.0	1.0	2.235903	58.955481999999996	7.131546000000001	4.567386	0.9366040000000001	0.788894	0.19897	0.678383	77.528902	5.0	66.600923	6.107183	4.0	0.020738999999999997	2.609902	3.0	61.74881800000001	2.51032	2.0	45.045035	15.669977	5.0	30.988536	10.665917	6.0	0.020968	3.614301	5.0	73.22001	3.881668	2.0	14.300218	2.3213790000000003	4.0	93.884013
159.0	1.0	54.136364	15.673622	87.271925	10.370588	0.650111	0.933578	0.8430120000000001	0.493899	70.353177	4.0	90.6392	5.937672	4.0	0.071664	4.615511	1.0	88.78712	4.217011	6.0	49.578462	5.573168	4.0	51.450373	67.135122	2.0	0.43623	4.268829	5.0	95.065051	2.519028	6.0	9.026741000000001	10.984128	2.0	53.139596
202.0	1.0	63.255852000000004	7.4478740000000005	35.207273	1.381627	0.722263	0.486029	0.5846020000000001	0.513862	75.26705	6.0	2.2520569999999998	22.663195	5.0	0.012525	1.496918	1.0	14.001117	3.101314	6.0	14.602749	17.512386	5.0	81.907625	43.348282	2.0	0.045957	0.259299	3.0	7.468278	3.159043	3.0	74.054589	16.862582999999997	4.0	39.980996999999995
377.0	1.0	29.395993	14.822973999999999	54.777426	22.221757	0.7039810000000001	0.808238	0.612985	0.496938	73.00814799999999	4.0	25.148204999999997	23.421367	6.0	0.013262000000000001	3.284493	3.0	70.18215699999999	2.2227099999999997	2.0	79.619011	10.465536	5.0	98.716038	33.693337	5.0	0.018726	3.013626	5.0	24.290506	1.3157159999999999	1.0	14.525761	23.85184	2.0	86.132984
421.0	1.0	50.099593	6.963783	1.748005	62.502113	0.9082459999999999	0.415524	0.70727	0.960792	74.102959	2.0	71.216195	16.662418	5.0	0.053232	5.5141	2.0	13.317692999999998	5.782205	4.0	46.569823	24.446528	5.0	80.849604	69.051962	4.0	0.028398000000000003	5.381130000000001	4.0	87.407184	4.156149	4.0	56.94505899999999	17.467401000000002	2.0	46.407219
623.0	1.0	82.81485	4.330108	21.047207999999998	29.917690999999998	0.213842	0.188345	0.30398200000000003	0.849435	66.531451	6.0	93.174143	5.22147	5.0	0.034194	1.981875	1.0	12.517883	5.354973	5.0	40.311566	8.456524	4.0	22.656997	41.929382000000004	6.0	0.057599000000000004	1.9026	1.0	47.990099	1.18763	3.0	50.928342	21.505869	3.0	29.873307
631.0	1.0	1.40524	19.709118	11.658517999999999	1.238574	0.946767	0.509393	0.198045	0.21252600000000002	67.733254	2.0	79.468685	21.654065	1.0	0.026066000000000002	4.759111	2.0	54.298017	0.402837	4.0	18.643675	0.9230219999999999	5.0	63.624518	9.886505	4.0	0.17988900000000002	4.204816	5.0	24.237779999999997	0.472724	4.0	37.014261	22.674298	1.0	20.864732
633.0	1.0	57.764828	13.343660999999999	75.879654	1.370109	0.8300870000000001	0.726467	0.49516899999999997	0.564692	67.986284	5.0	36.26359	11.737771	5.0	0.081594	5.986697	2.0	6.909641000000001	4.324715	2.0	77.43566	17.519875	5.0	88.512807	75.993205	3.0	0.013103	4.795076	3.0	21.207261	3.4820279999999997	1.0	56.046601	2.18795	6.0	49.848584
741.0	1.0	98.78811999999999	5.468926000000001	31.072694	7.76807	0.5022939999999999	0.885158	0.537853	0.8906299999999999	41.801018	2.0	10.693455	23.040581	4.0	0.07057100000000001	4.585621	2.0	34.942997999999996	3.2878839999999996	5.0	55.519078	2.3138970000000003	4.0	50.547952	43.033888	5.0	0.017111	4.878221	2.0	44.22678	4.328441000000001	4.0	60.764784	18.559969	5.0	25.143044
782.0	1.0	13.36209	9.417072000000001	5.076164	90.758108	0.8215370000000001	0.9384	0.580054	0.929573	68.107297	3.0	40.350347	0.273975	3.0	0.010412000000000001	5.79442	6.0	54.03899499999999	6.052997	2.0	82.019867	13.524572000000001	3.0	51.316871	74.58453399999999	3.0	0.26762800000000003	5.684702	5.0	74.191913	1.1522379999999999	4.0	97.847763	18.522334	4.0	69.193265
904.0	1.0	3.028013	77.775623	79.43140600000001	3.5606989999999996	0.8580139999999999	0.811417	0.70568	0.389362	52.555631000000005	1.0	91.54174599999999	19.731920000000002	5.0	0.13314700000000002	0.71065	3.0	60.777972	4.006136	1.0	6.5548850000000005	9.545509	5.0	43.722995000000004	60.571054000000004	1.0	0.018216999999999997	3.854713	3.0	64.98198000000001	3.435103	5.0	60.551586	13.688832999999999	4.0	58.520203
1028.0	1.0	1.5567799999999998	44.630583	65.226933	3.6673989999999996	0.530868	0.38099099999999997	0.694279	0.684868	47.549851000000004	3.0	20.236617000000003	5.694354	6.0	0.011945	4.397832	1.0	30.170145	1.290814	5.0	81.817036	13.046745	6.0	99.817223	28.025631	1.0	0.017292	4.870029	2.0	12.666037	3.105585	4.0	43.147636	15.230986999999999	6.0	21.979255
1120.0	1.0	31.666727	3.3647620000000003	29.313036	3.122298	0.518518	0.514896	0.653251	0.8905190000000001	36.020656	2.0	90.99083900000001	3.300897	6.0	0.010893	5.902359	4.0	83.430237	3.997415	1.0	17.269205	16.549388	1.0	80.79004	45.539268	4.0	0.014968	2.919669	1.0	60.601684	1.278463	6.0	14.463401999999999	20.208793	6.0	2.2386060000000003
1126.0	1.0	79.129125	18.352665	4.180761	3.6561449999999995	0.305372	0.8761469999999999	0.12601800000000002	0.259182	60.358045	4.0	57.140505000000005	15.848532999999998	1.0	0.032304	4.808778	3.0	70.751423	3.840556	2.0	95.095167	22.969306	4.0	74.034604	70.938349	5.0	0.014474	4.699038	6.0	79.52474699999999	1.7628689999999998	1.0	21.540394	7.515192	1.0	90.63049000000001
1139.0	1.0	84.679091	10.609941000000001	45.171509	35.793175	0.62344	0.6152350000000001	0.506293	0.9923850000000001	50.184715999999995	4.0	17.026749	7.202567	2.0	0.012042	6.077005000000001	3.0	57.164542000000004	0.07725599999999999	6.0	32.141095	5.316166	4.0	24.473018	0.940534	4.0	0.10069600000000001	5.521543	5.0	36.405592	4.460828	1.0	92.311486	19.779301999999998	5.0	84.030303
1167.0	1.0	76.571573	14.86537	59.884221999999994	6.666383000000001	0.110082	0.954966	0.961251	0.9736450000000001	69.25161899999999	6.0	59.809383999999994	5.991839	2.0	0.028096	0.352695	4.0	73.819482	3.046287	1.0	3.428922	6.645753999999999	3.0	26.726552	11.137939	3.0	0.16201400000000002	3.206779	6.0	29.203301	0.895648	3.0	14.107548999999999	11.999297	4.0	21.549070999999998
1325.0	1.0	56.639749	3.012619	32.567226	12.826167	0.712063	0.248029	0.7218720000000001	0.792979	57.323538	3.0	86.836339	21.315144	4.0	0.010196	1.157433	4.0	3.861163	4.681396	1.0	39.298353999999996	23.19451	3.0	46.854851000000004	73.363839	6.0	0.330894	1.016505	1.0	34.790641	5.309312	3.0	87.80282199999999	12.515285	1.0	58.641973
1389.0	1.0	78.789968	11.838408	2.9087560000000003	41.610116	0.437485	0.731214	0.996503	0.35890500000000003	42.931983	3.0	43.975572	4.298796	2.0	0.015344	0.618591	1.0	73.907993	0.49878500000000003	5.0	53.748399	18.271936	5.0	79.299149	68.314324	2.0	0.01803	2.250204	4.0	5.6340650000000005	2.298189	2.0	69.488968	22.575516	1.0	95.550094
1623.0	1.0	13.270760000000001	46.371294	3.69965	8.776968	0.981353	0.802963	0.823507	0.7726	41.821338	1.0	64.84151899999999	25.143539999999998	1.0	0.011294	5.685842	2.0	8.763971000000002	5.152938	2.0	51.890946	15.772405	1.0	29.310855	68.556442	4.0	0.042191	2.938232	6.0	61.510491	1.0846149999999999	3.0	5.492308	23.301001	6.0	94.83594699999999
1750.0	1.0	49.257560999999995	25.511946	16.688122	5.320001	0.972959	0.56417	0.442771	0.562	75.903984	5.0	96.44914200000001	7.342061	5.0	0.076361	1.241213	5.0	46.233996000000005	2.567344	5.0	50.536842	20.242294	6.0	32.379303	31.763840000000002	3.0	0.010072	4.107663	4.0	24.888964	2.853812	6.0	21.481217	18.535045999999998	6.0	62.741292
