uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
2.0	2.0	6.926467999999999	56.313242	36.074988	23.866376000000002	0.388658	0.36523	0.557304	0.866806	6.589857	6.0	56.15380699999999	23.748953	6.0	0.026413	2.4191700000000003	2.0	68.013646	2.988411	5.0	81.752472	19.241683	6.0	25.646042	5.474433	3.0	0.036068	3.195406	4.0	13.662778	24.052476000000002	3.0	32.030253
5.0	2.0	34.694307	82.825509	10.505908	17.231304	0.591608	0.9906959999999999	0.884697	0.949382	13.620226999999998	5.0	33.959467	16.576445	5.0	0.01372	17.510069	4.0	47.672781	8.644835	1.0	26.715984000000002	23.832313	3.0	64.74472	11.048312	4.0	0.063538	12.811664	1.0	61.029966	17.311435999999997	5.0	51.039565
22.0	2.0	35.033909	81.997173	92.38378399999999	7.009415	0.28720100000000004	0.574675	0.608598	0.935055	16.758195	4.0	66.03230400000001	8.115412	5.0	0.055947000000000004	14.797739000000002	4.0	20.158941	4.701914	3.0	27.145543	15.530961999999999	3.0	43.665678	23.538465	4.0	0.022112	17.123867	2.0	13.544531	10.150791	4.0	39.297444
35.0	2.0	57.682977	70.89309899999999	64.617954	7.1605360000000005	0.90115	0.391054	0.9112040000000001	0.704704	8.151257000000001	5.0	94.12162099999999	15.132773	5.0	0.028789	5.220572	2.0	55.084375	9.782936999999999	3.0	20.036357000000002	1.1459469999999998	3.0	86.188668	21.85868	5.0	0.096135	16.396698999999998	6.0	83.388637	10.827355	4.0	49.528227
37.0	2.0	17.170428	95.907613	60.669059999999995	8.602300999999999	0.717079	0.327664	0.625142	0.695723	14.910926000000002	6.0	25.569826000000003	1.203692	3.0	0.063731	11.498244999999999	3.0	67.412587	6.1274489999999995	1.0	46.962066	22.45167	2.0	35.484852000000004	13.589397	1.0	0.12026300000000001	4.1492629999999995	2.0	65.085516	14.011946	6.0	66.779718
44.0	2.0	12.056427000000001	61.032892000000004	23.94974	16.803299	0.134674	0.31498200000000004	0.750181	0.9004610000000001	18.54794	2.0	84.251886	15.568832	3.0	0.015934999999999998	16.022517999999998	1.0	45.774535	0.957367	5.0	70.017449	24.196342	3.0	90.265179	20.768425	3.0	0.058972000000000004	2.478783	1.0	38.514832	15.418277	2.0	93.566436
65.0	2.0	35.229057	48.339636	10.989707000000001	30.267816999999997	0.971093	0.549898	0.628491	0.714946	7.084707000000001	6.0	77.81823399999999	11.126605	4.0	0.02913	17.626955	1.0	61.41836800000001	4.5492360000000005	1.0	65.76349300000001	20.537501000000002	4.0	33.613447	3.245017	4.0	0.032812	9.351061999999999	2.0	58.219471	21.617587	4.0	42.886509000000004
83.0	2.0	11.016789	19.004512	49.617412	8.485935000000001	0.67178	0.5222760000000001	0.201746	0.499654	5.444532	5.0	30.811196999999996	20.942856	1.0	0.298538	11.646853	4.0	79.136883	2.846479	5.0	76.01848199999999	1.996071	5.0	75.07077	11.997200999999999	5.0	0.010281	8.332991	4.0	10.323545	13.08624	5.0	68.987665
107.0	2.0	57.803286	21.228892000000002	13.705784	6.918941	0.911378	0.321282	0.207407	0.757067	17.324334	2.0	35.299609999999994	5.1420129999999995	3.0	0.049587	6.681591	5.0	46.480328	15.193457	6.0	77.816408	20.812248999999998	4.0	90.039869	9.568802999999999	6.0	0.013381	7.178669999999999	1.0	79.588379	18.729399	2.0	79.527739
109.0	2.0	89.78342099999999	20.206572	12.201269	2.921394	0.37647800000000003	0.9247489999999999	0.742531	0.413655	12.876664	4.0	85.797366	6.029037000000001	5.0	0.05196799999999999	17.889542000000002	1.0	80.432524	3.182114	4.0	84.613085	17.899431	1.0	7.074363000000001	20.547595	6.0	0.058603999999999996	16.298773999999998	2.0	91.263775	14.381031	1.0	45.469367
129.0	2.0	77.628907	46.959321	3.605221	40.980833000000004	0.103617	0.680538	0.6661090000000001	0.981641	21.054598000000002	1.0	5.3756010000000005	12.129222	5.0	0.050834	6.521861	1.0	83.549446	18.966562	5.0	94.38712	2.500019	5.0	95.27534200000001	22.320691	4.0	0.042903	8.951113000000001	5.0	5.737383	23.015378	3.0	65.63117700000001
132.0	2.0	3.7536910000000003	51.316601	1.9545259999999998	24.942507	0.118243	0.785976	0.7518020000000001	0.740699	11.919773	3.0	84.705302	12.109819	2.0	0.013515000000000001	10.711039	5.0	46.073617	8.947744	1.0	25.572745	15.065801	4.0	84.859475	8.001002	2.0	0.146813	11.08239	3.0	92.689066	4.736866	1.0	82.451374
164.0	2.0	69.04164499999999	20.491316	6.308115	45.103033	0.168709	0.32816300000000004	0.79772	0.594493	9.941722	2.0	77.732801	17.208579999999998	5.0	0.029975	13.997012	6.0	25.702829	23.300235	1.0	34.676065	16.6799	6.0	52.177696999999995	8.370705000000001	4.0	0.76786	14.979804999999999	4.0	49.57087	10.575802000000001	2.0	52.715964
192.0	2.0	57.789496	24.196665	64.779288	1.106234	0.479375	0.259417	0.9559719999999999	0.12193399999999999	5.78446	3.0	76.306278	14.123272	5.0	0.01396	7.216931	5.0	9.685956	15.912048	3.0	9.274242	21.616197	3.0	17.47839	0.657453	1.0	0.0237	1.4487700000000001	1.0	88.24353	17.493805	2.0	4.712676999999999
211.0	2.0	73.220158	21.652329	72.66068100000001	36.680423	0.72172	0.603322	0.119407	0.74457	22.320635	1.0	69.25595600000001	12.169503	2.0	0.122971	12.478735	5.0	54.848913	3.322625	4.0	29.784803000000004	14.886029	2.0	82.690063	8.501309	2.0	0.011768	1.422695	1.0	52.200845	25.056556	2.0	79.73155600000001
229.0	2.0	77.363109	20.164919	40.15684	10.741611	0.594414	0.14746199999999998	0.612379	0.592429	2.1924770000000002	5.0	93.579138	4.414411	6.0	0.01157	16.283228	5.0	32.205335	8.199935	2.0	9.336871	23.541733999999998	2.0	47.690655	2.0376830000000004	4.0	0.015406	14.346515	2.0	23.894101000000003	12.678386999999999	2.0	92.324866
273.0	2.0	49.307345	13.951847	94.64730899999999	11.564678	0.633261	0.9846729999999999	0.5368970000000001	0.8042060000000001	5.636128	3.0	92.338665	24.813613	3.0	0.015058000000000002	13.194760999999998	4.0	25.044881	1.472646	1.0	52.53535	24.926726000000002	2.0	43.385478000000006	14.906099	3.0	0.276737	2.7079	4.0	10.548328999999999	15.82201	6.0	68.287785
279.0	2.0	80.506659	85.420991	18.626945000000003	20.722445	0.9964129999999999	0.9864629999999999	0.564137	0.888339	9.729465	1.0	81.408822	3.4497800000000005	3.0	0.011781999999999999	17.865223999999998	6.0	60.75915500000001	2.009607	1.0	69.188537	16.633747	3.0	62.428734999999996	22.89271	2.0	0.02525	12.611784	1.0	69.722107	22.080009	3.0	18.381470999999998
283.0	2.0	28.614078000000003	98.337419	95.95142	10.569745	0.320655	0.624686	0.975772	0.9613870000000001	13.956732999999998	5.0	33.283046	23.562554000000002	2.0	0.014431	14.052667999999999	5.0	76.88564000000001	2.816754	6.0	43.743532	4.918147	2.0	19.839239000000003	10.621166	6.0	0.024646	16.07268	3.0	84.146073	11.499687	6.0	16.939907
297.0	2.0	28.839367	43.979794	24.320972	3.348747	0.108998	0.642786	0.524809	0.463207	3.528785	2.0	15.715457	13.9623	6.0	0.014015000000000001	9.650057	1.0	11.777572	12.157334	5.0	45.96032	7.314381	6.0	8.792438	15.21106	5.0	0.027718	12.619516	4.0	51.078393	4.756741000000001	2.0	7.406219999999999
309.0	2.0	63.606733999999996	15.242030999999999	14.3781	7.365052	0.575361	0.203904	0.614608	0.43617700000000004	8.408174	1.0	45.815668	5.442981	3.0	0.010401	17.168492	6.0	54.254012	4.983644	4.0	22.442825	0.9037200000000001	3.0	49.420826	2.961421	1.0	0.026106999999999998	16.461695000000002	1.0	35.604068	20.580582	5.0	80.23377099999999
353.0	2.0	32.898146999999994	13.515278	65.941976	3.676188	0.759487	0.31984	0.912615	0.633232	6.852502	1.0	42.438165000000005	15.858177	2.0	0.013737000000000001	16.521682000000002	4.0	30.055715000000003	0.395278	4.0	69.033597	17.030609	2.0	40.930684	14.630194	2.0	0.040238	3.879057	1.0	65.263915	5.461767	4.0	59.620139
356.0	2.0	42.765606	17.844754000000002	40.329862	4.429423	0.29534	0.7284609999999999	0.356433	0.9338219999999999	13.386397	6.0	15.958504000000001	1.6857669999999998	2.0	0.028368	9.909467	2.0	21.951857	11.303832	3.0	86.745914	16.64728	6.0	62.402699	18.015942000000003	3.0	0.050644999999999996	4.223565	2.0	5.704785	9.70635	4.0	68.114011
397.0	2.0	55.983251	54.181107999999995	55.847770999999995	12.352007	0.374486	0.678447	0.7961600000000001	0.9409040000000001	19.908796	6.0	22.615769	25.010061	4.0	0.013224000000000001	11.628235	5.0	63.074975	13.478094	3.0	59.256806000000005	10.842477	6.0	86.89205799999999	15.807875	2.0	0.019949	12.856777000000001	5.0	7.381741000000001	17.047453	5.0	36.302640999999994
401.0	2.0	31.574461	67.314988	66.783177	22.090784	0.9574879999999999	0.830342	0.784993	0.825174	11.529423	6.0	82.66129000000001	5.204522	4.0	0.020008	5.650138	6.0	83.65203000000001	20.695134	3.0	53.869415000000004	23.368343	5.0	12.39183	1.5034379999999998	2.0	0.011317	18.546014000000003	1.0	53.69931	16.958572	2.0	41.171321
