uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
8.0	2.0	5.580012	68.831917	68.172251	51.197582000000004	0.107169	0.361579	0.427939	0.7029770000000001	2.276907	2.0	75.729313	8.285811	2.0	0.034954	1.8498119999999998	1.0	95.853719	22.821516	2.0	64.316118	15.644466	5.0	90.226099	13.223591	4.0	0.012853	12.352126	3.0	55.913052	10.544148	5.0	93.701915
19.0	2.0	6.139887	89.31221500000001	28.587677000000003	66.034077	0.906969	0.426075	0.39468600000000004	0.327841	2.0162	3.0	29.153978000000002	14.754655999999999	5.0	0.024997	3.377445	2.0	16.59666	10.69041	2.0	65.911955	10.587636999999999	1.0	27.20147	13.666873	4.0	0.010209000000000001	5.191123999999999	4.0	58.856196999999995	4.876283	5.0	37.684398
23.0	2.0	18.725282999999997	71.451941	25.605407	76.383374	0.17596099999999998	0.365163	0.9930479999999999	0.262633	24.137235999999998	1.0	20.994729	6.250655999999999	3.0	0.073424	3.454275	4.0	92.313204	23.421526	5.0	12.305777	12.631466	1.0	2.809243	6.882299000000001	1.0	0.023403999999999998	4.412438	2.0	32.769679	16.283901	5.0	27.178078000000003
25.0	2.0	92.733878	92.28239599999999	30.37167	79.184247	0.323238	0.632397	0.140906	0.10182999999999999	11.999644	3.0	1.7720060000000002	22.510545	6.0	0.010754000000000001	10.171614	6.0	56.908335	4.628826999999999	2.0	86.167764	6.995064	1.0	48.176859	17.493491	6.0	0.016207	7.559463	1.0	53.63406	8.710727	6.0	39.768395
26.0	2.0	12.545228	98.64011500000001	80.734927	74.671949	0.110729	0.9424610000000001	0.6698850000000001	0.463913	8.026843	3.0	15.827612	5.968044	1.0	0.010895	4.059254	4.0	5.381645	2.746834	4.0	49.186599	22.520044	5.0	17.699116	13.304146	2.0	0.011332	5.295306	3.0	32.88478	19.146721	4.0	55.192853
27.0	2.0	88.349283	77.622952	51.858456	66.38810699999999	0.35323699999999997	0.499221	0.967891	0.36541399999999996	19.692361	1.0	61.630524	15.739373	2.0	0.0205	6.49731	2.0	84.240325	4.102995	5.0	57.525412	17.824934	1.0	57.359657999999996	8.426586	4.0	0.017830000000000002	17.037024	3.0	93.065632	10.5087	3.0	28.602003000000003
28.0	2.0	89.808387	22.977039	70.51932099999999	73.812682	0.49259	0.39481700000000003	0.975518	0.824348	15.237492999999999	3.0	54.123681999999995	10.748555	4.0	0.010659	1.42057	6.0	28.023017	3.742307	2.0	44.23516	6.921424000000001	5.0	85.066506	14.249985	4.0	0.127316	11.602399	6.0	32.130404	22.107127	3.0	93.48801999999999
41.0	2.0	79.376993	71.731633	94.06746600000001	27.695575	0.308865	0.6501	0.753448	0.793489	10.104686000000001	6.0	74.950801	2.979525	2.0	0.013865	2.762593	3.0	89.338065	11.082803	1.0	22.741738	9.464353	3.0	53.913948	24.025239000000003	3.0	0.016492	8.600584	6.0	74.67179300000001	3.175214	2.0	35.944332
46.0	2.0	29.2639	25.755707	67.82514599999999	36.512812	0.26243	0.383141	0.379794	0.786365	15.174598999999999	3.0	39.264284	6.067823000000001	1.0	0.015187	10.963082	1.0	41.842196	6.559709	1.0	13.188710999999998	22.225710999999997	1.0	81.329842	0.610866	5.0	0.024427	7.4592149999999995	3.0	79.197968	10.885245	6.0	97.185877
49.0	2.0	64.743962	34.146071	67.700509	35.130429	0.687141	0.483972	0.48617200000000005	0.405368	15.990779000000002	6.0	84.402874	12.074334	3.0	0.010161	4.808463	1.0	53.899993	13.990135	4.0	20.298351	9.270227	2.0	39.390236	6.712109	4.0	0.093284	0.969615	4.0	94.816592	1.6526619999999999	4.0	14.218678
