uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
7.0	3.0	15.372673	10.365786	94.347498	80.816968	0.793933	0.161616	0.217946	0.94889	15.718615	2.0	60.260043	11.524166000000001	2.0	0.015969999999999998	1.6959849999999999	3.0	42.129723999999996	4.728465	4.0	29.655214	4.506022	3.0	25.483629999999998	3.543543	5.0	84.20098399999999	13.556761999999999	3.0	34.906534	20.622923999999998	1.0	85.41925	24.130777	2.0	62.360518000000006
9.0	3.0	23.910965	26.038698999999998	49.371796999999994	46.349405	0.11313599999999999	0.885027	0.190619	0.19558499999999998	8.521532	4.0	91.171356	23.742829	2.0	0.014898	5.083378	6.0	34.914684	1.216926	2.0	76.796458	18.479368	1.0	44.156054	13.387907	3.0	38.467031	18.522586999999998	5.0	51.585295	18.894734	3.0	25.13332	6.056541999999999	6.0	64.938271
12.0	3.0	19.657622	39.401919	97.088194	31.755321000000002	0.42290500000000003	0.45709799999999995	0.8631120000000001	0.400929	15.993998000000001	5.0	17.158135	19.862799	2.0	0.044637	6.019672	5.0	89.612981	3.794635	2.0	18.136264	6.016726	3.0	11.617809	2.283788	1.0	7.365872	13.291339	2.0	70.548836	6.0913010000000005	2.0	69.895741	11.454322	2.0	59.552416
20.0	3.0	20.633591	22.935351999999998	98.416298	25.665594	0.9365950000000001	0.128189	0.7512989999999999	0.515735	23.008067	5.0	16.965903	14.811	6.0	0.010163	4.015649	3.0	49.174908	5.983562	5.0	45.511307	23.289117	3.0	35.271634999999996	21.164044	5.0	93.095398	7.280247999999999	1.0	35.485074	7.097416	5.0	81.776622	5.508134	3.0	30.008913
22.0	3.0	54.971178	66.592113	35.164475	85.716492	0.971334	0.190047	0.7324689999999999	0.693503	4.774945	4.0	72.656894	14.531541	1.0	0.040606	6.019779	2.0	22.222034	2.8672459999999997	6.0	53.813933	9.329741	4.0	48.705652	21.438679	6.0	79.736133	7.223428999999999	1.0	75.983302	8.70771	1.0	17.165434	2.956175	1.0	32.280623999999996
36.0	3.0	72.367398	50.965334000000006	11.512042	94.137759	0.627211	0.153303	0.9984559999999999	0.539766	22.795451999999997	5.0	74.033058	19.726698000000003	6.0	0.015933000000000003	4.071273000000001	4.0	73.822801	5.564223999999999	1.0	58.26835500000001	17.423674	6.0	75.33272	13.893362	6.0	15.207583999999999	2.7334330000000002	6.0	82.120898	17.137332	2.0	32.146768	6.037913	3.0	23.969735
43.0	3.0	21.550462	36.147372	17.17424	68.721097	0.680141	0.305436	0.39310300000000004	0.772466	6.751233	3.0	90.239437	13.850570000000001	2.0	0.012399	2.40944	3.0	85.966734	0.553628	5.0	20.408579	23.346709	6.0	70.48554	12.269297	5.0	99.36027	6.920333	3.0	40.024766	22.766818	5.0	93.624271	16.960283999999998	4.0	90.11559100000001
47.0	3.0	58.586713	31.098251	19.653351999999998	85.68474499999999	0.680987	0.686509	0.33032	0.612538	21.67907	2.0	78.716575	7.81648	5.0	0.012305	2.224625	4.0	24.511101999999998	1.0580450000000001	5.0	52.053645	12.501897999999999	5.0	2.7016709999999997	23.377022	4.0	94.201151	7.944528	3.0	17.022087	8.960519999999999	2.0	97.83708399999999	22.95209	4.0	7.074625
51.0	3.0	99.575887	41.890831	31.742866999999997	98.379361	0.49841	0.238736	0.6296930000000001	0.973073	17.514364	1.0	74.057952	15.826564000000001	6.0	0.012513	4.345591000000001	2.0	19.327617	5.052631	6.0	93.829782	18.698010999999997	2.0	71.27195999999999	15.06567	2.0	94.968166	1.796334	4.0	94.781944	15.860203	3.0	91.741528	13.597732	2.0	17.958983
67.0	3.0	22.685698000000002	17.987325	48.313317	37.932666999999995	0.244883	0.553319	0.586065	0.44285399999999997	15.275773000000001	1.0	73.017348	15.053726000000001	2.0	0.011420999999999999	5.351837000000001	1.0	86.260592	6.253246	6.0	45.501499	4.173037	1.0	85.96006700000001	25.028938	4.0	96.62050500000001	12.97458	1.0	18.205346	19.132071	6.0	97.897054	23.307374	2.0	8.313148
69.0	3.0	2.178154	57.544229	77.166196	75.026411	0.570721	0.278326	0.9475520000000001	0.322033	11.966009	1.0	79.03815300000001	0.553956	4.0	0.016127000000000002	0.579625	5.0	55.866498	0.845392	1.0	94.741263	19.607286	5.0	69.59768000000001	2.0559950000000002	5.0	31.405749	22.245992	2.0	20.922775	17.067709	2.0	56.608103	12.45301	5.0	95.514163
83.0	3.0	10.298789	36.799397	66.994671	44.114646	0.7444430000000001	0.330162	0.8404860000000001	0.669679	13.493151999999998	6.0	75.11265300000001	18.055456	1.0	0.017497	4.358032	5.0	79.97564399999999	2.888201	2.0	62.54574100000001	21.184517	1.0	86.115255	9.777557	2.0	77.501149	10.903376	1.0	74.61281600000001	13.096636	6.0	89.69052099999999	4.195661	4.0	26.349548
84.0	3.0	4.776607	42.661359000000004	85.121023	27.741921	0.11584100000000001	0.687139	0.162447	0.367483	3.810912	2.0	17.843817	4.472869	2.0	0.07336799999999999	1.801854	4.0	94.556317	3.4437919999999997	6.0	69.153054	8.485481	1.0	29.342815	15.904066	3.0	80.074862	18.495747	5.0	71.125562	0.502026	3.0	86.838718	10.947347	2.0	67.60810699999999
85.0	3.0	32.211636	32.921336	60.782388	90.508881	0.8829229999999999	0.29345	0.6332979999999999	0.369139	20.107263	3.0	2.847497	1.773725	4.0	0.017013999999999998	5.010554	5.0	72.623052	2.261047	5.0	75.9081	11.010605	1.0	27.086824	20.163576000000003	3.0	96.585824	14.502948000000002	3.0	17.294437	9.48663	1.0	80.914703	19.101202999999998	1.0	83.62853
87.0	3.0	23.353542	82.38771899999999	15.874235999999998	95.13905799999999	0.153613	0.414058	0.8401120000000001	0.571716	12.668258999999999	4.0	85.08091	1.696545	5.0	0.011816	5.347997	4.0	44.252988	1.3126790000000002	2.0	97.544095	21.076738	4.0	60.615708	22.907714000000002	1.0	42.255711	10.034158999999999	1.0	18.340757	2.342806	2.0	64.976833	5.101801999999999	1.0	62.760363
99.0	3.0	75.50216400000001	21.465777	77.98725	91.947702	0.723901	0.9835229999999999	0.521664	0.8049029999999999	14.598670000000002	1.0	65.930025	0.83054	6.0	0.010328	0.7864329999999999	2.0	49.301043	3.213337	6.0	84.54690500000001	6.522421	2.0	61.791428	23.845092	5.0	32.946983	22.442501999999998	3.0	71.285087	14.179017000000002	3.0	60.777528000000004	19.821347	1.0	33.276416
100.0	3.0	29.380285999999998	32.214023	15.054611999999999	56.092153	0.63708	0.716426	0.21685500000000002	0.9368350000000001	21.589922	3.0	7.480066000000001	11.996567	2.0	0.015737	4.750737	4.0	81.33804599999999	4.275926	2.0	29.956120000000002	15.219678	4.0	32.174141999999996	20.913466	5.0	20.166228	7.950658	2.0	41.225992	10.257202000000001	6.0	30.698733	24.636273000000003	5.0	44.306922
104.0	3.0	9.544509	96.357054	49.514339	34.684502	0.508686	0.935	0.387851	0.7849550000000001	4.757969	2.0	69.18473	14.120724	1.0	0.021023	1.620585	6.0	69.59255999999999	5.805315	3.0	82.829279	18.599802	2.0	79.613051	5.327998	6.0	18.888406	11.100503	2.0	90.400808	5.0111669999999995	6.0	14.553821	3.7961139999999998	6.0	39.787786
124.0	3.0	99.070867	8.942192	33.874946	81.48696	0.882821	0.129831	0.37053200000000003	0.38579600000000003	22.019372	3.0	77.823638	9.12626	2.0	0.014491999999999998	4.593241	2.0	35.81055	5.329293	3.0	41.201549	22.106453	1.0	4.8734269999999995	15.644027	4.0	26.777105	22.223692	6.0	38.133106	4.467301	4.0	33.621055	1.68058	1.0	78.442279
128.0	3.0	84.005383	88.978	60.044479	22.593337	0.40974399999999994	0.592385	0.763396	0.35998	22.943251999999998	5.0	78.208681	18.779141	3.0	0.014728999999999999	5.523375	3.0	84.088577	3.2910519999999996	2.0	48.534169	8.87739	5.0	97.815297	10.298716	6.0	58.852701	10.240945	3.0	18.601616	16.612828	5.0	7.522114999999999	15.45706	4.0	27.459676
129.0	3.0	90.005278	89.168847	47.474466	85.258276	0.48235500000000003	0.823363	0.834332	0.533845	17.526634	2.0	97.702955	5.47181	6.0	0.018006	5.088119	1.0	90.621416	6.02494	4.0	74.83881	9.946733	3.0	65.675973	10.63835	1.0	78.92041	14.789722	1.0	72.866742	23.13322	4.0	76.99847700000001	12.890816000000001	3.0	4.3289349999999995
137.0	3.0	37.964168	68.335753	83.455966	57.50130600000001	0.8563569999999999	0.81738	0.256091	0.8516290000000001	18.794588	3.0	85.917578	20.359898	5.0	0.014292	4.138	5.0	93.570727	3.5738830000000004	4.0	39.461921999999994	7.8363309999999995	1.0	53.592239	18.075566000000002	4.0	98.905156	19.699648999999997	4.0	21.623676	9.465013	2.0	86.746535	18.76618	2.0	81.273158
139.0	3.0	17.659596	43.866306	69.946922	25.240599	0.41678000000000004	0.821508	0.20179	0.504617	2.510345	5.0	86.843349	6.1700550000000005	6.0	0.01006	0.8363809999999999	6.0	92.53549	2.1011610000000003	2.0	96.18170400000001	6.095142	2.0	87.529226	24.742623000000002	1.0	43.468449	22.082313	5.0	46.005922999999996	20.938982	1.0	61.234666000000004	20.705247	6.0	45.118865
140.0	3.0	70.14950999999999	94.052926	98.19044699999999	97.339846	0.727614	0.918399	0.24886799999999998	0.813365	19.951376	2.0	53.500748	9.138709	2.0	0.01886	3.913071	3.0	69.395485	5.214614	6.0	33.960429	6.926971000000001	2.0	91.633287	20.29518	1.0	65.86410699999999	17.428985	4.0	27.148828	10.123762	1.0	83.64723199999999	10.969739	5.0	63.309479
141.0	3.0	51.055949	35.191094	84.241176	32.958728	0.648108	0.424878	0.382656	0.9016209999999999	15.087832	5.0	90.980106	10.836265	4.0	0.010218999999999999	1.7946369999999998	5.0	32.764953999999996	2.202232	6.0	78.711652	6.608706	6.0	86.950408	19.070248	4.0	23.172938000000002	20.004792000000002	5.0	70.050976	21.759112	4.0	25.398494	1.4007450000000001	4.0	87.16711
142.0	3.0	73.076511	7.310608	30.564563	74.46161	0.571429	0.7651359999999999	0.650418	0.991402	14.600425	5.0	7.642929	10.680423	4.0	0.023693000000000002	5.266699	3.0	3.0217669999999996	4.754003	2.0	44.836727	3.317368	4.0	44.333026000000004	12.810374000000001	3.0	31.44479	20.638671	3.0	83.13345600000001	13.961276999999999	4.0	63.799758	6.766219	4.0	34.322563
146.0	3.0	38.448134	17.356033	19.748454000000002	37.232135	0.223374	0.44853000000000004	0.47519300000000003	0.55285	11.129133	6.0	39.031838	6.481514	3.0	0.014675	4.644438	6.0	99.831805	3.2342459999999997	3.0	87.39308100000001	19.032784	4.0	34.200421999999996	16.780502	6.0	85.060824	19.158038	5.0	37.41969	7.098974	6.0	80.156945	21.172372	4.0	78.281909
162.0	3.0	81.791839	25.822392	92.26345	45.033992	0.973407	0.7947390000000001	0.7142189999999999	0.652845	9.959614	6.0	90.44161	19.464239000000003	4.0	0.016777	3.557053	4.0	43.025690000000004	0.77622	4.0	62.74225799999999	10.010535	4.0	6.987717999999999	6.13818	1.0	12.313215	21.025312	1.0	97.139689	13.698715	3.0	25.653578	13.777168	5.0	60.318245
163.0	3.0	35.756183	83.104238	65.499215	72.876685	0.98056	0.24676399999999998	0.934845	0.763778	9.920017	2.0	64.556058	18.338483	2.0	0.015394	0.5608920000000001	3.0	64.37464200000001	5.546925	3.0	79.94224	8.773849	1.0	47.712934999999995	1.552329	4.0	55.685035	16.592786	5.0	41.976387	16.431202	3.0	36.492419	8.414699	1.0	75.354552
169.0	3.0	64.718849	34.967585	78.20411	99.34429300000001	0.39453299999999997	0.600273	0.177427	0.384292	18.191270000000003	1.0	79.773473	12.028986	3.0	0.045708	4.1190489999999995	1.0	98.95299399999999	2.264955	5.0	21.749595000000003	9.516136999999999	6.0	95.78256400000001	9.140839	3.0	52.308938	22.910625	4.0	38.256787	3.2514950000000002	1.0	80.96624399999999	2.097874	6.0	60.652249
171.0	3.0	36.861803	33.685054	22.179066	82.362808	0.906457	0.571249	0.443737	0.5833470000000001	22.903662	6.0	25.83091	18.488691	2.0	0.019774	4.1518489999999995	4.0	71.41071099999999	2.5358709999999998	5.0	7.900386	18.98179	1.0	14.242591000000001	22.014401	6.0	84.777214	6.57718	6.0	48.543433	4.330282	1.0	9.501178999999999	19.158468	2.0	25.360882
174.0	3.0	7.928195	69.022356	63.042086	72.65736	0.9094180000000001	0.604403	0.375715	0.448209	5.69635	1.0	36.672265	4.839662000000001	1.0	0.011084	3.952353	3.0	25.444504000000002	1.225364	2.0	90.042542	16.004595000000002	2.0	14.446910999999998	16.32364	4.0	59.771145	19.661839999999998	1.0	51.102872	6.806361	3.0	67.38359399999999	21.494426	6.0	20.959675
176.0	3.0	34.590816	57.191199	39.820192999999996	74.610862	0.560531	0.916467	0.8676790000000001	0.703657	16.007579	4.0	78.204613	2.653038	4.0	0.010605	0.16814300000000001	5.0	11.746518	2.223394	5.0	79.101287	20.505499	6.0	32.80323	9.235134	6.0	26.621045000000002	12.786582000000001	3.0	79.964588	13.989539	1.0	67.164445	18.673517999999998	6.0	62.700972
