uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
11.0	4.0	40.649395	57.137480000000004	71.699566	27.959041	0.887076	0.305142	0.786616	0.647788	5.954162999999999	5.0	20.562828	13.164384	1.0	0.017099	2.890774	1.0	32.659551	2.05514	5.0	65.163381	14.384545000000001	6.0	84.04623000000001	2.885679	4.0	12.236604	14.856103	2.0	82.559607	5.01564	2.0	89.265574	0.8272219999999999	4.0	63.411725
17.0	4.0	80.28931800000001	90.624216	19.954585	55.63251700000001	0.919709	0.21468299999999998	0.532045	0.935817	2.8675919999999997	3.0	61.369018999999994	23.402726	1.0	0.029432	1.325496	4.0	40.384098	5.450404	4.0	68.172256	23.037612	1.0	41.031253	2.968596	5.0	24.919257	15.403557999999999	3.0	93.862977	11.752253999999999	2.0	92.676484	13.866685999999998	4.0	93.556503
28.0	4.0	88.789624	27.567696	89.510378	22.479357999999998	0.555487	0.248123	0.568574	0.878971	17.419487	5.0	62.64686700000001	24.235284	2.0	0.108099	2.937979	4.0	28.53997	5.879291	3.0	16.510154	10.139672000000001	5.0	43.426252000000005	4.591305999999999	1.0	40.291818	6.086759	4.0	36.781627	11.23564	1.0	62.99022900000001	9.636821000000001	4.0	30.3679
48.0	4.0	71.24565799999999	9.582221	47.512088	56.074243	0.12654100000000001	0.13496	0.13865	0.318932	15.472732	5.0	15.061570000000001	4.55644	6.0	0.024554	2.730839	5.0	92.441695	4.708732	5.0	30.327229	23.774599	2.0	22.294017	18.919388	4.0	22.704361	18.44195	4.0	96.479946	13.086814	2.0	3.3738940000000004	5.6593800000000005	4.0	53.504891
50.0	4.0	10.005889	38.506082	38.212675	20.569349	0.416784	0.5945779999999999	0.11463	0.8902760000000001	1.6406009999999998	2.0	38.416413	14.574995999999999	1.0	0.019916999999999997	0.99139	1.0	45.080371	3.866713	3.0	32.866976	2.914723	4.0	14.029304999999999	23.606809	1.0	43.730489	8.608989999999999	1.0	56.309971999999995	6.144744	6.0	86.446754	1.8504200000000002	3.0	9.527888
56.0	4.0	72.996353	44.449021	13.334347	45.227247999999996	0.32574200000000003	0.532347	0.361202	0.875189	10.310744999999999	2.0	72.525687	3.398074	1.0	0.015572999999999998	1.437927	4.0	11.087527	3.404433	5.0	42.400783000000004	19.000124	2.0	60.048117000000005	15.847752	6.0	55.038984	6.993325	1.0	52.498053000000006	9.461046000000001	1.0	28.732415000000003	16.382782000000002	4.0	75.41754
57.0	4.0	64.41533199999999	78.47585600000001	51.562804	66.971851	0.581395	0.376302	0.113604	0.43949399999999994	21.100092999999998	2.0	11.679849	0.6305430000000001	3.0	0.033802	0.646371	6.0	53.841041000000004	3.377133	4.0	78.789247	19.858654	1.0	60.50965	17.712228	2.0	87.700567	5.39781	1.0	84.78941999999999	9.910069	5.0	29.980529999999998	23.788664999999998	2.0	51.947041999999996
60.0	4.0	82.187585	53.656603000000004	56.570547	72.767494	0.126147	0.6870470000000001	0.291074	0.44197	2.476404	2.0	27.962983	22.660798	3.0	0.17891500000000002	2.222516	5.0	78.079635	0.5720109999999999	1.0	84.741355	17.650326999999997	5.0	90.017775	24.188756	5.0	42.108057	17.544829999999997	3.0	9.550668	3.9103529999999997	5.0	75.367039	15.763437	3.0	22.744084
63.0	4.0	76.542671	81.793024	65.034658	74.72470799999999	0.8219	0.487584	0.51457	0.649173	17.746957000000002	5.0	80.926395	4.387574	2.0	0.012277	0.363106	5.0	94.324175	0.30643000000000004	6.0	73.25635	23.870381	1.0	39.491548	12.833166	2.0	45.254231	6.035508	3.0	94.368782	18.329395	2.0	58.572166	9.933113	3.0	31.67633
65.0	4.0	24.845734	18.361943	75.302091	15.997470999999999	0.16343	0.693837	0.686588	0.34608099999999997	2.667105	1.0	23.948922	20.064042	4.0	0.033091	2.7464060000000003	1.0	18.55955	0.092928	1.0	11.314925	10.178675	6.0	31.242215	20.79085	2.0	66.163055	3.919335	4.0	22.924346	7.706296000000001	2.0	80.59345	18.073930999999998	3.0	14.464554000000001
