uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
3.0	2.0	39.309670000000004	86.789826	62.85299499999999	1.7861349999999998	0.631772	0.851032	0.743657	0.57506	8.117464	4.0	69.508342	3.440314	4.0	0.093074	3.764357	2.0	72.323709	4.6037040000000005	6.0	89.781468	12.641312	6.0	52.295279	1.1494520000000001	2.0	64.58233800000001	5.049096	2.0	12.866896	13.250035	1.0	82.845371	18.750419	5.0	69.289889
5.0	2.0	92.635322	78.527911	17.099912	38.146738	0.9695600000000001	0.291204	0.904279	0.7953859999999999	0.8435520000000001	3.0	62.944178	3.364682	2.0	0.013221	3.120004	6.0	89.589653	4.962155999999999	4.0	93.30155	9.491052	2.0	43.765109	17.572528	4.0	86.23100600000001	22.821297	6.0	66.797719	16.46586	6.0	67.21713199999999	11.622893	6.0	36.072562
27.0	2.0	53.987184	95.91188199999999	30.966261	3.1833810000000002	0.54543	0.521127	0.14219	0.434954	12.599964	6.0	77.448048	23.273929000000003	3.0	0.02011	1.3370959999999998	5.0	24.092101	2.878796	4.0	86.49954100000001	8.507091	2.0	26.363055	7.055160000000001	5.0	90.156705	18.877760000000002	1.0	76.830859	15.008141	6.0	24.949031	6.643648	4.0	67.717747
34.0	2.0	18.792132000000002	80.432989	20.40504	26.527340000000002	0.477225	0.20597800000000002	0.192192	0.900641	8.680403	6.0	50.081501	17.679466	6.0	0.016036	4.782731	6.0	97.45036999999999	3.8686849999999997	5.0	45.688324	9.283000999999999	4.0	7.308267999999999	23.153101	2.0	64.04364699999999	8.444008	6.0	41.204883	14.338164	4.0	44.743175	21.717241	6.0	28.15076
58.0	2.0	76.622151	36.561189	83.651368	10.459548	0.5187229999999999	0.129736	0.921425	0.7708649999999999	16.174942	6.0	37.234569	13.388269000000001	2.0	0.016011	5.772428	1.0	95.26577900000001	6.071452	4.0	63.19469399999999	6.4611	5.0	45.142321	21.122559	5.0	28.500709000000004	20.814467999999998	4.0	50.875212	21.878135999999998	5.0	99.229947	9.623901	4.0	25.913664
90.0	2.0	95.57344300000001	71.812481	8.396983	25.509465	0.967259	0.974543	0.49518500000000004	0.44056300000000004	17.838127	2.0	83.084819	7.802525	6.0	0.126201	2.645991	6.0	96.75402	3.9443870000000003	3.0	27.597715	18.586773	5.0	20.248766	25.369374	3.0	12.489203	22.398885	4.0	47.234221999999995	21.213318	2.0	78.182305	15.945232	3.0	39.145454
94.0	2.0	55.333146	30.682570000000002	37.86687	72.845943	0.254175	0.677307	0.836835	0.781473	5.6750989999999994	5.0	90.737321	15.270328	3.0	0.010742	2.9453139999999998	5.0	88.723155	3.293375	4.0	24.635694	4.813837	5.0	99.368799	3.780064	1.0	31.239912	24.266459	2.0	99.78288	5.173498	4.0	7.251728	10.659174	6.0	2.925016
105.0	2.0	80.60228199999999	21.246113	32.115425	4.668806	0.948427	0.6918350000000001	0.298729	0.6287699999999999	3.883202	1.0	61.481643000000005	9.142102000000001	3.0	0.016802	6.2092410000000005	2.0	20.735567	5.737044	2.0	22.574412	14.724962	2.0	3.5219120000000004	15.654678	1.0	74.08335	20.014288	6.0	86.929562	10.018995	1.0	45.844925	2.351794	4.0	82.696813
107.0	2.0	61.87039300000001	54.737041000000005	84.510469	8.458350999999999	0.769234	0.295081	0.9308059999999999	0.677218	2.511335	2.0	33.388192	12.595604	2.0	0.010055	5.273916000000001	5.0	51.982167	1.100356	6.0	20.302315	5.1498800000000005	6.0	76.628984	20.368775	5.0	32.383674	23.594357000000002	3.0	21.971184	22.495697	3.0	85.021842	15.546610999999999	6.0	88.357701
116.0	2.0	15.594555999999999	39.881008	9.091723	78.245058	0.194071	0.8299280000000001	0.421228	0.339785	0.8374959999999999	1.0	91.506342	6.578334	1.0	0.010961	0.084229	2.0	24.479899	4.803969	5.0	54.880223	23.389124	5.0	78.813086	2.023323	2.0	16.231801	14.922018	3.0	99.810949	1.618362	3.0	82.940529	15.997	5.0	11.455657
119.0	2.0	12.102362	47.686869	41.793175	16.705427	0.188596	0.777409	0.952727	0.275183	18.650894	4.0	24.203357	12.104149000000001	6.0	0.073138	3.1466689999999997	6.0	33.222048	1.742759	4.0	69.65305	10.733798	2.0	64.034149	25.284862	1.0	48.864958	15.191716	2.0	89.66405300000001	11.323399	2.0	10.825084	17.957836999999998	6.0	77.212154
121.0	2.0	69.178096	11.428952	20.454847	10.939498	0.719448	0.407901	0.350858	0.946049	13.500601000000001	3.0	92.754284	22.392086	6.0	0.025138	2.619558	1.0	75.213391	2.319789	5.0	94.329415	10.102335	3.0	57.608602000000005	9.546774000000001	4.0	50.639831	19.159391	6.0	22.860425	3.0757939999999997	4.0	53.339040000000004	9.334821	5.0	66.179025
127.0	2.0	4.318455999999999	19.857231	91.962136	12.276895	0.75297	0.150353	0.60897	0.718475	14.625854	4.0	56.85595	10.82783	1.0	0.03776	2.422874	3.0	40.77341	2.308391	4.0	23.998255	13.140226	1.0	53.576665000000006	9.599751	3.0	10.021339999999999	16.445055	4.0	71.994251	10.191021000000001	3.0	33.003714	14.360786	6.0	10.516214
131.0	2.0	85.609669	28.483109999999996	28.872753000000003	26.064169	0.96804	0.9865079999999999	0.964334	0.905143	10.012191	2.0	67.62917	20.16113	3.0	0.0207	0.349564	3.0	61.621902	2.433183	6.0	40.493043	7.714268	3.0	3.676253	22.133116	5.0	71.694387	9.942353	2.0	2.391527	14.579557000000001	1.0	57.306328	7.9652449999999995	4.0	94.708735
