uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF4A	Num_of_HNF4AToHNF4A	Act_of_HNF4AToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
43.0	2.0	49.133113	76.582545	95.81991	87.623148	0.219987	0.18322	0.83724	0.231855	22.470601000000002	3.0	61.049215000000004	15.677067000000001	4.0	0.11310899999999999	2.3755919999999997	1.0	59.638498999999996	3.036455	2.0	29.928615	18.352775	2.0	96.519549	20.882985	1.0	0.021557	4.825228	1.0	70.204301	3.569008	3.0	46.336313	12.942936999999999	4.0	61.423848
47.0	2.0	40.513036	55.685153	24.616692999999998	50.659812	0.856491	0.192584	0.49615	0.42326899999999995	2.379522	3.0	17.023497	4.825319	2.0	0.025335	3.073614	1.0	6.45886	1.682559	4.0	13.438118	25.096432999999998	5.0	91.372674	38.439933	2.0	0.012045	1.513184	4.0	77.817936	1.510528	1.0	19.581989	4.685207	1.0	99.018905
62.0	2.0	9.832386999999999	72.32950100000001	78.63323299999999	14.580986	0.6372220000000001	0.17890699999999998	0.7681720000000001	0.43986899999999995	76.658734	6.0	12.75522	6.971145	6.0	0.010143000000000001	3.4866050000000004	3.0	59.986784	1.8035720000000002	6.0	13.713002	10.099565	6.0	12.807935	40.531634000000004	2.0	0.020753	2.235592	4.0	26.188898000000002	0.281029	2.0	21.545436	23.201857999999998	6.0	1.918666
64.0	2.0	74.280125	19.048692000000003	38.668698	43.040576	0.43388999999999994	0.911407	0.5173270000000001	0.324841	20.858173999999998	1.0	17.445984	14.565010000000001	1.0	0.28020100000000003	0.266427	1.0	46.95365	2.9213419999999997	3.0	56.169256000000004	21.237023999999998	2.0	63.461426	32.751775	3.0	0.039486	4.246832	1.0	67.34519399999999	1.8123	3.0	13.14149	11.197329	4.0	9.480616
97.0	2.0	69.149555	73.317542	36.746871999999996	77.997387	0.154499	0.20630500000000002	0.9387969999999999	0.867992	44.662609	6.0	58.338926	6.269927	1.0	0.034934	0.598482	1.0	72.39415	2.8957	1.0	81.937445	24.474096	3.0	30.741111	24.385627	3.0	0.304552	0.641361	6.0	45.535755	0.131951	4.0	6.159957	25.325985	3.0	14.905911999999999
161.0	2.0	60.682103000000005	71.55069	99.794053	19.513551	0.10983699999999999	0.687282	0.906127	0.405352	57.75816700000001	1.0	1.987275	7.907589	2.0	0.012395	0.79046	2.0	53.954403000000006	1.557107	3.0	46.760064	3.402945	5.0	79.451844	20.098468	3.0	0.14311300000000002	3.8371779999999998	1.0	70.131813	1.768686	3.0	32.804068	6.726610000000001	5.0	7.231091999999999
162.0	2.0	98.641534	66.702835	34.387788	88.163433	0.631837	0.506896	0.5261	0.276911	6.10285	6.0	89.648852	22.470746	5.0	0.0114	1.8752360000000001	3.0	72.406371	1.615181	6.0	4.263611	20.136218	5.0	24.436185000000002	62.649812	5.0	0.018154	1.3926479999999999	5.0	42.27628	0.153317	5.0	95.100536	3.5774510000000004	4.0	10.46855
177.0	2.0	91.209695	58.803059	91.564623	13.237138	0.18379700000000002	0.703728	0.366261	0.473312	6.745424000000001	2.0	42.716212	23.576964	3.0	0.112257	4.726239	2.0	52.620371	2.049109	4.0	89.47977900000001	12.110151	3.0	36.111882	45.574168	1.0	0.013394	0.633207	5.0	90.63006899999999	3.589264	2.0	46.89028	25.021874	3.0	82.98429399999999
228.0	2.0	78.26849200000001	82.945181	52.016271	24.883193	0.9385100000000001	0.347088	0.407107	0.782237	26.764656	6.0	70.121512	5.1927959999999995	5.0	0.019012	2.928383	6.0	16.442755	1.6034709999999999	2.0	10.673898	23.377719	4.0	61.131046999999995	25.406458999999998	5.0	0.012341	3.493519	5.0	48.797696	0.297523	6.0	56.372834999999995	16.484051	6.0	6.633033999999999
231.0	2.0	82.310048	85.299688	74.789416	2.952625	0.190674	0.816479	0.397446	0.350519	13.049377999999999	3.0	13.156904	23.986006	4.0	0.015595	2.664253	4.0	17.240123	1.48335	3.0	85.784515	18.41801	6.0	19.068489000000003	71.064204	2.0	0.011239	0.665141	6.0	15.269007	2.429379	5.0	18.934770999999998	24.795948000000003	2.0	83.961523
