uid	num_states	Prod_of_HNF4A	Prod_of_HNF1A	Prod_of_PPARG	Prod_of_SREBF1	Deg_of_HNF4A	Deg_of_HNF1A	Deg_of_PPARG	Deg_of_SREBF1	Trd_of_HNF1AToHNF4A	Num_of_HNF1AToHNF4A	Act_of_HNF1AToHNF4A	Trd_of_SREBF1ToHNF4A	Num_of_SREBF1ToHNF4A	Inh_of_SREBF1ToHNF4A	Trd_of_HNF4AToHNF1A	Num_of_HNF4AToHNF1A	Act_of_HNF4AToHNF1A	Trd_of_HNF1AToHNF1A	Num_of_HNF1AToHNF1A	Act_of_HNF1AToHNF1A	Trd_of_SREBF1ToPPARG	Num_of_SREBF1ToPPARG	Act_of_SREBF1ToPPARG	Trd_of_HNF1AToPPARG	Num_of_HNF1AToPPARG	Inh_of_HNF1AToPPARG	Trd_of_PPARGToPPARG	Num_of_PPARGToPPARG	Act_of_PPARGToPPARG	Trd_of_PPARGToSREBF1	Num_of_PPARGToSREBF1	Act_of_PPARGToSREBF1	Trd_of_SREBF1ToSREBF1	Num_of_SREBF1ToSREBF1	Act_of_SREBF1ToSREBF1
24.0	2.0	43.340286	80.67857099999999	57.92461899999999	23.643420000000003	0.19608	0.454913	0.152639	0.128352	21.270589	4.0	9.313053	23.770993	1.0	0.01227	14.746275	6.0	4.235211	0.743383	4.0	64.467412	1.718647	3.0	3.504462	15.221682999999999	2.0	0.088866	4.990116	4.0	43.988707	4.933749	6.0	88.513836	13.91441	5.0	22.064251000000002
53.0	2.0	70.717323	34.141646	32.809827	69.724715	0.220074	0.908301	0.8745149999999999	0.298741	15.804828	2.0	1.6959849999999999	21.626911	1.0	0.062806	3.092708	5.0	62.84788399999999	2.544232	4.0	46.482446	12.143055	6.0	32.273072	8.025631	1.0	0.012724	2.43312	6.0	86.16982900000001	5.232451	2.0	51.467112	15.914585	6.0	4.338761
137.0	2.0	32.012726	41.093030999999996	77.187223	43.119966	0.45447200000000004	0.972118	0.770309	0.696113	0.766083	5.0	14.4957	22.000019	4.0	0.016811000000000003	1.213994	6.0	46.667208	8.326792999999999	3.0	11.614213000000001	1.4525370000000002	4.0	58.86977099999999	17.095557	4.0	0.122704	0.5085270000000001	6.0	48.280699	3.096549	2.0	80.968118	12.708651	2.0	29.409191999999997
156.0	2.0	52.937247	17.565217999999998	42.849808	22.841951	0.23725900000000003	0.10294400000000001	0.20897800000000002	0.232814	23.248707999999997	1.0	5.171522	2.409585	4.0	0.165615	1.421988	6.0	51.116955	16.297988	2.0	66.54288100000001	16.59711	1.0	25.126132000000002	7.17133	1.0	0.023488	0.8270069999999999	1.0	14.917556	5.67101	5.0	4.157019999999999	22.75618	5.0	91.113586
175.0	2.0	26.995182	70.016876	45.115418	79.204216	0.827572	0.428048	0.335389	0.696183	15.029465	4.0	77.91405300000001	15.452356	3.0	0.02156	15.393367999999999	1.0	2.43401	2.054781	4.0	68.579298	4.219943	2.0	63.244797999999996	0.8663379999999999	1.0	0.018691	0.29262699999999997	1.0	18.174262	4.036746	4.0	94.478259	19.232938	5.0	1.076571
248.0	2.0	36.339127000000005	77.447202	99.574395	48.670059	0.174744	0.796257	0.421497	0.423904	16.021434	2.0	29.993889000000003	14.009421	1.0	0.015974000000000002	18.393056	1.0	3.257099	13.885145999999999	6.0	2.502026	9.337226	2.0	46.386995	20.813933	3.0	0.016929	4.82216	6.0	65.124491	3.4868010000000003	4.0	46.217605	10.768597	5.0	99.956784
268.0	2.0	26.514443	85.26756400000001	66.718298	53.069312	0.336194	0.249732	0.11586800000000001	0.345585	5.302072	3.0	24.541843	24.640449	5.0	0.019962	13.818795999999999	1.0	38.896207000000004	0.620413	3.0	71.884268	16.697397	5.0	43.492964	22.726249	4.0	0.046886000000000004	4.995394999999999	4.0	98.41565899999999	2.680461	3.0	35.986733	17.921542000000002	6.0	80.350339
303.0	2.0	56.899064	78.41626	84.871978	68.361148	0.423	0.47252700000000003	0.330154	0.760425	19.5429	3.0	56.139568000000004	8.99705	5.0	0.045956	12.7662	5.0	8.652624000000001	6.566441	1.0	35.598402	10.859324	4.0	65.269183	16.922683	3.0	0.011670999999999999	3.181033	4.0	63.036285	5.528344000000001	3.0	24.611561	10.666367999999999	5.0	16.117293
312.0	2.0	73.69459599999999	78.370848	89.908008	65.748187	0.77256	0.42242399999999997	0.6388	0.585432	1.452197	1.0	41.112631	2.26072	4.0	0.020083	18.24227	1.0	84.40092	0.270795	1.0	96.153133	3.002319	4.0	28.2518	24.160328	6.0	0.016308	4.024125	4.0	42.312725	2.229779	6.0	86.785523	16.642828	5.0	58.602474
325.0	2.0	22.910647	91.72214699999999	66.458685	52.212990999999995	0.401731	0.6561899999999999	0.6056050000000001	0.785351	19.625659	3.0	34.108298	10.969225999999999	6.0	0.011561	13.021072	2.0	2.0092939999999997	4.996273	2.0	1.8645150000000001	3.044649	1.0	83.265865	8.952828	4.0	0.022027	0.24352100000000002	3.0	69.82503	0.9879379999999999	1.0	7.1239490000000005	0.726444	3.0	93.565573
411.0	2.0	8.797582	97.17497900000001	29.942296999999996	22.206557999999998	0.806236	0.650791	0.45916899999999994	0.5598380000000001	2.066678	6.0	60.211656000000005	11.141975	4.0	0.073072	17.867138	6.0	3.8679930000000002	6.770525999999999	1.0	56.43800400000001	14.214829	1.0	45.494755	11.278419	5.0	0.134757	1.792202	1.0	84.147997	2.1210720000000003	3.0	43.941877000000005	14.417272	6.0	5.708876999999999
412.0	2.0	80.213025	77.551778	38.634465000000006	92.80005799999999	0.42895900000000003	0.354031	0.607323	0.127868	3.6775379999999998	3.0	53.573736	18.405858	2.0	0.037955	13.384049	3.0	84.306618	13.188519	3.0	1.098687	10.139345	3.0	20.589323999999998	15.194616	1.0	0.034464999999999996	5.211612000000001	4.0	23.817232	0.713108	1.0	21.399329	0.41098199999999996	2.0	29.054423
428.0	2.0	84.308183	51.459781	99.508842	42.563691999999996	0.32108200000000003	0.389954	0.124421	0.5710350000000001	14.015587	2.0	78.668127	9.908145	2.0	0.022688999999999997	8.216111999999999	6.0	7.798158	7.647028	1.0	44.128528	15.988317000000002	5.0	74.032463	12.695812	5.0	0.026366000000000004	2.099685	4.0	62.047571999999995	0.300736	3.0	52.662434999999995	23.949657000000002	5.0	20.141156
