HH	HH	HH	HH	0.01605	27	1682
HH	HH	HH	HL	0.01962	33	1682
HH	HH	HH	LH	0.02973	50	1682
HH	HH	HH	LL	0.00119	2	1682
HH	HH	HL	HL	0.01249	21	1682
HH	HH	HL	LH	0.05767	97	1682
HH	HH	HL	LL	0.00238	4	1682
HH	HH	LH	LH	0.01784	30	1682
HH	HH	LH	LL	0.00178	3	1682
HH	HH	LL	LL	0.0	0	1682
HH	HL	HL	HL	0.00773	13	1682
HH	HL	HL	LH	0.03567	60	1682
HH	HL	HL	LL	0.0107	18	1682
HH	HL	LH	LH	0.05291	89	1682
HH	HL	LH	LL	0.03983	67	1682
HH	HL	LL	LL	0.00238	4	1682
HH	LH	LH	LH	0.03805	64	1682
HH	LH	LH	LL	0.00416	7	1682
HH	LH	LL	LL	0.00059	1	1682
HH	LL	LL	LL	0.0	0	1682
HL	HL	HL	HL	0.00654	11	1682
HL	HL	HL	LH	0.00654	11	1682
HL	HL	HL	LL	0.03567	60	1682
HL	HL	LH	LH	0.01724	29	1682
HL	HL	LH	LL	0.08502	143	1682
HL	HL	LL	LL	0.044	74	1682
HL	LH	LH	LH	0.15577	262	1682
HL	LH	LH	LL	0.05351	90	1682
HL	LH	LL	LL	0.02735	46	1682
HL	LL	LL	LL	0.0113	19	1682
LH	LH	LH	LH	0.1522	256	1682
LH	LH	LH	LL	0.02854	48	1682
LH	LH	LL	LL	0.01784	30	1682
LH	LL	LL	LL	0.00713	12	1682
LL	LL	LL	LL	0.00059	1	1682
