HH	HH	HH	0.00333	7	2101
HH	HH	HL	0.01618	34	2101
HH	HH	LH	0.04998	105	2101
HH	HH	LL	0.0	0	2101
HH	HL	HL	0.01856	39	2101
HH	HL	LH	0.28129	591	2101
HH	HL	LL	0.01523	32	2101
HH	LH	LH	0.04902	103	2101
HH	LH	LL	0.00571	12	2101
HH	LL	LL	0.00048	1	2101
HL	HL	HL	0.01761	37	2101
HL	HL	LH	0.07092	149	2101
HL	HL	LL	0.12232	257	2101
HL	LH	LH	0.09043	190	2101
HL	LH	LL	0.17753	373	2101
HL	LL	LL	0.06188	130	2101
LH	LH	LH	0.00524	11	2101
LH	LH	LL	0.00619	13	2101
LH	LL	LL	0.00666	14	2101
LL	LL	LL	0.00143	3	2101
